,0,1
0,None,None
1,None,None
2,if DrugA_gene31 < -0.6367626 and DrugA_gene39 < 0.7905611 and DrugA_gene40 < -2.0626924 and DrugA_gene47 >= 0.7044542 and DrugA_gene288 >= 0.81556183 and DrugA_gene417 < 0.13742164 and DrugA_gene526 >= 0.7382574 and DrugA_gene587 < 0.5827564 and DrugA_gene788 < -4.0478997 and DrugA_gene792 >= -0.12123211 and DrugB_gene31 < -0.21845832 and DrugB_gene40 >= 0.6154142 and DrugB_gene47 >= 0.7596159 and DrugB_gene208 >= 0.37356177 and DrugB_gene288 >= 0.8515508 and DrugB_gene408 < 0.07958807 and DrugB_gene526 >= 0.110705234 and DrugB_gene792 >= 1.6120301 and DrugB_gene804 >= 0.12689799 and GO:0046902 < -24.700283 and then value = 5.1022862703,None
3,None,None
4,if DrugA_gene15 < -0.005905877 and DrugA_gene288 >= 0.7546214 and DrugA_gene792 >= -0.042553645 and DrugB_gene31 >= -0.00728943 and DrugB_gene39 >= 0.57773316 and DrugB_gene208 >= 0.0931291 and DrugB_gene408 >= 0.5912341 and DrugB_gene526 >= 1.3846666 and GO:0046902 < -18.259869 and compress_LAYER_level_boost_feature_0 >= 117.64593 and then value = 0.5890031,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene288 >= 1.3555 and DrugA_gene417 < 0.13742164 and DrugA_gene788 >= 0.28159818 and DrugB_gene40 >= 0.47882888 and DrugB_gene47 < 0.7596159 and DrugB_gene207 >= -0.6915071 and DrugB_gene208 < -0.66062737 and DrugB_gene288 >= 1.0885423 and DrugB_gene417 < -1.7096003 and DrugB_gene788 >= 1.0449488 and DrugB_gene792 >= 0.14793056 and GO:0046902 < -1.3358328 and then value = 4.0357551681,None
9,None,None
10,if DrugA_gene15 < 0.047238983 and DrugA_gene31 >= -0.06723435 and DrugA_gene39 < 0.7905611 and DrugA_gene40 >= 0.427 and DrugA_gene207 >= 0.8251591 and DrugA_gene288 >= 1.3555 and DrugA_gene408 >= 3.1233058 and DrugA_gene417 < 0.13742164 and DrugA_gene526 >= 0.7382574 and DrugA_gene587 < 0.36519232 and DrugA_gene788 >= 1.2989609 and DrugA_gene792 >= 2.026289 and DrugA_gene804 < -1.7380099 and DrugB_gene31 < -0.21845832 and DrugB_gene39 < 0.15522748 and DrugB_gene40 >= -0.21017733 and DrugB_gene47 >= 0.7596159 and DrugB_gene207 < -4.2639284 and DrugB_gene208 >= 0.37356177 and DrugB_gene288 < -0.5526755 and DrugB_gene417 < -0.16153216 and DrugB_gene526 < -0.36203158 and DrugB_gene587 >= 0.13534993 and DrugB_gene792 >= 1.6120301 and DrugB_gene804 < -0.012144923 and GO:0046902 < 6.0658817 and then value = 6.638166625299999,None
11,None,None
12,None,None
13,None,None
