,0,1
0,None,None
1,None,None
2,if DrugA_gene20 >= 1.0217378 and DrugA_gene33 < -0.4258321 and DrugA_gene52 < -2.4446988 and DrugA_gene131 >= 0.58802164 and DrugA_gene147 >= 1.5289625 and DrugA_gene194 < 0.23122557 and DrugA_gene251 < -1.1001601 and DrugA_gene268 >= -0.038030885 and DrugA_gene281 < 0.13089664 and DrugA_gene290 < -0.17508078 and DrugA_gene297 >= -0.47740185 and DrugA_gene407 >= 0.35094965 and DrugA_gene408 < -2.0804536 and DrugA_gene417 >= 0.50782853 and DrugA_gene463 < -1.5461779 and DrugA_gene532 < 0.19069232 and DrugA_gene554 < -0.44095 and DrugA_gene885 < -0.014539532 and DrugB_gene20 >= -0.089844756 and DrugB_gene21 >= 1.5455686 and DrugB_gene52 < -1.4988742 and DrugB_gene134 < -0.15521437 and DrugB_gene147 >= 4.13485 and DrugB_gene164 >= 0.2211351 and DrugB_gene194 >= 0.93052554 and DrugB_gene251 >= -0.5101576 and DrugB_gene281 < -0.80378705 and DrugB_gene282 >= 1.8880788 and DrugB_gene463 < -0.8484005 and DrugB_gene532 >= 1.276726 and compress_node_level_boost_feature_0 < -33.35494 and then value = 4.229621737,None
3,None,None
4,if DrugA_gene33 < -1.1206254 and DrugA_gene147 >= 0.34835136 and DrugA_gene281 < -0.29188764 and DrugA_gene297 >= 0.6619165 and DrugB_gene52 >= 0.13115636 and DrugB_gene164 < 0.2211351 and DrugB_gene282 < -0.10947026 and DrugB_gene290 < -1.7073952 and DrugB_gene407 < -0.50417715 and DrugB_gene463 >= 0.25553608 and GO:0007611 >= 4.3752413 and compress_LAYER_level_boost_feature_0 < -0.27293473 and compress_LAYER_level_boost_feature_1 >= 9.59947 and then value = 0.4514199007,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene132 < -0.49542725 and DrugA_gene134 < -0.3631775 and DrugA_gene164 >= 0.6417142 and DrugA_gene215 < 0.1606653 and DrugA_gene281 < -0.30168015 and DrugA_gene451 >= 0.50102943 and DrugA_gene532 < -0.20065539 and DrugB_gene33 >= -0.93885267 and DrugB_gene131 >= -0.49867848 and DrugB_gene148 >= 0.34291393 and DrugB_gene268 < 0.002012508 and DrugB_gene290 < -0.03961189 and DrugB_gene297 < -0.52349794 and DrugB_gene407 < -0.51367533 and DrugB_gene417 < 0.18260959 and DrugB_gene451 >= 0.43765497 and DrugB_gene554 >= -0.42269015 and DrugB_gene885 < 0.27480292 and GO:0007611 < -24.094252 and GO:0007626 < -1.007103 and compress_node_level_boost_feature_0 < -3.5723376 and compress_LAYER_level_boost_feature_1 >= 48.833122 and then value = 4.5175313699999995,None
9,None,None
