,0,1
0,None,None
1,None,None
2,if DrugA_gene240 >= -0.29051256 and DrugA_gene273 < 0.0946306 and DrugA_gene299 < -0.33923686 and DrugA_gene318 >= 0.9838432 and DrugA_gene382 < -1.4085796 and DrugA_gene383 < 0.021279797 and DrugA_gene404 < 0.3386707 and DrugA_gene456 >= -0.2895732 and DrugA_gene470 < -0.20379746 and DrugA_gene561 < -0.541649 and DrugA_gene615 < 0.22652164 and DrugA_gene674 < -0.65174514 and DrugA_gene702 >= 0.7875491 and DrugA_gene792 >= 0.50037074 and DrugA_gene834 >= 0.2841804 and DrugA_gene896 >= 1.1183534 and DrugA_gene912 >= -0.19119796 and DrugA_gene916 < -0.50611156 and DrugB_gene13 < 0.3072589 and DrugB_gene75 >= 0.15202194 and DrugB_gene108 >= 0.047262795 and DrugB_gene109 < -0.55344796 and DrugB_gene273 >= 0.30669644 and DrugB_gene280 < -2.758075 and DrugB_gene375 >= -0.33639324 and DrugB_gene384 < -0.06444408 and DrugB_gene470 >= 0.20376386 and DrugB_gene545 < -0.086607255 and DrugB_gene615 >= 1.247725 and DrugB_gene674 < -0.92787474 and DrugB_gene693 < -0.07737437 and DrugB_gene792 >= 2.0898361 and DrugB_gene814 < -3.9643717 and DrugB_gene896 >= 2.452771 and DrugB_gene912 >= -0.3059823 and DrugB_gene931 >= 0.9074489 and GO:0006351 < 2.173442 and GO:0009152 >= 50.650692 and then value = 6.091575029999999,None
3,None,None
4,if DrugA_gene318 < -0.12864573 and DrugA_gene375 >= 0.31040072 and DrugA_gene437 < -0.16774079 and DrugA_gene674 >= 0.40135866 and DrugA_gene693 >= -0.028276468 and DrugA_gene792 < -0.27401572 and DrugB_gene109 >= 0.26203698 and DrugB_gene561 < -0.6625935 and GO:0071897 >= 15.691383 and GO:0006351 >= 0.39824355 and GO:0009152 < 0.07849749 and compress_node_level_boost_feature_0 < 0.5926932 and then value = 0.9173094554,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene170 < -0.04044852 and DrugA_gene320 >= 0.39669797 and DrugA_gene451 >= 0.48007578 and DrugA_gene647 < -0.8794265 and DrugA_gene693 >= -0.5236238 and DrugA_gene702 >= -0.42269367 and DrugB_gene5 < 0.46399644 and DrugB_gene75 >= -1.1113894 and DrugB_gene204 >= 1.0011098 and DrugB_gene349 >= 0.8968626 and DrugB_gene385 >= 1.1804166 and DrugB_gene693 >= -0.46185005 and DrugB_gene834 >= 2.2566972 and GO:0071897 < 4.098342 and GO:0006351 < 0.11067621 and GO:0009152 >= 151.243 and compress_node_level_boost_feature_0 < -0.76325345 and then value = 2.458455249,None
9,None,None
