,0,1
0,None,None
1,None,None
2,if DrugA_gene23 < -0.43131882 and DrugA_gene168 < -0.124772325 and DrugA_gene251 < -1.0124469 and DrugA_gene514 >= 0.026704824 and DrugA_gene540 >= 0.7886553 and DrugA_gene632 >= 2.1459055 and DrugB_gene38 >= -0.7559201 and DrugB_gene99 < 0.002719216 and DrugB_gene172 < -0.32208127 and DrugB_gene444 < -0.8366399 and DrugB_gene540 >= 0.7886553 and DrugB_gene632 < -1.4260086 and then value = 14.789738006,None
3,None,None
4,if DrugB_gene38 < -0.039846428 and DrugB_gene99 < -0.24802998 and DrugB_gene172 >= 0.25621286 and DrugB_gene251 < -0.18906191 and DrugB_gene444 >= 0.04312849 and DrugB_gene540 >= 0.7886553 and DrugB_gene632 >= 0.34462056 and then value = 1.83650279,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene38 < -0.21244723 and DrugA_gene134 < -0.921787 and DrugA_gene251 < 0.10176976 and DrugA_gene632 >= 2.1459055 and DrugB_gene23 < 0.900807 and DrugB_gene38 >= -0.67120314 and DrugB_gene168 >= 0.63336766 and DrugB_gene251 >= 0.87540126 and DrugB_gene444 >= 0.30029488 and then value = 10.3520866291,None
9,None,None
10,if DrugA_gene23 < 0.06782979 and DrugA_gene38 >= 2.279301 and DrugA_gene99 < 0.036445998 and DrugA_gene134 >= 0.698587 and DrugA_gene168 >= 4.701125 and DrugA_gene172 >= 1.8969629 and DrugA_gene251 >= 0.87540126 and DrugA_gene514 >= 0.62360144 and DrugA_gene632 >= 2.1459055 and DrugB_gene23 < 0.4607232 and DrugB_gene38 < -0.4654753 and DrugB_gene99 < 1.0508416 and DrugB_gene134 >= 0.40778205 and DrugB_gene172 >= 0.2669692 and DrugB_gene251 >= 4.7296247 and DrugB_gene444 >= 0.4752968 and DrugB_gene514 < -0.31723827 and DrugB_gene632 < -0.35490632 and then value = 23.24773452,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene23 < -2.0306156 and DrugA_gene99 >= 0.87999594 and DrugA_gene134 < -0.921787 and DrugA_gene514 < -0.43229407 and DrugA_gene632 >= 2.1459055 and DrugB_gene168 >= 0.2408275 and DrugB_gene172 >= 0.2645039 and DrugB_gene251 >= 0.87540126 and DrugB_gene444 < 1.0101676 and DrugB_gene514 < -1.2821906 and then value = 26.8666546,None
15,if DrugA_gene23 < -0.048158266 and DrugA_gene99 >= 1.5168695 and DrugA_gene134 >= 1.9678061 and DrugA_gene444 < -0.8366399 and DrugA_gene514 < -0.4182455 and DrugB_gene38 < -0.23276058 and DrugB_gene99 >= 0.8489851 and DrugB_gene134 < 0.07935791 and DrugB_gene172 < -0.22948274 and DrugB_gene251 < -0.9926318 and DrugB_gene444 < 0.26062936 and DrugB_gene514 >= -0.24218586 and DrugB_gene540 >= 0.7886553 and DrugB_gene632 < -1.2308042 and then value = 31.41076217,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
