,0,1
0,None,None
1,None,None
2,if DrugA_gene8 < -0.20520934 and DrugA_gene11 < 0.15343633 and DrugA_gene21 >= 2.3787017 and DrugA_gene23 < 0.05451046 and DrugA_gene106 < -1.3899772 and DrugA_gene131 < -0.24285936 and DrugA_gene158 < 0.098930955 and DrugA_gene177 < -0.7153085 and DrugA_gene213 < 0.14158711 and DrugA_gene245 >= 0.29782113 and DrugA_gene277 >= -0.5064507 and DrugA_gene279 >= 0.66891783 and DrugA_gene293 < -0.53124845 and DrugA_gene310 < -0.09216911 and DrugA_gene415 < 0.09361182 and DrugA_gene421 < -0.33590138 and DrugA_gene432 >= -0.036802594 and DrugA_gene460 < -0.011433743 and DrugA_gene505 < 0.6364878 and DrugA_gene526 >= 0.85924166 and DrugA_gene601 >= 1.361019 and DrugA_gene793 >= 0.20235054 and DrugB_gene8 >= 1.4289172 and DrugB_gene11 < -0.7829025 and DrugB_gene20 >= 1.1725788 and DrugB_gene151 >= 2.8507922 and DrugB_gene158 < -0.48160878 and DrugB_gene177 >= -0.107042655 and DrugB_gene213 < -0.054068238 and DrugB_gene245 >= 0.9522567 and DrugB_gene277 >= 3.096806 and DrugB_gene279 < -1.0204954 and DrugB_gene349 >= 5.4051847 and DrugB_gene415 >= 0.3912403 and DrugB_gene421 >= 0.9730711 and DrugB_gene432 < 0.8181046 and DrugB_gene460 >= 0.43428046 and DrugB_gene505 < -0.7271893 and DrugB_gene526 >= 1.655988 and DrugB_gene601 >= 1.2399108 and DrugB_gene665 >= -0.33161318 and GO:0090257 < -1.239583 and GO:1903522 < 5.114606 and compress_node_level_boost_feature_0 < -0.5048559 and then value = 7.477453186,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene21 < 0.050389215 and DrugA_gene131 < -2.2375736 and DrugA_gene310 >= 1.5130212 and DrugB_gene277 < -0.70576406 and DrugB_gene432 >= -0.90597504 and GO:0090257 < 5.3803635 and GO:1903522 < -16.438366 and compress_LAYER_level_boost_feature_0 < -10.419331 and compress_LAYER_level_boost_feature_1 >= 9.423227 and then value = 1.6348378260599998,None
9,None,None
