,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < -0.018566815 and DrugA_gene155 >= 2.1768541 and DrugA_gene252 < 0.25735682 and DrugA_gene354 < -0.90990293 and DrugA_gene498 >= 0.50580335 and DrugA_gene523 < -0.3478354 and DrugA_gene704 < -0.7024602 and DrugB_gene8 >= 0.8572432 and DrugB_gene31 >= 0.78522587 and DrugB_gene42 >= 1.7239375 and DrugB_gene65 >= -0.27215013 and DrugB_gene131 >= -0.13752297 and DrugB_gene155 < -0.7758273 and DrugB_gene299 >= 1.143078 and DrugB_gene331 >= 0.9072607 and DrugB_gene354 >= 0.4739657 and DrugB_gene415 >= 0.0050324555 and DrugB_gene452 < 0.5728923 and DrugB_gene702 < -0.2841295 and GO:2000573 < -0.90978914 and then value = 6.207370965,None
3,None,None
4,if DrugA_gene331 >= 1.5438006 and DrugA_gene452 >= 0.5695368 and DrugB_gene11 < -0.29287446 and DrugB_gene252 < 0.026062954 and DrugB_gene354 < -0.3077965 and GO:2000573 >= 86.00878 and compress_LAYER_level_boost_feature_0 >= 2.226418 and then value = 0.8127726620000001,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene31 >= -0.19539544 and DrugA_gene42 >= -0.14605656 and DrugA_gene65 >= 0.5196359 and DrugA_gene331 < -0.15505213 and DrugA_gene333 < 0.5664893 and DrugA_gene473 < -0.43894666 and DrugA_gene704 < -0.14443603 and DrugB_gene42 < 1.8136842 and DrugB_gene131 < -0.71998775 and DrugB_gene262 < -7.9960337 and DrugB_gene333 < -0.45807606 and DrugB_gene354 < -0.28240484 and DrugB_gene452 < -2.4410644 and GO:2000573 >= 155.80597 and compress_LAYER_level_boost_feature_0 >= 80.84777 and then value = 4.2577604960999995,None
9,None,None
10,if DrugA_gene11 < 0.2876532 and DrugA_gene42 >= -0.081975415 and DrugA_gene65 < -1.888737 and DrugA_gene131 < -0.8939487 and DrugA_gene151 < -0.32988295 and DrugA_gene252 < 0.25735682 and DrugA_gene299 < -0.21629614 and DrugA_gene331 >= 0.7574111 and DrugA_gene354 >= 0.999774 and DrugA_gene375 < -0.4259729 and DrugA_gene376 >= 0.032052293 and DrugA_gene415 < 0.88648224 and DrugA_gene473 < 0.047851227 and DrugA_gene498 < 0.18831146 and DrugA_gene523 < -3.301274 and DrugA_gene542 < -0.3713702 and DrugA_gene702 >= 1.7692237 and DrugB_gene8 < -0.18624872 and DrugB_gene11 >= 1.8565055 and DrugB_gene31 >= 1.0306547 and DrugB_gene151 >= 0.08134791 and DrugB_gene262 >= 0.17900977 and DrugB_gene286 >= 2.0262816 and DrugB_gene299 >= 0.5488608 and DrugB_gene331 < -0.45670968 and DrugB_gene333 >= 0.47263694 and DrugB_gene376 < 0.07850045 and DrugB_gene415 < 0.2798613 and DrugB_gene452 >= 0.5728923 and DrugB_gene473 < -0.1455855 and DrugB_gene498 < 0.27055186 and DrugB_gene523 >= 0.7422765 and DrugB_gene702 >= -0.033357084 and DrugB_gene912 < -0.29175633 and GO:2000573 >= 86.00878 and then value = 8.429378487,None
11,None,None
12,None,None
13,None,None
