,0,1
0,None,None
1,None,None
2,if DrugA_gene32 >= 1.0630958 and DrugA_gene61 >= 0.22596347 and DrugA_gene134 < -0.14215976 and DrugA_gene437 >= 1.6288962 and DrugB_gene32 >= 0.31721997 and DrugB_gene61 >= 0.49182504 and DrugB_gene365 >= 0.002048016 and DrugB_gene689 >= 0.2919457 and then value = 8.772924360000001,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene21 >= 0.22691074 and DrugA_gene32 >= 1.0647422 and DrugA_gene61 >= 0.22596347 and DrugA_gene72 < 0.06656889 and DrugA_gene134 < -0.14215976 and DrugA_gene372 >= 0.2997912 and DrugA_gene689 >= 0.08837414 and DrugB_gene11 >= 1.4513859 and DrugB_gene21 < 0.6690645 and DrugB_gene32 < 0.010207525 and DrugB_gene69 < 0.14839518 and DrugB_gene131 >= -0.068380766 and DrugB_gene134 < -0.14052415 and DrugB_gene372 < 0.9076625 and DrugB_gene689 >= 0.0823327 and then value = 9.4644358494,None
9,None,None
10,if DrugA_gene61 < -0.29572526 and DrugA_gene72 >= 0.83771265 and DrugA_gene76 >= 0.23737037 and DrugB_gene21 >= 0.68609405 and DrugB_gene69 < -0.35911497 and DrugB_gene72 >= -0.148197 and DrugB_gene372 >= 0.31999367 and DrugB_gene437 < -0.30704498 and DrugB_gene689 < -6.8296366 and then value = 11.2567498215,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene32 < 0.1423484 and DrugA_gene60 >= 0.98091966 and DrugA_gene61 >= 0.22081059 and DrugA_gene131 < -1.0533316 and DrugA_gene437 < -0.067686506 and DrugB_gene32 >= 0.981091 and DrugB_gene61 < -3.6785116 and DrugB_gene71 >= 0.32227665 and DrugB_gene76 >= 0.29001123 and DrugB_gene131 < -0.5790101 and DrugB_gene372 < -1.8477937 and DrugB_gene437 < 0.37446588 and then value = 23.0002296697,None
15,if DrugA_gene11 < 0.27206153 and DrugA_gene21 >= 0.6747414 and DrugA_gene61 >= 0.43360773 and DrugA_gene71 >= -0.08232121 and DrugA_gene76 >= -0.47687036 and DrugA_gene134 < -0.14215976 and DrugA_gene372 >= -0.35959247 and DrugB_gene11 >= 0.02304791 and DrugB_gene21 < 0.14114974 and DrugB_gene32 < -0.26212257 and DrugB_gene71 < 0.20763582 and DrugB_gene134 < 0.1760991 and DrugB_gene365 >= 0.2644583 and DrugB_gene372 < 0.31999367 and then value = 27.204945540799997,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
24,if DrugA_gene21 < -0.04138615 and DrugA_gene32 >= 1.0647422 and DrugA_gene76 >= -0.09490091 and DrugA_gene131 < -0.5451397 and DrugA_gene134 < -0.6074133 and DrugA_gene372 >= 0.80382234 and DrugA_gene437 < -0.31816638 and DrugA_gene440 < -0.6922544 and DrugB_gene32 >= 0.2795701 and DrugB_gene61 >= -0.20649716 and DrugB_gene72 >= 0.29518682 and DrugB_gene131 >= 1.2785676 and DrugB_gene134 < -1.1137133 and DrugB_gene365 < 0.12145288 and DrugB_gene689 >= 0.2919457 and then value = 7.5518996297,None
