,0,1
0,None,None
1,None,None
2,if DrugA_gene20 < -0.14318892 and DrugA_gene154 >= -0.08731659 and DrugA_gene169 < 0.4525625 and DrugA_gene179 >= 1.4550114 and DrugA_gene323 >= 0.40538797 and DrugA_gene356 < -0.020785531 and DrugA_gene416 < -0.7448906 and DrugA_gene756 >= -0.078369364 and DrugB_gene20 >= -0.41216916 and DrugB_gene38 >= -0.4567812 and DrugB_gene77 < -0.2512412 and DrugB_gene80 < -0.6978705 and DrugB_gene154 >= 0.28446618 and DrugB_gene179 >= -0.9882339 and DrugB_gene409 >= -0.088740826 and DrugB_gene501 >= 1.203123 and then value = 21.19615165,None
3,None,None
4,if DrugA_gene20 < 0.22881411 and DrugA_gene38 >= 1.0544653 and DrugA_gene396 < 0.5378914 and DrugA_gene409 >= 1.1155348 and DrugA_gene501 < -0.40743577 and DrugB_gene372 < -1.8875132 and DrugB_gene396 < -0.6984408 and DrugB_gene416 >= 1.5814958 and DrugB_gene501 < 0.024646983 and then value = 1.325029726,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene20 < -0.40921965 and DrugA_gene38 >= 3.6016812 and DrugA_gene179 < -0.7836479 and DrugA_gene501 >= 0.84006083 and DrugA_gene756 < -3.8764386 and DrugB_gene80 < 0.070023805 and DrugB_gene169 >= 0.2830348 and DrugB_gene251 >= -0.062033627 and DrugB_gene356 < -0.60032296 and DrugB_gene370 >= 0.3549763 and DrugB_gene409 < 0.6177542 and DrugB_gene501 >= -0.45996666 and then value = 7.160739480999999,None
9,None,None
10,if DrugA_gene154 >= 0.25479987 and DrugA_gene169 >= 0.94820094 and DrugA_gene179 >= 1.8562403 and DrugA_gene251 < 0.18396395 and DrugA_gene396 >= 2.391169 and DrugA_gene501 < -0.978175 and DrugB_gene38 >= 0.02935729 and DrugB_gene77 < 0.04434568 and DrugB_gene80 < -0.70464253 and DrugB_gene154 < -0.10971223 and DrugB_gene169 >= -0.36592358 and DrugB_gene323 >= 0.32886848 and DrugB_gene370 < -0.346941 and DrugB_gene372 >= 0.3431118 and DrugB_gene396 >= -0.048058275 and DrugB_gene409 < -0.43376303 and DrugB_gene416 >= 0.9402733 and DrugB_gene501 < 0.2810138 and DrugB_gene756 >= 0.059994154 and then value = 25.188739417,None
11,None,None
12,None,None
13,if DrugA_gene154 >= -0.08731659 and DrugA_gene169 < 0.4525625 and DrugA_gene179 >= 1.58233 and DrugA_gene251 >= 5.3211 and DrugA_gene323 >= 0.40538797 and DrugA_gene356 < -0.020785531 and DrugB_gene154 < 0.28446618 and DrugB_gene324 >= -0.48351175 and DrugB_gene409 >= -0.5079581 and then value = 2.9546465,None
