,0,1
0,None,None
1,None,None
2,if DrugA_gene42 >= 1.092964 and DrugA_gene86 >= 0.19520897 and DrugA_gene118 < 0.27374226 and DrugA_gene168 < 0.0039148275 and DrugA_gene169 >= 2.6129138 and DrugA_gene408 >= 0.20800318 and DrugA_gene451 >= -0.09051673 and DrugA_gene624 >= 1.0052553 and DrugB_gene42 >= 0.7904779 and DrugB_gene60 >= 0.025107052 and DrugB_gene86 >= 0.4820333 and DrugB_gene168 >= 5.0401 and DrugB_gene260 >= -0.047783904 and DrugB_gene408 < 0.02265428 and DrugB_gene451 >= 1.5941625 and DrugB_gene663 >= 0.24632007 and DrugB_gene711 < -0.8528303 and DrugB_gene780 < -0.23821783 and DrugB_gene850 >= 0.4564877 and DrugB_gene859 < -0.9920733 and DrugB_gene877 >= 0.7063577 and DrugB_gene932 < -0.17264415 and GO:0031058 < 6.4265747 and then value = 4.4375953,None
3,None,None
4,if DrugA_gene168 < 0.037365515 and DrugA_gene169 < -0.06842039 and DrugB_gene86 >= 0.19162162 and DrugB_gene169 >= 0.2463922 and DrugB_gene223 >= 0.19945836 and DrugB_gene260 >= 0.29757702 and DrugB_gene408 < -3.023272 and DrugB_gene624 >= 0.368536 and DrugB_gene780 >= 0.72880375 and DrugB_gene932 >= 1.6421704 and GO:0031058 >= 122.34515 and compress_LAYER_level_boost_feature_0 < -43.024483 and then value = 0.933699907,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene42 >= -0.0625808 and DrugA_gene86 >= -0.21893232 and DrugA_gene169 >= 2.5804873 and DrugA_gene711 >= -0.2810755 and DrugA_gene850 < -0.33005887 and DrugA_gene932 < -1.547288 and DrugB_gene42 < 1.8136842 and DrugB_gene118 < 0.5785015 and DrugB_gene373 >= 3.9539232 and DrugB_gene408 < -2.0804536 and DrugB_gene780 < -0.24133629 and DrugB_gene789 >= -0.75877386 and GO:0031058 >= 169.31702 and compress_LAYER_level_boost_feature_0 >= 143.92192 and then value = 6.680697810560001,None
9,None,None
10,if DrugA_gene42 >= 0.49129558 and DrugA_gene60 >= 1.678822 and DrugA_gene118 < 0.27374226 and DrugA_gene168 < 0.0039148275 and DrugA_gene169 >= 4.830733 and DrugA_gene260 < -0.2691012 and DrugA_gene373 < -0.741904 and DrugA_gene408 >= 0.20800318 and DrugA_gene624 >= 1.0052553 and DrugA_gene663 < -1.0600381 and DrugA_gene789 >= 0.7417 and DrugA_gene850 < -1.5451 and DrugA_gene859 < -0.18143974 and DrugA_gene932 >= 0.71062636 and DrugB_gene42 < -0.03091814 and DrugB_gene60 >= 0.4347732 and DrugB_gene168 >= 4.872975 and DrugB_gene169 >= 0.39088267 and DrugB_gene223 < 0.0043870434 and DrugB_gene260 >= 1.1540627 and DrugB_gene408 < 0.02265428 and DrugB_gene451 >= 1.5941625 and DrugB_gene624 >= 0.97004193 and DrugB_gene663 >= 0.24632007 and DrugB_gene711 >= 0.22140534 and DrugB_gene780 < -0.4901194 and DrugB_gene789 < -0.6702591 and DrugB_gene859 < -0.9920733 and DrugB_gene932 >= 0.14519818 and GO:0031058 < 4.444585 and then value = 8.061927502999998,None
11,None,None
12,None,None
13,None,None
