,0,1
0,None,None
1,None,None
2,if DrugA_gene151 < -0.060909912 and DrugA_gene310 < -0.27089542 and DrugA_gene389 >= 0.3334515 and DrugB_gene11 >= 2.1244304 and DrugB_gene134 < 0.4729306 and DrugB_gene293 < -0.30731052 and DrugB_gene336 >= 0.6363648 and DrugB_gene346 >= 0.28489545 and DrugB_gene389 < -1.5226371 and DrugB_gene755 < 0.18770441 and then value = 9.92055908,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene6 < -0.8640597 and DrugA_gene73 >= 1.3937967 and DrugA_gene134 < -0.91115797 and DrugA_gene179 >= 3.7769773 and DrugA_gene310 < 0.044678003 and DrugA_gene346 >= 0.5906751 and DrugA_gene707 < 0.15946281 and DrugB_gene6 < -1.0810912 and DrugB_gene11 < -1.9748826 and DrugB_gene33 >= -0.7456028 and DrugB_gene134 >= 0.39936614 and DrugB_gene336 >= 0.6363648 and DrugB_gene425 < 1.0614886 and DrugB_gene471 < 1.2810011 and DrugB_gene848 >= 0.0047883987 and then value = 5.966643030000001,None
9,None,None
10,if DrugA_gene6 < -0.8640597 and DrugA_gene73 >= 1.3937967 and DrugA_gene134 < -0.91115797 and DrugA_gene179 >= 3.7769773 and DrugA_gene290 < -0.5068578 and DrugA_gene310 < 0.044678003 and DrugA_gene346 >= 2.1226277 and DrugA_gene471 < -0.041445293 and DrugB_gene11 < -0.042161077 and DrugB_gene23 < 0.37920284 and DrugB_gene73 < 0.47148842 and DrugB_gene151 < -0.29227826 and DrugB_gene179 >= 3.7769773 and DrugB_gene226 >= 0.86905974 and DrugB_gene293 < 0.112561695 and DrugB_gene336 >= 0.6363648 and DrugB_gene425 < -4.111842 and DrugB_gene707 < -3.0988278 and DrugB_gene848 < 0.0033489247 and then value = 18.510253999,None
11,None,None
12,None,None
13,if DrugA_gene11 < 0.2876532 and DrugA_gene23 < -0.19884273 and DrugA_gene73 >= 1.2722255 and DrugA_gene129 < -0.11186611 and DrugA_gene151 < -0.29259765 and DrugA_gene179 < -0.72302884 and DrugA_gene293 >= 0.4556243 and DrugA_gene310 < -0.22062555 and DrugA_gene425 < -4.111842 and DrugA_gene707 < -0.4396243 and DrugA_gene755 < -0.0027460847 and DrugB_gene6 >= 0.3837989 and DrugB_gene425 < -4.111842 and DrugB_gene471 >= 0.8027152 and then value = 1.210398533,None
14,if DrugA_gene11 < -0.64182705 and DrugA_gene73 >= 0.6813268 and DrugA_gene129 >= 0.4224097 and DrugA_gene226 >= -0.16970581 and DrugA_gene310 < -0.27089542 and DrugA_gene336 >= 0.47163355 and DrugA_gene755 < -0.11478727 and DrugB_gene11 < -2.1003432 and DrugB_gene23 < -0.08984862 and DrugB_gene33 >= -0.57065904 and DrugB_gene179 < 3.4164877 and DrugB_gene226 < -0.13006295 and DrugB_gene293 >= 0.23102349 and DrugB_gene310 < -2.9849825 and DrugB_gene336 >= 0.3004505 and DrugB_gene389 >= 0.13986343 and DrugB_gene601 >= -0.45169526 and DrugB_gene707 >= 0.46146744 and DrugB_gene848 < -0.91726303 and then value = 28.401254840999997,None
