,0,1
0,None,None
1,None,None
2,if DrugA_gene124 < -0.30361202 and DrugA_gene154 >= -0.0369925 and DrugB_gene124 >= 0.6766574 and DrugB_gene236 >= -0.057126403 and DrugB_gene257 < -0.28224644 and DrugB_gene457 < -0.0904011 and then value = 11.7745432,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene38 >= 0.29070288 and DrugA_gene124 < -0.0747987 and DrugA_gene409 >= 0.43088853 and DrugA_gene479 < -0.58778065 and DrugA_gene850 >= 1.0490783 and DrugB_gene124 >= 0.5811156 and DrugB_gene154 < -0.33809862 and DrugB_gene230 < 0.50221217 and DrugB_gene236 >= 0.0221036 and DrugB_gene245 >= 0.09224832 and DrugB_gene257 >= 2.0894985 and DrugB_gene330 >= -0.3956295 and DrugB_gene409 < 0.81314886 and DrugB_gene457 >= 0.77181125 and DrugB_gene479 >= -0.29198122 and then value = 7.376814176000001,None
9,None,None
10,if DrugA_gene154 >= 0.69063324 and DrugA_gene409 >= 0.3984881 and DrugA_gene457 >= 0.43204063 and DrugA_gene850 >= -0.04896137 and DrugB_gene38 >= 0.02935729 and DrugB_gene124 >= -0.18237388 and DrugB_gene230 < 0.14940925 and DrugB_gene236 >= 0.21734434 and DrugB_gene257 < -0.4295824 and DrugB_gene409 >= 0.48625833 and then value = 27.273569990000002,None
11,None,None
12,None,None
13,if DrugA_gene38 < -0.8043984 and DrugA_gene154 >= -0.015639007 and DrugA_gene230 < -0.11731117 and DrugA_gene257 < -0.43694836 and DrugA_gene330 >= 0.3028069 and DrugA_gene409 < -0.7986605 and DrugA_gene457 < -0.6941981 and DrugA_gene850 >= -0.07457949 and DrugB_gene38 >= 1.1802446 and DrugB_gene124 < 0.641968 and DrugB_gene154 < 0.59436804 and DrugB_gene236 < 0.4746254 and DrugB_gene245 >= 0.033372667 and DrugB_gene257 >= 0.3239892 and DrugB_gene330 >= 1.282175 and DrugB_gene457 < -0.46106425 and DrugB_gene850 >= 0.4276371 and then value = 5.3265163668,None
14,if DrugA_gene38 < -1.1371233 and DrugA_gene230 < 0.03747455 and DrugA_gene257 < 0.3239892 and DrugA_gene409 < -0.7986605 and DrugA_gene850 >= 0.8806666 and DrugB_gene124 >= 1.4667455 and DrugB_gene236 >= 0.35434157 and DrugB_gene245 >= 0.09224832 and DrugB_gene257 >= -0.8329036 and DrugB_gene457 >= 0.47394052 and DrugB_gene479 >= 0.83102965 and DrugB_gene850 >= 0.4895088 and then value = 26.441499717000003,None
15,if DrugA_gene124 < -0.4493391 and DrugA_gene236 < -0.20225678 and DrugA_gene409 < -1.6940048 and DrugB_gene245 < 0.03558366 and DrugB_gene257 >= 1.8436444 and DrugB_gene409 >= 0.31889004 and DrugB_gene457 < -0.74804807 and then value = 13.9134606367,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
