,0,1
0,None,None
1,None,None
2,if DrugA_gene20 < 0.22881411 and DrugA_gene173 < -1.2499919 and DrugA_gene187 >= 4.2264223 and DrugA_gene188 >= 2.8291426 and DrugA_gene349 < 0.048431903 and DrugA_gene457 < -0.18409273 and DrugA_gene758 < 0.6694026 and DrugA_gene794 >= 0.42706078 and DrugB_gene187 < -3.271233 and DrugB_gene188 < 0.03864415 and DrugB_gene277 < 0.08927878 and DrugB_gene349 >= 5.4051847 and DrugB_gene758 < -2.0046759 and DrugB_gene794 < -0.0032832415 and then value = 4.4293133744,None
3,None,None
4,if DrugA_gene188 >= 0.60748035 and DrugB_gene173 >= 0.20670429 and compress_LAYER_level_boost_feature_0 < -52.524548 and then value = 0.046973784,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene20 < -1.5007695 and DrugA_gene173 < 0.102774575 and DrugA_gene188 >= 2.8291426 and DrugA_gene277 >= -0.4792181 and DrugA_gene794 < -0.08325267 and DrugB_gene188 < 1.613354 and DrugB_gene277 >= 0.48422337 and DrugB_gene349 >= 5.4051847 and DrugB_gene794 < -0.0032832415 and then value = 4.3632087944,None
9,None,None
10,if DrugA_gene20 < -2.349781 and DrugA_gene55 >= 0.3593304 and DrugA_gene173 >= 0.66312456 and DrugA_gene187 < -0.39694235 and DrugA_gene188 < -0.056890845 and DrugA_gene277 >= 2.3576727 and DrugA_gene349 < 0.013159627 and DrugA_gene457 >= 0.51577497 and DrugA_gene758 < 0.7885162 and DrugA_gene794 < 0.21868673 and DrugB_gene20 >= -0.20494646 and DrugB_gene55 < 0.18960854 and DrugB_gene173 < 0.28315616 and DrugB_gene187 >= 6.052479 and DrugB_gene188 >= 0.64598954 and DrugB_gene277 < -0.1671151 and DrugB_gene758 >= 0.18912172 and DrugB_gene794 < 0.43560696 and then value = 7.68249853,None
11,None,None
12,None,None
13,if DrugA_gene277 >= 0.09004998 and DrugB_gene20 < -1.2084612 and DrugB_gene173 < -3.0126023 and DrugB_gene187 < 0.24414706 and compress_LAYER_level_boost_feature_0 >= 66.620964 and then value = 0.40820853475,None
14,if DrugA_gene55 < -0.36341423 and DrugA_gene173 >= 4.652803 and DrugA_gene187 < -0.6272501 and DrugA_gene188 < -0.08255276 and DrugA_gene277 >= -0.024785297 and DrugA_gene349 < 0.048431903 and DrugA_gene794 >= 0.42706078 and DrugB_gene173 < -0.47261244 and DrugB_gene187 >= 0.182455 and DrugB_gene188 >= 4.470917 and DrugB_gene277 < 0.091035604 and DrugB_gene758 < -0.1938273 and DrugB_gene794 < -0.83482444 and then value = 14.983575879999998,None
15,if DrugA_gene20 < -0.51725245 and DrugA_gene55 < -0.36341423 and DrugA_gene188 >= 0.3759407 and DrugA_gene277 >= -0.381725 and DrugA_gene758 < 0.67820245 and DrugA_gene794 >= 0.5867022 and DrugB_gene20 < -0.7185414 and DrugB_gene55 >= 0.057696737 and DrugB_gene173 < -2.8078127 and DrugB_gene187 < -1.0669196 and DrugB_gene188 >= 0.2319322 and DrugB_gene277 < -0.135863 and DrugB_gene349 >= 0.36229843 and DrugB_gene758 < -0.1938273 and then value = 11.318572326,None
16,None,None
17,None,None
