,0,1
0,None,None
1,None,None
2,if DrugA_gene69 < -0.40412962 and DrugA_gene106 >= 0.28301468 and DrugA_gene207 >= 4.9819016 and DrugA_gene230 >= 0.5933492 and DrugB_gene69 >= 0.22865553 and DrugB_gene213 >= 4.587306 and DrugB_gene216 < -0.97485375 and DrugB_gene281 >= 0.50090784 and DrugB_gene471 < -0.34570748 and then value = 5.8419888448,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene64 < -0.16014442 and DrugA_gene69 < -1.4416358 and DrugA_gene131 < 0.30057245 and DrugA_gene213 < 0.057124346 and DrugA_gene216 < 0.32090557 and DrugA_gene230 < -1.27105 and DrugA_gene471 < -0.3172245 and DrugB_gene64 < 0.52865195 and DrugB_gene69 < 0.5938491 and DrugB_gene106 >= 1.2466342 and DrugB_gene207 >= 0.22431247 and DrugB_gene216 < 1.94045 and DrugB_gene281 < 0.2315057 and DrugB_gene316 < 0.22661945 and then value = 9.392788956999999,None
9,None,None
10,if DrugA_gene69 < -0.4289418 and DrugA_gene104 < -0.19648191 and DrugA_gene106 >= 0.38605595 and DrugA_gene207 >= 1.9440882 and DrugA_gene213 < -0.2914234 and DrugA_gene216 < -0.116881326 and DrugA_gene230 < -0.8810395 and DrugA_gene281 >= 4.9060464 and DrugA_gene316 < -0.05467454 and DrugA_gene471 < -0.22125058 and DrugB_gene64 < -0.359285 and DrugB_gene69 >= -0.14906673 and DrugB_gene106 < 0.44533685 and DrugB_gene230 < 0.13377124 and DrugB_gene471 < -0.38981503 and then value = 18.713464374,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene64 >= 0.47822013 and DrugA_gene69 < -0.19285834 and DrugA_gene106 >= 0.46937594 and DrugA_gene207 >= 1.9440882 and DrugA_gene281 < -2.2639322 and DrugA_gene316 >= 0.2996273 and DrugA_gene471 < 0.10966715 and DrugB_gene104 >= -0.07072224 and DrugB_gene106 < -0.70497894 and DrugB_gene207 >= -2.9996452 and DrugB_gene213 < -0.0857628 and DrugB_gene216 >= 0.092819095 and DrugB_gene281 < -0.24986601 and DrugB_gene471 >= 0.57271683 and then value = 15.460454245000001,None
15,if DrugA_gene131 < 0.23516385 and DrugA_gene281 < 0.049892556 and DrugA_gene316 < -0.45383528 and DrugB_gene64 < -0.20499445 and DrugB_gene104 < 0.52907836 and DrugB_gene106 < 0.34519243 and DrugB_gene131 >= 0.27914217 and DrugB_gene207 >= 0.35393032 and DrugB_gene216 < 0.092819095 and DrugB_gene230 < -1.27105 and DrugB_gene281 >= -0.18298373 and DrugB_gene471 >= 0.57271683 and then value = 23.26331664,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
