,0,1
0,None,None
1,None,None
2,if DrugA_gene2 < -0.15285693 and DrugA_gene21 < -0.05962251 and DrugA_gene38 < -1.617018 and DrugA_gene46 < -0.07626075 and DrugA_gene148 >= 0.42581785 and DrugA_gene279 >= 0.6511725 and DrugA_gene419 < -0.44967312 and DrugA_gene443 >= 0.4524001 and DrugA_gene513 >= 0.45753735 and DrugA_gene600 < 0.05673435 and DrugA_gene660 < 0.2913559 and DrugA_gene885 < -0.6578197 and DrugB_gene46 >= 3.5075455 and DrugB_gene148 < -0.03183601 and DrugB_gene154 < -0.42262584 and DrugB_gene419 < -0.6526155 and DrugB_gene443 < -0.1478136 and DrugB_gene600 >= 1.3313794 and DrugB_gene660 < 0.34034437 and DrugB_gene885 < 0.029241089 and then value = 5.485658721999999,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene2 < -0.19768865 and DrugA_gene21 < 0.050389215 and DrugA_gene38 < -0.38512105 and DrugA_gene46 < 0.25610092 and DrugA_gene148 < 0.070498616 and DrugA_gene154 >= 0.48201358 and DrugA_gene279 < -1.4925792 and DrugA_gene419 >= 3.2921615 and DrugA_gene442 < 0.13749148 and DrugA_gene513 < -0.82769084 and DrugA_gene600 < -0.35383636 and DrugA_gene660 >= 1.1194022 and DrugA_gene885 >= 0.9867145 and DrugB_gene21 < -0.44324017 and DrugB_gene46 >= 3.5865912 and DrugB_gene154 < -0.44570553 and DrugB_gene442 >= 0.6771519 and DrugB_gene443 < -0.22853541 and DrugB_gene513 >= 1.7055588 and DrugB_gene660 < 4.2602754 and then value = 5.181549370800001,None
9,None,None
10,if DrugA_gene2 >= 1.1486764 and DrugA_gene38 < -0.98598564 and DrugA_gene46 < 0.8037641 and DrugA_gene148 < -1.5200894 and DrugA_gene154 >= -0.09582369 and DrugA_gene279 >= 0.6927823 and DrugA_gene419 < -2.141541 and DrugA_gene442 < -0.4511299 and DrugA_gene443 >= 0.4524001 and DrugA_gene513 < -1.09235 and DrugA_gene660 < 0.2913559 and DrugA_gene885 < 0.26447293 and DrugB_gene2 >= 0.019389866 and DrugB_gene21 >= 0.1231717 and DrugB_gene38 >= 3.3805313 and DrugB_gene46 < -0.39167678 and DrugB_gene154 < -0.68088984 and DrugB_gene279 < -0.8919159 and DrugB_gene419 >= 0.91535723 and DrugB_gene442 < 0.0068588248 and DrugB_gene443 < -0.08439405 and DrugB_gene513 >= 0.071887344 and DrugB_gene600 >= 0.1695733 and DrugB_gene885 < -0.763579 and then value = 10.276556356,None
11,None,None
12,None,None
13,if DrugA_gene2 < -0.21543819 and DrugA_gene154 >= 0.21306756 and DrugA_gene279 < -1.9832175 and DrugA_gene442 < -0.08699157 and DrugA_gene660 >= 2.256258 and DrugB_gene2 < -2.3319898 and DrugB_gene279 < -1.6252954 and DrugB_gene419 >= 0.01534486 and DrugB_gene660 < -2.7571168 and compress_LAYER_level_boost_feature_0 >= 54.056602 and then value = 0.1171955355,None
