,0,1
0,None,None
1,None,None
2,if DrugA_gene187 < -0.184735 and DrugA_gene247 >= 0.015824769 and DrugA_gene459 < 0.07981773 and DrugA_gene477 < -0.11988549 and DrugA_gene774 < -1.1402617 and DrugA_gene868 >= -0.9897772 and DrugA_gene875 < -0.9260328 and DrugA_gene916 >= 0.45198435 and DrugA_gene920 < -2.857559 and DrugB_gene187 >= 2.220227 and DrugB_gene188 < 0.1263366 and DrugB_gene247 < -1.2884362 and DrugB_gene459 >= -0.5332173 and DrugB_gene477 < 0.35588756 and DrugB_gene687 >= 0.6523504 and DrugB_gene898 >= 0.28960043 and DrugB_gene916 >= 1.2461085 and then value = 4.763197696000001,None
3,None,None
4,if DrugA_gene148 < -1.4499296 and DrugA_gene477 < -0.08279309 and DrugA_gene774 < -0.89244926 and DrugA_gene868 >= -0.33796793 and DrugA_gene875 >= 0.23326936 and DrugA_gene898 >= -0.106239334 and DrugB_gene5 >= -0.4223422 and DrugB_gene459 >= 2.39418 and DrugB_gene687 >= 0.17931771 and DrugB_gene774 < -4.5373507 and DrugB_gene898 >= 0.11621518 and DrugB_gene920 < -0.4552014 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 0.8764072183999999,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene148 < -3.04473 and DrugA_gene187 < -3.271233 and DrugA_gene188 >= 0.1372557 and DrugA_gene459 < -1.309119 and DrugA_gene875 >= -0.61319155 and DrugA_gene898 >= 1.6819897 and DrugA_gene920 < -2.857559 and DrugB_gene5 < 0.73628294 and DrugB_gene187 < -2.655824 and DrugB_gene188 < 0.69634247 and DrugB_gene477 >= 0.35588756 and DrugB_gene774 >= 0.059676513 and DrugB_gene875 >= -0.9738238 and compress_LAYER_level_boost_feature_0 < 1.8975245 and then value = 1.8804636464999998,None
9,None,None
10,if DrugA_gene5 < -0.2943724 and DrugA_gene116 >= 0.4750914 and DrugA_gene148 < -0.5967655 and DrugA_gene187 < -3.572893 and DrugA_gene188 >= 0.6908158 and DrugA_gene247 >= 1.5587668 and DrugA_gene459 < 0.21253955 and DrugA_gene477 < -0.5384171 and DrugA_gene687 < 0.20213152 and DrugA_gene774 < -1.4116743 and DrugA_gene875 >= 0.47602075 and DrugA_gene898 >= 0.6657438 and DrugA_gene916 >= 0.45198435 and DrugA_gene920 < -0.40143937 and DrugB_gene116 < -1.3182173 and DrugB_gene148 >= 0.6808723 and DrugB_gene187 >= 0.035416495 and DrugB_gene188 < 0.030907698 and DrugB_gene247 >= 0.11409761 and DrugB_gene477 >= 0.13219394 and DrugB_gene687 < 0.019155577 and DrugB_gene774 < 0.10285485 and DrugB_gene868 < -0.17375414 and DrugB_gene875 >= -0.36706066 and DrugB_gene898 >= 1.8174751 and DrugB_gene916 < 0.1363804 and then value = 8.091914994000001,None
11,None,None
12,None,None
13,None,None
