,0,1
0,None,None
1,None,None
2,if DrugA_gene404 < -0.76041436 and DrugA_gene405 >= -0.78955734 and DrugA_gene488 < -1.1276603 and DrugA_gene497 >= 0.9392619 and DrugA_gene941 < -0.5873821 and DrugB_gene107 >= 0.18050556 and DrugB_gene404 < -0.5077662 and DrugB_gene405 >= -0.4053257 and DrugB_gene757 >= 1.6120415 and DrugB_gene850 >= -0.042462893 and DrugB_gene941 >= 2.2659853 and then value = 15.459335713999998,None
3,None,None
4,if DrugA_gene107 < -1.2008166 and DrugA_gene488 < -1.539937 and DrugA_gene497 >= 0.4542877 and DrugA_gene850 >= 0.48251772 and DrugA_gene941 >= 2.2659853 and DrugB_gene107 >= 0.45956808 and DrugB_gene405 < -0.4432836 and DrugB_gene406 < -0.12300104 and DrugB_gene476 >= 0.47156787 and DrugB_gene488 < -1.8961077 and DrugB_gene497 < 0.0045723408 and DrugB_gene503 < -0.089391954 and DrugB_gene757 < 0.21247876 and DrugB_gene936 < -0.84789085 and DrugB_gene941 < 0.7169373 and then value = 2.348304036,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene404 < -0.76041436 and DrugA_gene405 >= -0.78955734 and DrugA_gene488 < -1.7196288 and DrugA_gene757 >= 1.4805839 and DrugB_gene404 < -0.18079968 and DrugB_gene406 < -0.16475901 and DrugB_gene488 >= 4.365297 and DrugB_gene503 < -0.7117511 and DrugB_gene850 < -0.042462893 and DrugB_gene941 < 1.4102533 and then value = 4.701422590000001,None
9,if DrugA_gene434 < -0.99507487 and DrugA_gene488 < -1.7196288 and DrugA_gene757 >= 1.4805839 and DrugB_gene404 < -0.18079968 and DrugB_gene405 < -0.78169954 and DrugB_gene488 >= 3.3758798 and DrugB_gene503 < -0.6881231 and DrugB_gene757 >= 1.6120415 and DrugB_gene850 >= -0.47196087 and DrugB_gene941 >= 0.23342669 and then value = 3.7396850000000006,None
10,if DrugA_gene107 >= 0.37436342 and DrugA_gene404 >= 1.6751313 and DrugA_gene405 >= 1.1190296 and DrugA_gene434 < -0.27317768 and DrugA_gene476 >= 0.9571873 and DrugA_gene488 < -0.8496934 and DrugA_gene497 >= 0.9392619 and DrugA_gene503 >= 0.22763643 and DrugA_gene757 >= 1.6841801 and DrugA_gene850 < -0.24816383 and DrugA_gene936 < 0.34447303 and DrugA_gene941 < -0.22728997 and DrugB_gene405 < -0.32993764 and DrugB_gene406 >= -0.0815471 and DrugB_gene434 < 0.22606844 and DrugB_gene488 >= 3.760057 and DrugB_gene497 >= 0.06468189 and DrugB_gene850 < -0.057418086 and DrugB_gene936 >= 0.9545723 and then value = 24.396374654,None
11,None,None
12,None,None
13,None,None
