,0,1
0,None,None
1,None,None
2,if DrugA_gene64 < -1.3160841 and DrugA_gene93 >= -0.391931 and DrugA_gene223 < 0.058949098 and DrugA_gene752 >= 0.9256542 and DrugA_gene894 < 0.37042713 and DrugB_gene11 < -0.54483604 and DrugB_gene20 >= -0.14769432 and DrugB_gene223 >= -0.005971617 and DrugB_gene331 < -0.64582455 and DrugB_gene594 < -0.9003244 and DrugB_gene752 < -0.7770864 and DrugB_gene894 >= 0.9524805 and then value = 10.924502168000002,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < -0.15376347 and DrugA_gene64 < -0.5316994 and DrugA_gene594 >= 1.2103965 and DrugA_gene894 < 0.5199044 and DrugB_gene20 >= -1.3815336 and DrugB_gene349 >= -0.25009102 and DrugB_gene460 < 0.08378886 and DrugB_gene594 >= 0.42239302 and DrugB_gene752 < 0.08296618 and DrugB_gene894 < -0.82283497 and then value = 6.211874787000001,None
9,None,None
10,if DrugA_gene20 < -0.18848947 and DrugA_gene64 < 0.24648559 and DrugA_gene331 >= 0.6159699 and DrugA_gene460 < -0.03279733 and DrugA_gene752 < -0.7473734 and DrugA_gene894 < -0.008151274 and DrugB_gene20 >= -0.14769432 and DrugB_gene64 < -0.069253296 and DrugB_gene93 < -0.4810254 and DrugB_gene223 >= 0.19241136 and DrugB_gene331 < 0.48434725 and DrugB_gene349 < -0.17688233 and DrugB_gene594 >= 0.48726892 and DrugB_gene703 < -0.48909676 and DrugB_gene752 >= -0.059334476 and then value = 18.9176481295,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene20 < -0.18848947 and DrugA_gene64 < 0.24648559 and DrugA_gene93 >= 0.27105546 and DrugA_gene223 < -0.07470697 and DrugA_gene331 >= 2.4017456 and DrugA_gene460 < -0.03279733 and DrugA_gene703 < -0.25307706 and DrugA_gene752 < -0.75573254 and DrugA_gene894 < 0.061807465 and DrugB_gene11 >= -0.71788174 and DrugB_gene331 >= 1.0329739 and DrugB_gene349 < 0.40527302 and DrugB_gene703 >= 0.6426528 and DrugB_gene752 >= -0.24549992 and DrugB_gene894 < 0.7688165 and then value = 24.850548036099998,None
15,if DrugA_gene20 < -0.18848947 and DrugA_gene64 < -0.11619397 and DrugA_gene93 >= 0.019736579 and DrugA_gene223 >= 1.273264 and DrugA_gene331 >= 0.27953458 and DrugA_gene349 < -0.23458466 and DrugA_gene460 < 0.56320506 and DrugA_gene594 < -0.92359614 and DrugA_gene703 >= -0.030764734 and DrugA_gene752 < -0.30242807 and DrugA_gene894 < -0.008151274 and DrugB_gene93 >= 0.123837605 and DrugB_gene223 < -0.39748147 and DrugB_gene331 < 0.22085597 and DrugB_gene349 < -0.021364715 and DrugB_gene703 >= 0.6426528 and DrugB_gene752 >= -0.21598646 and then value = 17.3496796485,None
16,None,None
17,None,None
