,0,1
0,None,None
1,None,None
2,if DrugA_gene205 < 0.26095405 and DrugA_gene234 < -0.015371843 and DrugA_gene277 >= 0.110733286 and DrugA_gene279 >= 3.2463484 and DrugA_gene377 >= 1.7274833 and DrugA_gene415 < 0.7105 and DrugA_gene417 < 0.27489537 and DrugA_gene548 >= 0.71325004 and DrugA_gene891 < -0.78057504 and DrugB_gene277 < 0.07005252 and DrugB_gene279 >= 0.76743627 and DrugB_gene377 < -0.98209083 and DrugB_gene415 >= 0.2699448 and DrugB_gene717 >= 0.9677671 and DrugB_gene891 >= 0.18971772 and then value = 4.737112698,None
3,None,None
4,if DrugA_gene205 >= 3.944338 and DrugA_gene234 < 0.24822575 and DrugA_gene277 >= 0.026973104 and DrugA_gene415 < -0.083649434 and DrugA_gene891 < -0.012443127 and DrugB_gene205 < -0.35319787 and DrugB_gene279 >= -0.91737497 and DrugB_gene548 >= 3.9241734 and DrugB_gene891 >= 1.5252395 and then value = 0.9822977100000001,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene234 < 0.21164681 and DrugA_gene277 >= -0.6684831 and DrugA_gene415 < 0.073336706 and DrugA_gene891 < -0.012443127 and DrugB_gene205 >= 3.272638 and DrugB_gene234 >= -0.2806638 and DrugB_gene415 < -1.8341658 and DrugB_gene417 < 0.18774024 and DrugB_gene891 < 1.5252395 and then value = 6.75621582,None
9,None,None
10,if DrugA_gene205 < 0.16760896 and DrugA_gene279 < -1.754778 and DrugA_gene717 < -0.07113913 and DrugA_gene891 < 0.020991344 and DrugB_gene205 < -0.0621064 and DrugB_gene234 < -0.09791258 and DrugB_gene277 >= 3.3679929 and DrugB_gene279 >= -0.3428263 and DrugB_gene377 >= -0.105642125 and DrugB_gene415 < 0.45211673 and DrugB_gene417 >= 0.26219988 and DrugB_gene717 < -0.07113913 and DrugB_gene891 >= 0.2881893 and then value = 7.506494739999999,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene205 < 0.26095405 and DrugA_gene234 < 0.38934296 and DrugA_gene277 < -1.1437467 and DrugA_gene377 >= 1.386328 and DrugA_gene415 < -0.17157447 and DrugA_gene417 < -0.20947248 and DrugA_gene548 < -0.7326621 and DrugA_gene717 < 0.07162104 and DrugA_gene891 < 0.13694048 and DrugB_gene205 < 0.48001373 and DrugB_gene234 >= 0.31998685 and DrugB_gene277 >= 3.3679929 and DrugB_gene279 >= 0.16300878 and DrugB_gene377 >= -0.105642125 and DrugB_gene415 >= 0.09509094 and DrugB_gene417 >= 0.40660137 and DrugB_gene548 >= 1.2671947 and DrugB_gene717 < 0.18273969 and DrugB_gene891 >= 0.36499518 and then value = 13.696900578999998,None
