,0,1
0,None,None
1,None,None
2,if DrugA_gene9 < -0.6230626 and DrugA_gene11 < 0.38949013 and DrugA_gene22 < 0.044039804 and DrugA_gene23 < 0.40592918 and DrugA_gene31 < -0.6367626 and DrugA_gene60 >= 0.4326501 and DrugA_gene79 >= -0.5645534 and DrugA_gene91 < 0.08711641 and DrugA_gene122 >= 0.64024407 and DrugA_gene129 < -1.1067876 and DrugA_gene131 < 0.32661018 and DrugA_gene146 >= -0.37444252 and DrugA_gene162 >= -0.4432112 and DrugA_gene194 < 0.06088022 and DrugA_gene231 >= 0.32627392 and DrugA_gene272 >= 0.095369846 and DrugA_gene319 < -0.2968893 and DrugA_gene335 >= 5.4684887 and DrugA_gene374 < 0.70066595 and DrugA_gene416 >= 0.09357241 and DrugA_gene421 < -0.17513995 and DrugA_gene471 < -0.20695037 and DrugA_gene478 < -0.22455847 and DrugA_gene482 >= -0.20442364 and DrugA_gene529 < -3.355 and DrugA_gene540 >= 0.30036587 and DrugA_gene544 < -1.1590981 and DrugA_gene596 < -0.043548748 and DrugA_gene697 >= 0.65554893 and DrugA_gene703 < -0.06646081 and DrugA_gene704 >= 0.2614553 and DrugB_gene11 < -0.34339315 and DrugB_gene22 >= 0.4479372 and DrugB_gene31 >= 0.12605882 and DrugB_gene76 >= -0.20485881 and DrugB_gene88 >= 0.015641449 and DrugB_gene91 >= 0.6735406 and DrugB_gene122 < -0.2924554 and DrugB_gene129 < -0.5657745 and DrugB_gene146 >= 0.22131075 and DrugB_gene147 >= -0.16800949 and DrugB_gene151 < -0.29041237 and DrugB_gene159 < -0.24033332 and DrugB_gene194 >= 0.2691654 and DrugB_gene231 >= 0.25743026 and DrugB_gene234 < 0.528283 and DrugB_gene264 < -0.05280852 and DrugB_gene277 >= 0.29425395 and DrugB_gene319 < -0.5614965 and DrugB_gene335 >= 0.9027208 and DrugB_gene350 >= -0.029059358 and DrugB_gene415 >= 0.29275295 and DrugB_gene416 >= 1.5814958 and DrugB_gene442 < -0.3366663 and DrugB_gene471 >= 0.7928916 and DrugB_gene523 >= 0.98307216 and DrugB_gene529 < -2.5371 and DrugB_gene530 < -0.015243949 and DrugB_gene540 >= 0.23081577 and DrugB_gene697 < -0.46814245 and DrugB_gene703 >= 0.54896355 and DrugB_gene704 < 0.117414154 and DrugB_gene807 < -0.17964992 and DrugB_gene840 < 0.41031706 and DrugB_gene892 >= -0.41500518 and GO:0009612 < -18.953594 and GO:0071214 < 0.3368203 and GO:0070482 >= 36.316162 and GO:0009266 < 0.41683877 and GO:0006970 < 1.48004 and compress_node_level_boost_feature_0 < -1.745805 and then value = 8.359733299999998,None
3,None,None
4,if DrugA_gene231 >= 0.32627392 and DrugA_gene416 >= 0.09357241 and DrugA_gene482 >= -0.20442364 and DrugB_gene31 >= 0.12605882 and DrugB_gene91 >= 0.6735406 and DrugB_gene122 < -0.2924554 and GO:0009612 < -28.501663 and GO:0071214 < -30.580418 and GO:0009314 < -47.934586 and GO:0070482 < -25.814278 and GO:0009266 < -31.320934 and GO:0006970 < -50.529724 and compress_node_level_boost_feature_0 < -30.838163 and compress_LAYER_level_boost_feature_0 < -30.450193 and compress_LAYER_level_boost_feature_1 < -36.64538 and then value = 0.5811227904599999,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene9 < -0.7586936 and DrugA_gene23 < 0.49831647 and DrugA_gene131 < 0.10988933 and DrugA_gene146 >= -0.15888289 and DrugA_gene162 >= 2.8687978 and DrugA_gene231 >= 0.26023027 and DrugA_gene234 < 0.15298611 and DrugA_gene277 >= 0.062417824 and DrugA_gene319 < -0.2968893 and DrugA_gene482 >= 0.21501249 and DrugA_gene540 >= 0.17222771 and DrugA_gene544 >= -0.18980002 and DrugA_gene697 >= 0.2982344 and DrugA_gene807 < -0.17874044 and DrugB_gene9 < -1.0693684 and DrugB_gene11 >= -0.28243482 and DrugB_gene60 >= 0.4347732 and DrugB_gene76 < -0.20485881 and DrugB_gene122 < -0.39311546 and DrugB_gene146 < 0.78777874 and DrugB_gene151 < -0.29041237 and DrugB_gene159 >= 4.9962997 and DrugB_gene234 >= -0.27084038 and DrugB_gene374 >= 4.5928473 and DrugB_gene530 < 0.065151945 and DrugB_gene704 < 0.11443821 and DrugB_gene807 >= 0.199945 and DrugB_gene892 >= 1.7144756 and GO:0009612 >= 3.5318909 and GO:0071214 >= 12.330179 and GO:0070482 < -21.752567 and GO:0009266 < -12.834084 and GO:0006970 >= 6.1629725 and compress_node_level_boost_feature_0 >= 31.305035 and then value = 4.748743011,None
9,None,None
