,0,1
0,None,None
1,None,None
2,if DrugA_gene38 >= 0.26054177 and DrugA_gene121 < -3.734262 and DrugA_gene251 < 0.119266585 and DrugA_gene279 < -1.1021407 and DrugB_gene73 >= 0.9487134 and DrugB_gene215 >= 0.99527895 and DrugB_gene251 >= -0.054560885 and DrugB_gene279 < -0.980392 and DrugB_gene431 < -0.47596008 and DrugB_gene455 < -0.22637054 and then value = 10.936469415000001,None
3,None,None
4,if DrugA_gene60 >= 1.2995234 and DrugA_gene73 >= 0.0783451 and DrugB_gene38 >= 0.7657486 and DrugB_gene69 >= 0.9718102 and DrugB_gene73 >= 1.0933024 and DrugB_gene121 < -0.76682806 and DrugB_gene154 >= 0.26049364 and DrugB_gene279 < -1.4925792 and then value = 0.4237494464,None
5,None,None
6,None,None
7,if DrugA_gene38 >= 3.3805313 and DrugA_gene73 >= 0.9539958 and DrugA_gene154 >= -0.08731659 and DrugA_gene156 >= 0.5691682 and DrugA_gene215 < -1.6377676 and DrugA_gene251 < -0.0017485926 and DrugA_gene279 < -1.0251706 and DrugA_gene455 >= 0.468348 and DrugB_gene38 >= 0.51116633 and DrugB_gene73 < 0.32678333 and DrugB_gene121 >= 1.7077558 and DrugB_gene156 >= 0.3485617 and DrugB_gene279 >= 0.64167964 and DrugB_gene455 < -1.5161492 and then value = 8.9320049753,None
8,if DrugA_gene38 < -0.58894324 and DrugA_gene73 >= -0.44488484 and DrugA_gene154 >= -0.3706815 and DrugA_gene156 >= 0.5691682 and DrugA_gene215 < -1.6377676 and DrugA_gene251 < -0.70131207 and DrugA_gene279 < -1.0251706 and DrugA_gene398 < -0.13854352 and DrugA_gene455 >= 0.468348 and DrugB_gene154 < 0.18260814 and DrugB_gene279 >= -1.561384 and DrugB_gene398 < 0.093681805 and then value = 8.2942342112,None
9,None,None
10,if DrugA_gene38 >= 3.3805313 and DrugA_gene60 >= 1.9237952 and DrugA_gene69 >= 0.37101078 and DrugA_gene73 >= 0.9539958 and DrugA_gene121 < 0.015445985 and DrugA_gene154 >= -0.0369925 and DrugA_gene156 >= 0.51596206 and DrugA_gene215 < -0.0019939854 and DrugA_gene251 < -0.080527805 and DrugA_gene279 < -1.8247344 and DrugA_gene431 < 0.35629722 and DrugA_gene455 < -3.026962 and DrugB_gene38 >= 0.7657486 and DrugB_gene60 >= 0.027491596 and DrugB_gene69 >= 0.9718102 and DrugB_gene73 < 0.5885953 and DrugB_gene121 >= -0.5401124 and DrugB_gene251 >= 4.7296247 and DrugB_gene279 >= 0.64167964 and DrugB_gene455 < -1.5161492 and then value = 28.723108915899996,None
11,None,None
12,None,None
