,0,1
0,None,None
1,None,None
2,if DrugA_gene8 < 0.11813964 and DrugA_gene30 < -1.8004164 and DrugA_gene31 < -0.6367626 and DrugA_gene39 < 0.15869898 and DrugA_gene40 < -0.37816536 and DrugA_gene317 >= 0.1486999 and DrugA_gene359 < 0.11301997 and DrugA_gene415 < 0.46195555 and DrugA_gene677 < -0.7872236 and DrugA_gene758 < 0.03331642 and DrugA_gene860 >= 0.2143693 and DrugB_gene2 >= 0.6963615 and DrugB_gene8 >= 0.13966209 and DrugB_gene11 < -0.3656022 and DrugB_gene33 >= 0.6192391 and DrugB_gene39 < -0.7658338 and DrugB_gene40 >= 1.4431553 and DrugB_gene317 >= 0.94049054 and DrugB_gene359 >= 0.32435662 and DrugB_gene415 >= -0.54263467 and DrugB_gene677 < -1.5270896 and DrugB_gene860 >= 0.15485986 and then value = 4.80797552,None
3,None,None
4,if DrugA_gene11 < 0.06556921 and DrugA_gene30 >= 1.913878 and DrugA_gene35 < -0.1493066 and DrugA_gene359 >= 0.54040015 and DrugA_gene415 < 0.4874848 and DrugA_gene677 < -0.69478315 and DrugA_gene758 < -0.45257816 and DrugB_gene11 >= 1.3704774 and DrugB_gene30 >= 0.20872049 and DrugB_gene39 >= 0.40255463 and DrugB_gene359 >= 1.1696751 and DrugB_gene677 < -0.06493295 and DrugB_gene758 >= 0.20062266 and compress_LAYER_level_boost_feature_0 >= 184.241 and then value = 0.7479185444,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene8 < 0.12193522 and DrugA_gene31 >= -0.12764408 and DrugA_gene33 >= 1.7008859 and DrugA_gene40 >= -0.14574656 and DrugA_gene317 < -1.3651247 and DrugA_gene758 < -0.21622309 and DrugB_gene8 >= 0.6739025 and DrugB_gene30 < 1.9878526 and DrugB_gene33 >= 0.27909976 and DrugB_gene40 < -0.6637592 and DrugB_gene359 >= 0.24739644 and DrugB_gene758 >= 0.59181154 and DrugB_gene860 < -0.7930236 and compress_LAYER_level_boost_feature_0 >= 108.1214 and then value = 3.1071293577,None
9,None,None
10,if DrugA_gene2 < -0.33468473 and DrugA_gene8 < 0.11813964 and DrugA_gene30 >= 0.09128587 and DrugA_gene33 < 0.06723769 and DrugA_gene35 >= 0.15932524 and DrugA_gene39 < 0.15869898 and DrugA_gene40 < -0.37816536 and DrugA_gene317 < -0.6847087 and DrugA_gene359 < -0.41033635 and DrugA_gene415 < 0.4878497 and DrugA_gene677 < 0.6667404 and DrugA_gene758 < -0.10628815 and DrugB_gene2 >= 0.6963615 and DrugB_gene8 >= 0.13966209 and DrugB_gene11 < -1.6233423 and DrugB_gene30 < 0.24573927 and DrugB_gene33 >= 0.26171577 and DrugB_gene39 < -0.7658338 and DrugB_gene40 >= 0.63997585 and DrugB_gene317 >= 0.94049054 and DrugB_gene359 >= 0.32435662 and DrugB_gene415 < 0.08096614 and DrugB_gene758 < -0.28533652 and DrugB_gene860 >= 0.15485986 and then value = 7.514858899999999,None
11,None,None
12,None,None
13,None,None
