,0,1
0,None,None
1,None,None
2,if DrugA_gene114 >= 0.3583324 and DrugA_gene126 < -0.010538479 and DrugA_gene176 < 0.22867441 and DrugA_gene177 < -0.9431303 and DrugA_gene206 < 0.44960505 and DrugA_gene207 < -2.980303 and DrugA_gene210 >= 2.090383 and DrugA_gene211 >= 0.023348246 and DrugA_gene212 < -1.8572454 and DrugA_gene325 >= 0.6146794 and DrugA_gene560 >= 1.631993 and DrugA_gene577 < 0.0582674 and DrugA_gene635 < 0.44382852 and DrugA_gene638 < -0.059331782 and DrugA_gene655 < 0.21301316 and DrugA_gene668 >= 0.31457877 and DrugA_gene676 < -0.45491403 and DrugA_gene719 >= 0.27733904 and DrugB_gene114 < -0.4812321 and DrugB_gene126 < -3.5440476 and DrugB_gene157 >= 0.7620615 and DrugB_gene177 >= -0.09604636 and DrugB_gene206 >= 0.24391735 and DrugB_gene207 < -0.21842563 and DrugB_gene209 >= 0.47797972 and DrugB_gene210 >= -0.1809369 and DrugB_gene211 < -0.018013664 and DrugB_gene212 < -0.775315 and DrugB_gene325 < -0.08390408 and DrugB_gene463 < -1.4214039 and DrugB_gene530 >= 1.070723 and DrugB_gene560 >= 1.2831919 and DrugB_gene611 < -0.6897621 and DrugB_gene635 >= 2.0776427 and DrugB_gene655 >= 3.3554463 and DrugB_gene719 < -0.45603183 and DrugB_gene751 >= 0.12217486 and DrugB_gene807 < 0.19205153 and GO:0061077 < 5.079829 and compress_LAYER_level_boost_feature_1 < 5.079674 and then value = 5.461230033169999,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene100 < -0.65504587 and DrugA_gene176 < -0.7105254 and DrugA_gene206 < -0.31731534 and DrugA_gene210 >= 2.090383 and DrugA_gene211 >= 0.8136898 and DrugA_gene577 < -0.4101283 and DrugA_gene655 < -0.57104325 and DrugA_gene676 < -0.26745754 and DrugA_gene719 < -1.728799 and DrugB_gene114 >= 0.27681172 and DrugB_gene206 >= -1.77267 and DrugB_gene210 < 0.5097273 and DrugB_gene603 >= -0.21273005 and DrugB_gene668 >= -0.098914914 and DrugB_gene719 >= 0.09596722 and DrugB_gene751 >= 0.12217486 and GO:0061077 >= 62.199417 and then value = 2.54084845067,None
9,None,None
