,0,1
0,None,None
1,None,None
2,if DrugA_gene2 < -1.2046213 and DrugA_gene31 < -0.6367626 and DrugA_gene73 >= -0.36804676 and DrugA_gene132 < -0.14541784 and DrugA_gene261 < -0.0010686268 and DrugA_gene849 < -0.7797538 and DrugB_gene8 >= -0.38989383 and DrugB_gene453 < -0.7950336 and DrugB_gene817 >= 1.073682 and then value = 4.105597980000001,None
3,None,None
4,if DrugA_gene73 >= 1.1986135 and DrugA_gene132 < -0.5462812 and DrugA_gene184 < -0.680472 and DrugA_gene451 >= 0.23015109 and DrugA_gene453 < 0.024839807 and DrugA_gene516 >= 3.25175 and DrugB_gene31 >= -0.45318916 and DrugB_gene51 < -1.4595506 and DrugB_gene158 >= 0.43831778 and DrugB_gene184 < -0.30545574 and DrugB_gene231 >= 2.1104164 and DrugB_gene447 >= 3.5175605 and DrugB_gene749 < 0.23036328 and DrugB_gene817 >= 3.5802479 and DrugB_gene849 >= 1.5474906 and GO:0043525 >= 89.086426 and compress_LAYER_level_boost_feature_0 >= 79.42059 and then value = 2.389940246954,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene8 >= 1.2738684 and DrugA_gene30 < -2.1159172 and DrugA_gene73 < -2.5465083 and DrugA_gene159 < -0.012195244 and DrugB_gene107 >= -1.8309698 and GO:0043525 >= 53.02621 and then value = 2.6642464599999998,None
9,None,None
10,if DrugA_gene8 < 0.14675358 and DrugA_gene162 >= 2.2165117 and DrugA_gene231 >= -0.3216804 and DrugA_gene310 < -0.11780493 and DrugA_gene408 >= 0.21486795 and DrugA_gene447 >= 0.04334292 and DrugA_gene451 >= 0.30232817 and DrugA_gene453 < 0.25859016 and DrugA_gene817 < -0.41133627 and DrugA_gene849 >= 2.4247746 and DrugB_gene8 >= -0.1506331 and DrugB_gene52 < -2.65545 and DrugB_gene132 >= -0.09390131 and DrugB_gene158 < 0.32299167 and DrugB_gene261 < -0.28914168 and DrugB_gene453 < -0.079863936 and DrugB_gene749 < -1.941637 and GO:0043525 < 13.757474 and then value = 8.39266483926,None
11,None,None
12,None,None
13,if DrugA_gene30 >= 0.25994807 and DrugA_gene159 >= 0.152691 and DrugA_gene439 >= 0.93332744 and DrugA_gene453 < -0.12088235 and DrugB_gene2 >= 2.6456885 and DrugB_gene31 >= -0.59421486 and DrugB_gene51 < -0.17063361 and GO:0043525 >= 86.45987 and compress_LAYER_level_boost_feature_0 >= 79.42059 and then value = 0.42965445815399994,None
