,0,1
0,None,None
1,None,None
2,if DrugA_gene70 >= 0.09121494 and DrugA_gene238 < -0.78121924 and DrugA_gene419 < -0.23583058 and DrugA_gene482 >= 1.1672555 and DrugA_gene534 >= 0.21694425 and DrugA_gene536 < -1.6502227 and DrugA_gene568 >= 1.5247784 and DrugA_gene874 < 0.58454335 and DrugA_gene927 >= -0.18682367 and DrugB_gene23 >= -0.4609794 and DrugB_gene70 < -0.15484375 and DrugB_gene261 < -0.28914168 and DrugB_gene534 >= 0.2892703 and DrugB_gene536 >= 0.12593855 and DrugB_gene689 >= 0.5964316 and DrugB_gene700 >= -0.3599499 and DrugB_gene874 >= 1.524056 and DrugB_gene927 < -2.3449337 and then value = 4.865676474,None
3,None,None
4,if DrugA_gene419 < -0.26911217 and DrugA_gene482 >= 1.1672555 and DrugA_gene536 < -1.6502227 and DrugA_gene542 >= 0.18177453 and DrugA_gene568 >= 1.5247784 and DrugA_gene700 < -0.4261936 and DrugB_gene482 < 0.48861894 and DrugB_gene534 < -2.1642427 and DrugB_gene689 >= 0.5964316 and DrugB_gene740 < -4.745014 and then value = 0.501267444,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene23 >= 1.0449057 and DrugA_gene238 >= 0.13535559 and DrugA_gene261 < -0.034262404 and DrugA_gene482 >= -0.20886588 and DrugA_gene542 >= 1.4420431 and DrugA_gene700 >= 2.9083312 and DrugB_gene70 >= 0.24051753 and DrugB_gene238 >= 1.6012375 and DrugB_gene536 >= 1.108697 and DrugB_gene740 < -0.70301557 and DrugB_gene874 < -0.68066156 and DrugB_gene927 < -6.0392456 and then value = 1.460101058,None
9,if DrugA_gene238 < -0.81213474 and DrugA_gene536 < -0.85389215 and DrugA_gene927 >= 0.5725522 and DrugB_gene70 >= 0.20429428 and DrugB_gene874 < -0.33383763 and GO:0000070 >= 71.84262 and then value = 0.360299387,None
10,if DrugA_gene23 < -0.17635605 and DrugA_gene238 >= 1.6012375 and DrugA_gene261 < -0.034262404 and DrugA_gene419 < -0.26911217 and DrugA_gene534 < -2.1642427 and DrugA_gene536 >= 1.108697 and DrugA_gene542 >= 1.4420431 and DrugA_gene700 >= 2.840484 and DrugA_gene740 < 0.011350198 and DrugB_gene23 < 0.46253395 and DrugB_gene238 >= 1.6012375 and DrugB_gene261 < -0.7240219 and DrugB_gene419 < -0.4152707 and DrugB_gene482 < -0.06292951 and DrugB_gene534 < -2.1642427 and DrugB_gene536 >= 1.108697 and DrugB_gene542 >= 0.37358797 and DrugB_gene700 < -0.49637973 and DrugB_gene740 < -0.70301557 and DrugB_gene874 < -0.68066156 and DrugB_gene927 < -5.1676636 and then value = 10.396817943999999,None
11,None,None
12,None,None
13,None,None
