,0,1
0,None,None
1,None,None
2,if DrugA_gene31 < -0.6367626 and DrugA_gene129 >= 0.47720414 and DrugA_gene140 < -0.16038728 and DrugA_gene148 < -1.1043518 and DrugA_gene152 >= 0.68878764 and DrugA_gene195 < -1.100853 and DrugA_gene277 >= -0.057044555 and DrugA_gene405 >= -0.27259165 and DrugA_gene410 >= -0.20618622 and DrugA_gene415 < 0.88022745 and DrugA_gene442 >= 3.176354 and DrugA_gene470 < -0.7177193 and DrugA_gene777 < 0.5463261 and DrugA_gene836 >= 0.64413214 and DrugB_gene23 >= 0.46741536 and DrugB_gene91 >= -0.22298265 and DrugB_gene106 < -0.24310727 and DrugB_gene129 < -0.35651743 and DrugB_gene164 < -0.69036007 and DrugB_gene245 < -0.6655693 and DrugB_gene300 >= 0.09099251 and DrugB_gene350 >= -0.04878997 and DrugB_gene396 >= -0.57811534 and DrugB_gene410 < 0.08926245 and DrugB_gene455 < -0.26324695 and DrugB_gene660 < 1.082627 and GO:0022612 >= 226.70377 and GO:0090596 < 6.1361666 and GO:0048705 >= 8.043264 and GO:0048562 < 8.030688 and GO:0003007 >= 86.23221 and compress_node_level_boost_feature_0 < 0.23008975 and then value = 6.901267270000001,None
3,None,None
4,if DrugA_gene129 >= -0.0177833 and DrugA_gene164 >= -0.29032418 and DrugA_gene340 < 0.070447944 and DrugA_gene470 < -0.7177193 and DrugA_gene891 >= 0.46056622 and DrugB_gene106 < -0.24310727 and DrugB_gene129 < 0.16570887 and DrugB_gene164 < -1.6555188 and DrugB_gene245 >= 0.3851252 and DrugB_gene319 >= -0.68972117 and DrugB_gene410 < -1.8864074 and GO:0022612 >= 29.125889 and GO:0048705 >= 30.109776 and GO:0048562 < -3.2219052 and GO:0003007 >= 66.4776 and compress_node_level_boost_feature_0 >= 10.971857 and compress_LAYER_level_boost_feature_0 >= 14.141777 and then value = 1.6695167615400002,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene154 >= -0.14616123 and DrugA_gene168 >= 1.5747819 and DrugA_gene262 < 0.09332933 and DrugA_gene660 >= 0.34596038 and DrugB_gene152 < -1.0949844 and DrugB_gene279 >= -1.6252954 and DrugB_gene525 >= 0.15042931 and DrugB_gene836 < -0.144655 and GO:0022612 >= 226.70377 and GO:0090596 >= 14.496805 and GO:0048562 >= 18.88831 and GO:0003007 >= 72.46887 and GO:0042476 >= 41.884216 and then value = 4.57752064095,None
9,None,None
