,0,1
0,None,None
1,None,None
2,if DrugA_gene33 < -0.025060736 and DrugA_gene134 >= 1.9678061 and DrugA_gene281 < -0.085695684 and DrugA_gene408 >= 1.3968427 and DrugA_gene417 < -0.49596852 and DrugA_gene505 < -1.2586235 and DrugA_gene562 >= 0.19526315 and DrugA_gene684 < -0.31959358 and DrugB_gene11 < -0.108052194 and DrugB_gene33 >= -0.09406627 and DrugB_gene134 < -0.15929306 and DrugB_gene201 >= 0.42312044 and DrugB_gene281 >= 0.37319666 and DrugB_gene417 >= 2.143661 and DrugB_gene562 < 0.5537099 and then value = 7.845651753,None
3,None,None
4,if DrugA_gene134 < -0.6387927 and DrugA_gene281 < -0.101265386 and DrugA_gene417 < -1.2223144 and DrugA_gene505 < -1.9047856 and DrugB_gene134 < -0.6074133 and DrugB_gene281 >= 0.50090784 and DrugB_gene408 < -1.9099736 and DrugB_gene451 >= 2.1339483 and DrugB_gene562 >= 0.5813904 and DrugB_gene798 >= 2.9788847 and then value = 1.1469736362,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene134 < 0.034394313 and DrugA_gene408 < -0.24437243 and DrugA_gene505 < 0.10774773 and DrugA_gene798 < -0.5220512 and DrugB_gene201 < 0.23445247 and DrugB_gene417 < 0.49646306 and DrugB_gene798 < 0.5622401 and then value = 7.2682345999999995,None
9,if DrugA_gene309 < 0.047877375 and DrugA_gene408 < -0.24437243 and DrugA_gene417 < -0.49288338 and DrugA_gene505 < -1.4110922 and DrugA_gene684 >= 1.0795925 and DrugA_gene798 >= -0.1957936 and DrugB_gene33 < -0.13681938 and DrugB_gene201 >= 0.7804724 and DrugB_gene408 < -0.34980148 and DrugB_gene505 >= 1.5003206 and then value = 1.779439691,None
10,if DrugA_gene33 < 0.08710125 and DrugA_gene134 < -0.5415122 and DrugA_gene201 >= -0.06406127 and DrugA_gene309 < -0.4824329 and DrugA_gene408 < -0.10909561 and DrugA_gene417 < -0.29263425 and DrugA_gene505 < -1.2586235 and DrugA_gene562 >= 0.18425724 and DrugA_gene684 < -0.10686576 and DrugA_gene798 >= -0.083001 and DrugB_gene33 >= 0.043777987 and DrugB_gene134 >= 0.33147728 and DrugB_gene281 >= 0.47613144 and DrugB_gene309 >= 0.051749412 and DrugB_gene408 >= 0.13595688 and DrugB_gene451 < 0.47810477 and DrugB_gene505 < -0.41448194 and DrugB_gene654 >= 0.3337721 and then value = 14.054576259000001,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene33 < 0.08710125 and DrugA_gene134 < -0.008647354 and DrugA_gene201 >= 0.11907761 and DrugA_gene281 < -0.07282078 and DrugA_gene309 < -0.4824329 and DrugA_gene408 < -0.10909561 and DrugA_gene417 < -0.4427963 and DrugA_gene798 >= -0.083001 and DrugB_gene33 >= 0.043777987 and DrugB_gene134 < 0.33147728 and DrugB_gene281 >= 0.37319666 and DrugB_gene408 >= 0.24462682 and DrugB_gene654 >= -0.6552856 and DrugB_gene684 >= 0.85219544 and then value = 18.164586727,None
