,0,1
0,None,None
1,None,None
2,if DrugB_gene172 < -0.46385244 and then value = 2.8565466,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 >= 1.8565055 and DrugA_gene90 >= 1.426089 and DrugA_gene156 >= 0.51596206 and DrugA_gene245 >= 1.3395932 and DrugB_gene38 >= 2.5218086 and DrugB_gene156 >= 1.3629947 and DrugB_gene172 < -0.094957314 and DrugB_gene251 < -1.758657 and DrugB_gene409 >= 0.9729175 and DrugB_gene486 < -1.108156 and then value = 1.2739336302,None
9,None,None
10,if DrugA_gene11 < 0.106141895 and DrugA_gene91 < -0.54051685 and DrugA_gene156 >= -0.09023227 and DrugA_gene172 >= 2.3125052 and DrugA_gene245 >= 1.2425623 and DrugA_gene486 < -0.37761998 and DrugB_gene38 >= 0.39646763 and DrugB_gene251 >= 0.09510625 and DrugB_gene409 >= 1.1763687 and then value = 3.124235826,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene11 < 0.22757094 and DrugA_gene38 < -0.9422529 and DrugA_gene55 >= 0.7912677 and DrugA_gene91 >= 1.8973218 and DrugA_gene156 < -0.74855524 and DrugA_gene172 >= 1.5838225 and DrugA_gene245 < -0.72687376 and DrugA_gene412 < -0.11440982 and DrugA_gene486 >= 0.7675462 and DrugB_gene11 >= -0.3656022 and DrugB_gene38 < -0.24379623 and DrugB_gene55 < -0.5541558 and DrugB_gene156 < -0.46342367 and DrugB_gene172 >= 0.9540777 and DrugB_gene409 >= 0.2405948 and DrugB_gene412 < -0.6368609 and DrugB_gene486 < 0.5147078 and then value = 14.717884874999998,None
15,if DrugA_gene11 < 0.22757094 and DrugA_gene38 >= 2.2302694 and DrugA_gene55 < 0.01624541 and DrugA_gene90 < -0.34024143 and DrugA_gene91 < -0.72820544 and DrugA_gene172 < 0.087317094 and DrugA_gene245 < -0.72687376 and DrugA_gene412 < -0.5751516 and DrugA_gene486 >= 0.6971189 and DrugB_gene38 >= -0.046045847 and DrugB_gene90 < 0.35355073 and DrugB_gene91 < -0.45841876 and DrugB_gene156 < -0.018395249 and DrugB_gene172 >= 1.8314483 and DrugB_gene412 < -0.060207594 and DrugB_gene486 < 0.49031454 and then value = 10.448696799999997,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
24,if DrugA_gene55 >= 1.127228 and DrugA_gene172 >= 2.3125052 and DrugA_gene245 < -0.5357298 and DrugA_gene409 >= -0.4311543 and DrugB_gene11 >= 1.8565055 and DrugB_gene38 < 2.927915 and DrugB_gene172 < -0.7192186 and then value = 2.3938161399999998,None
