,0,1
0,None,None
1,None,None
2,if DrugA_gene33 >= 1.7387002 and DrugA_gene79 >= 0.4731811 and DrugA_gene213 < 0.09332518 and DrugA_gene215 < -0.5203397 and DrugA_gene437 < -0.32294255 and DrugB_gene86 < -0.14586312 and DrugB_gene215 >= -0.3119563 and DrugB_gene292 >= 0.089512646 and DrugB_gene479 < -1.3862908 and DrugB_gene498 >= 1.3322389 and DrugB_gene700 < -2.027068 and then value = 2.94933096,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene79 >= -0.564295 and DrugA_gene86 >= 1.0735321 and DrugA_gene292 < -0.61117375 and DrugA_gene498 >= 3.0892298 and DrugB_gene33 < -1.3865886 and DrugB_gene213 >= 0.9101879 and DrugB_gene451 < 0.14551115 and DrugB_gene530 < 0.34985343 and then value = 0.53938852,None
8,if DrugA_gene86 >= -0.10840105 and DrugA_gene451 < -1.7667148 and DrugA_gene476 >= 0.050497398 and DrugA_gene498 < -0.2869187 and DrugA_gene891 < -0.28770685 and DrugB_gene79 >= -3.087212 and DrugB_gene292 >= 0.025939275 and DrugB_gene479 >= 0.05889605 and DrugB_gene530 < -0.46438113 and DrugB_gene763 < 0.4876439 and then value = 3.0514459099999995,None
9,None,None
10,if DrugA_gene81 < 0.18429098 and DrugA_gene213 >= 0.8781173 and DrugA_gene226 >= -0.086206555 and DrugA_gene292 < -0.61117375 and DrugA_gene437 < -1.051225 and DrugA_gene498 >= 3.0892298 and DrugB_gene213 >= 0.9101879 and DrugB_gene479 >= 0.8541285 and DrugB_gene498 < -0.23575944 and DrugB_gene891 >= 0.21893004 and then value = 2.24096526,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene33 < 0.44334626 and DrugA_gene79 >= 0.23945159 and DrugA_gene81 < -0.057047073 and DrugA_gene86 < -0.6174762 and DrugA_gene226 < -0.5802182 and DrugA_gene292 < -0.7900621 and DrugA_gene331 >= 1.211245 and DrugA_gene431 < -0.22011471 and DrugA_gene437 >= 0.32134688 and DrugA_gene700 >= 0.16210651 and DrugA_gene891 < -0.3660158 and DrugB_gene79 >= -0.38259113 and DrugB_gene81 < 1.0327443 and DrugB_gene86 >= 0.26111388 and DrugB_gene213 < -0.06414604 and DrugB_gene215 >= -3.447929 and DrugB_gene331 < 0.7494818 and DrugB_gene431 >= -0.03214546 and DrugB_gene476 < -0.15350619 and DrugB_gene479 < -1.2645035 and DrugB_gene498 < -1.2217774 and DrugB_gene700 >= 0.3478992 and DrugB_gene763 >= 0.54550326 and then value = 13.50262792,None
