,0,1
0,None,None
1,None,None
2,if DrugA_gene95 < 0.42993903 and DrugA_gene129 >= 0.61917925 and DrugA_gene131 < -0.23320541 and DrugA_gene223 >= 0.7168762 and DrugA_gene251 < 0.3133269 and DrugA_gene269 < -1.3521104 and DrugA_gene451 >= 0.061931044 and DrugA_gene471 < 0.3791746 and DrugB_gene95 >= 0.33930436 and DrugB_gene129 >= 0.932853 and DrugB_gene131 >= -0.13752297 and DrugB_gene223 >= 1.1673894 and DrugB_gene251 >= -0.18906191 and DrugB_gene262 < -0.3385449 and DrugB_gene471 < -0.630069 and then value = 6.059125232700001,None
3,None,None
4,if DrugA_gene129 >= 0.028962314 and DrugA_gene251 >= 0.7924512 and DrugA_gene471 < -0.12692112 and DrugB_gene95 < -0.47816837 and DrugB_gene451 >= 1.1615938 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 0.2558693689,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene95 < 0.5871687 and DrugA_gene129 < -1.2744871 and DrugA_gene131 < -0.015053622 and DrugA_gene251 >= 1.7569897 and DrugA_gene269 < -0.8626099 and DrugA_gene451 >= 0.8795461 and DrugA_gene471 < 0.3791746 and DrugB_gene95 < -2.073475 and DrugB_gene129 >= 0.06648686 and DrugB_gene223 < 1.771697 and DrugB_gene251 >= 1.1268177 and DrugB_gene262 < 1.080996 and DrugB_gene269 >= -0.060439542 and DrugB_gene700 < 0.4077742 and compress_LAYER_level_boost_feature_0 < -26.830545 and then value = 4.6669132207,None
9,None,None
10,if DrugA_gene95 < 0.24259178 and DrugA_gene129 < -0.8198786 and DrugA_gene131 < 0.05320467 and DrugA_gene223 >= 0.7168762 and DrugA_gene251 < 0.107048124 and DrugA_gene262 < -0.44782314 and DrugA_gene269 >= 1.7511506 and DrugA_gene451 >= 0.2404851 and DrugA_gene700 < -0.49453008 and DrugB_gene95 < 0.15071526 and DrugB_gene131 < -0.3040744 and DrugB_gene251 >= -0.18906191 and DrugB_gene262 < -0.3385449 and DrugB_gene269 < -0.22013952 and DrugB_gene451 >= 0.7309873 and DrugB_gene471 < -0.26400283 and DrugB_gene700 >= 5.01375 and then value = 6.77261379,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene95 >= 0.9013465 and DrugA_gene129 < -3.1299171 and DrugA_gene131 >= 0.82533467 and DrugA_gene223 < 0.0738294 and DrugA_gene262 < -0.3385449 and DrugA_gene269 < 0.017294403 and DrugA_gene471 >= 1.6921747 and DrugB_gene95 < -0.31873876 and DrugB_gene129 < -2.8168042 and DrugB_gene131 < 0.74466306 and DrugB_gene251 >= 2.108707 and DrugB_gene262 < 0.27920607 and DrugB_gene451 >= -0.11711387 and DrugB_gene471 >= 1.5641478 and DrugB_gene700 < -0.05875397 and then value = 13.234362873999999,None
