,0,1
0,None,None
1,None,None
2,if DrugA_gene98 < 0.039678045 and DrugA_gene194 < 0.21430826 and DrugA_gene205 >= 0.87914264 and DrugA_gene324 >= -0.23686522 and DrugA_gene370 >= -0.026824223 and DrugB_gene94 >= -0.24284758 and DrugB_gene194 >= -0.20326899 and DrugB_gene231 >= 0.48791432 and DrugB_gene313 >= 0.16824883 and DrugB_gene324 >= 0.20839053 and DrugB_gene372 < 0.0056203157 and DrugB_gene912 >= 2.138579 and GO:0051099 < 0.9002341 and GO:0051101 < -47.132587 and GO:0051100 < -49.92855 and GO:0043393 < 5.3622074 and compress_node_level_boost_feature_0 < -42.786373 and then value = 5.990876191100002,None
3,None,None
4,if DrugA_gene194 < 0.05653988 and DrugB_gene94 >= 0.976498 and DrugB_gene169 >= 4.6647644 and GO:0051099 >= 10.071609 and GO:0051101 >= 104.948425 and GO:0043393 >= 78.80424 and compress_LAYER_level_boost_feature_0 >= 118.12659 and compress_LAYER_level_boost_feature_1 >= 86.49963 and then value = 0.0691505705,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene56 < -0.21010965 and DrugA_gene313 >= 0.28138626 and DrugA_gene479 >= 0.11677065 and DrugB_gene73 < 0.4874118 and DrugB_gene231 >= 0.11543377 and DrugB_gene313 >= -0.45067787 and DrugB_gene912 < 2.0168893 and GO:0051099 < 1.5213681 and GO:0051100 < 1.3768976 and compress_node_level_boost_feature_0 >= 34.598717 and compress_LAYER_level_boost_feature_1 < -0.8010604 and then value = 2.5670737800000003,None
9,None,None
10,if DrugA_gene8 >= 0.46577927 and DrugA_gene169 < 0.63308376 and DrugA_gene194 < 0.07159106 and DrugA_gene205 >= 2.0472 and DrugA_gene231 >= -0.008586483 and DrugA_gene245 >= 0.001045213 and DrugA_gene294 < -0.46398365 and DrugA_gene313 < -2.883183 and DrugA_gene324 >= -0.23686522 and DrugA_gene370 >= -0.32506025 and DrugA_gene372 >= 0.13919717 and DrugA_gene415 < 0.45319685 and DrugA_gene479 < -1.3897716 and DrugB_gene8 < -3.6219726 and DrugB_gene73 < -0.48131445 and DrugB_gene94 < -0.046101667 and DrugB_gene98 >= 0.050924595 and DrugB_gene134 >= 2.5691411 and DrugB_gene169 >= 4.8641057 and DrugB_gene205 >= 0.48001373 and DrugB_gene231 >= 0.48791432 and DrugB_gene245 < 0.033372667 and DrugB_gene294 < 0.09242251 and DrugB_gene313 >= 0.16824883 and DrugB_gene324 >= 0.20839053 and DrugB_gene330 >= 0.6256955 and DrugB_gene370 >= 0.07094702 and DrugB_gene372 >= 0.78275394 and DrugB_gene415 < -0.29802665 and DrugB_gene912 < -2.3627162 and GO:0051099 >= 14.524809 and GO:0051101 >= 95.629684 and GO:0051100 >= 222.54285 and GO:0043393 < 5.3622074 and compress_node_level_boost_feature_0 < 9.561267 and then value = 9.162962947,None
11,None,None
12,None,None
13,None,None
