,0,1
0,None,None
1,None,None
2,if DrugA_gene65 < -0.119178906 and DrugA_gene66 < -4.2171726 and DrugA_gene130 < -1.1871834 and DrugA_gene151 < -0.15995419 and DrugA_gene162 >= 1.053982 and DrugA_gene194 < 0.62743187 and DrugA_gene205 < 0.10359797 and DrugA_gene213 < -0.090204775 and DrugA_gene234 < 0.2251266 and DrugA_gene244 >= 0.30755448 and DrugA_gene351 >= 0.094572164 and DrugA_gene354 < -0.709937 and DrugA_gene427 < -0.18203653 and DrugA_gene513 < -0.5274924 and DrugA_gene540 < -0.86939496 and DrugA_gene872 < -0.2031016 and DrugB_gene2 >= 3.849934 and DrugB_gene65 >= -0.035045207 and DrugB_gene66 >= 0.47630465 and DrugB_gene130 < -0.29499483 and DrugB_gene162 >= 3.881342 and DrugB_gene171 < -0.28696585 and DrugB_gene194 >= 0.3505054 and DrugB_gene205 >= 0.11489803 and DrugB_gene244 < -0.41528496 and DrugB_gene351 < -2.271214 and DrugB_gene354 >= 0.2749357 and DrugB_gene415 >= 0.13084292 and DrugB_gene417 < -0.48503116 and DrugB_gene427 >= 2.6918483 and DrugB_gene451 >= 0.24214214 and DrugB_gene513 < -0.35258925 and DrugB_gene540 >= 0.6090753 and DrugB_gene872 >= 0.3426795 and then value = 4.4141891200000005,None
3,None,None
4,if DrugA_gene130 >= 0.45322555 and DrugA_gene213 < -0.8792117 and DrugA_gene540 < -0.46973717 and DrugB_gene66 >= -0.5578723 and DrugB_gene244 >= 0.31121814 and DrugB_gene254 < -0.011874354 and DrugB_gene351 < -0.16193011 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 0.6310589794,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene2 >= 4.790452 and DrugA_gene65 < -1.2272733 and DrugA_gene130 >= 0.19783793 and DrugA_gene151 < -0.0447611 and DrugA_gene162 >= 1.33724 and DrugA_gene234 < 0.21657017 and DrugA_gene451 >= 0.11487004 and DrugB_gene2 >= 0.04792519 and DrugB_gene65 >= 0.8622 and DrugB_gene151 < 0.42176166 and DrugB_gene162 < -1.0996612 and DrugB_gene194 < 1.15063 and DrugB_gene427 >= 0.63666254 and DrugB_gene451 >= 0.24890971 and DrugB_gene872 < -0.58186483 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 3.95940193614,None
9,None,None
