,0,1
0,None,None
1,None,None
2,if DrugA_gene73 >= 0.078599304 and DrugA_gene94 >= 1.8440678 and DrugA_gene95 < -1.790488 and DrugA_gene152 < 0.22436208 and DrugA_gene205 < -0.107133746 and DrugA_gene290 < 0.068073034 and DrugA_gene293 >= 0.9851263 and DrugA_gene313 >= 0.45632127 and DrugA_gene350 >= 0.66162395 and DrugA_gene541 >= 0.591235 and DrugA_gene547 < 0.30318725 and DrugA_gene713 < -1.2640977 and DrugB_gene23 >= 0.3654359 and DrugB_gene73 >= 5.044683 and DrugB_gene94 >= 1.0115151 and DrugB_gene95 >= 2.195292 and DrugB_gene152 >= 1.6634724 and DrugB_gene205 >= 1.851439 and DrugB_gene290 >= 0.28135902 and DrugB_gene293 < 0.18691365 and DrugB_gene313 < -0.47234493 and DrugB_gene350 >= 0.9307339 and DrugB_gene541 < -0.48588666 and DrugB_gene547 >= 2.094703 and DrugB_gene713 >= -0.099934265 and then value = 5.252102013999999,None
3,None,None
4,if DrugA_gene73 >= -0.6537 and DrugA_gene152 >= 1.4154747 and DrugA_gene713 < -3.340445 and DrugB_gene94 < -1.5321989 and DrugB_gene95 >= 2.195292 and DrugB_gene152 >= 0.25435323 and DrugB_gene205 < -0.58102524 and DrugB_gene541 < -0.48588666 and DrugB_gene547 >= 0.007356981 and DrugB_gene713 < -3.866913 and then value = 0.81574241,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene23 < -0.3736199 and DrugA_gene205 < 0.46429744 and DrugA_gene290 >= 0.32945487 and DrugA_gene547 >= 3.4582567 and DrugB_gene23 < -0.8263958 and DrugB_gene95 < 0.5289453 and then value = 3.01094557,None
9,None,None
10,if DrugA_gene23 < -0.11238162 and DrugA_gene73 >= 0.4207222 and DrugA_gene94 >= 0.41403025 and DrugA_gene95 >= 0.88075906 and DrugA_gene205 < -0.16780165 and DrugA_gene293 < -0.16622451 and DrugA_gene313 >= 0.29357493 and DrugA_gene350 < -0.2861012 and DrugA_gene541 >= -0.107476786 and DrugA_gene547 < 0.34917504 and DrugA_gene713 >= 1.0061948 and DrugB_gene73 < 0.5926399 and DrugB_gene95 < -0.20888257 and DrugB_gene152 >= -0.19417308 and DrugB_gene205 < -0.14457747 and DrugB_gene290 >= 2.6795568 and DrugB_gene293 < -0.07314186 and DrugB_gene313 < -0.62307787 and DrugB_gene350 < -0.35752687 and DrugB_gene541 >= 0.52067125 and DrugB_gene547 >= 0.07925868 and DrugB_gene713 < -0.099934265 and then value = 6.9280710256,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene23 < 0.12546073 and DrugA_gene94 < -2.8741379 and DrugA_gene350 >= 0.66162395 and DrugA_gene541 >= 0.591235 and DrugA_gene547 < 0.31388503 and DrugA_gene713 < -1.028432 and DrugB_gene152 >= -0.0106664635 and DrugB_gene205 < -0.18493474 and DrugB_gene293 >= 0.5163015 and DrugB_gene350 >= 0.9307339 and DrugB_gene541 >= 0.35207972 and DrugB_gene547 < -0.80355656 and DrugB_gene713 >= 0.9018422 and then value = 18.132781773,None
