,0,1
0,None,None
1,None,None
2,if DrugA_gene32 < -0.21556546 and DrugA_gene61 < -0.4303389 and DrugA_gene516 < -0.9531491 and DrugB_gene60 < -4.324408 and DrugB_gene131 < -1.4358853 and DrugB_gene346 >= 0.2799263 and DrugB_gene415 >= 2.1788163 and DrugB_gene939 >= -0.4016838 and then value = 10.90589715614,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < 0.3424291 and DrugA_gene32 >= 0.66344285 and DrugA_gene60 < -2.2294288 and DrugA_gene61 >= 0.019809406 and DrugA_gene80 >= 1.5451581 and DrugA_gene415 >= 0.9465164 and DrugA_gene516 < 0.2261273 and DrugA_gene939 >= 0.42500478 and DrugB_gene11 >= -0.09470256 and DrugB_gene32 >= 0.18307453 and DrugB_gene80 < -0.22023189 and DrugB_gene131 >= -0.5234343 and DrugB_gene258 >= -1.4629871 and DrugB_gene346 < -0.93871295 and DrugB_gene516 >= 0.43338716 and DrugB_gene939 < 0.27969715 and then value = 7.0662555064,None
9,None,None
10,if DrugA_gene32 >= 1.0647422 and DrugA_gene61 >= 0.28244388 and DrugA_gene516 < -0.22222261 and DrugB_gene11 < -0.018971842 and DrugB_gene60 < -0.7406198 and DrugB_gene131 < -0.2491485 and DrugB_gene415 < 0.45750302 and DrugB_gene516 >= 2.2050023 and DrugB_gene939 < -0.93822575 and then value = 19.792035220000002,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene11 < -0.31671083 and DrugA_gene32 >= 1.0443254 and DrugA_gene61 >= 0.2527634 and DrugA_gene80 >= 1.5451581 and DrugA_gene346 < 0.40433046 and DrugA_gene516 < -0.42450917 and DrugB_gene11 >= -0.76649487 and DrugB_gene60 < -4.585125 and DrugB_gene61 >= -0.20145583 and DrugB_gene80 < 2.350095 and DrugB_gene346 < -0.89685154 and DrugB_gene415 >= 0.41468036 and DrugB_gene516 >= -0.110700294 and DrugB_gene939 < -0.7259642 and then value = 33.215037377,None
15,if DrugA_gene32 >= 1.2295693 and DrugA_gene61 < -0.4303389 and DrugA_gene258 >= 0.887675 and DrugA_gene415 < -0.16577327 and DrugA_gene516 < -0.9531491 and DrugB_gene11 >= 2.3004751 and DrugB_gene32 < -0.2781487 and DrugB_gene131 < -1.2794094 and DrugB_gene346 >= 0.2799263 and DrugB_gene415 >= 2.1788163 and DrugB_gene516 >= 2.2050023 and DrugB_gene939 < -0.34595817 and then value = 21.22287251014,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
24,if DrugA_gene11 < -1.0469368 and DrugA_gene60 < -2.7893414 and DrugA_gene61 >= 5.344448 and DrugA_gene80 < -4.6614585 and DrugA_gene131 < -0.15517156 and DrugA_gene258 >= 4.039369 and DrugB_gene11 >= 1.2247208 and DrugB_gene32 >= 1.0647422 and DrugB_gene60 >= 0.8168475 and DrugB_gene61 >= -3.6785116 and DrugB_gene415 < -1.8690047 and then value = 0.9085129099,None
