,0,1
0,None,None
1,None,None
2,if DrugA_gene31 >= 0.36285582 and DrugA_gene111 < -0.16223714 and DrugA_gene410 >= -0.08834535 and DrugB_gene31 < -0.55109465 and DrugB_gene51 >= -0.27847183 and DrugB_gene79 >= -0.33947632 and DrugB_gene80 >= 1.6454642 and DrugB_gene111 < -0.2246359 and DrugB_gene260 >= -0.25607747 and DrugB_gene410 < 0.1451607 and DrugB_gene419 < -0.2795648 and DrugB_gene440 < -0.26359236 and DrugB_gene700 >= -0.24536036 and then value = 12.22538927,None
3,None,None
4,if DrugA_gene79 >= -0.33649248 and DrugA_gene80 >= 0.026686564 and DrugA_gene111 < -0.62313616 and DrugA_gene260 >= 1.604903 and DrugA_gene700 >= 5.1038246 and DrugB_gene60 < -0.6039107 and DrugB_gene111 < -0.4924206 and DrugB_gene278 < -0.21317615 and DrugB_gene700 >= 0.39233282 and then value = 1.7934564278999998,None
5,None,None
6,None,None
7,if DrugA_gene31 >= 0.15588239 and DrugA_gene451 >= -0.12654284 and DrugA_gene700 >= 0.37562352 and DrugB_gene79 >= -3.087212 and DrugB_gene700 < 0.3698917 and then value = 0.9794363,None
8,if DrugA_gene31 >= -0.07580584 and DrugA_gene79 < -1.2286024 and DrugA_gene111 < -0.62313616 and DrugA_gene179 >= 3.2003922 and DrugA_gene260 < -0.369137 and DrugA_gene451 >= 0.4732117 and DrugB_gene51 < -1.3771762 and DrugB_gene60 < -1.1545129 and DrugB_gene69 < -0.16402614 and DrugB_gene111 < -0.123949945 and DrugB_gene260 >= 0.2952506 and DrugB_gene410 >= -1.2767727 and DrugB_gene419 >= -0.13698184 and DrugB_gene451 >= 0.76783836 and DrugB_gene700 < -0.30498475 and then value = 3.9472155559999997,None
9,None,None
10,if DrugA_gene31 < -2.2333214 and DrugA_gene51 < 0.03547042 and DrugA_gene80 < -1.4638145 and DrugA_gene260 < 0.27142638 and DrugA_gene299 >= 1.432137 and DrugA_gene410 >= 5.3638763 and DrugA_gene451 >= 0.4670121 and DrugA_gene700 < -0.725465 and DrugB_gene31 >= 0.17037666 and DrugB_gene51 >= -0.2436569 and DrugB_gene80 >= 1.5828055 and DrugB_gene299 >= 0.90462816 and DrugB_gene410 >= -0.10705532 and DrugB_gene419 < -0.057747528 and DrugB_gene440 < -0.8369829 and then value = 19.4474637798,None
11,None,None
12,None,None
13,if DrugA_gene69 < -1.8229036 and DrugA_gene79 >= -0.104282185 and DrugA_gene111 < -0.62313616 and DrugB_gene51 < -0.24392444 and DrugB_gene60 < -1.3947642 and DrugB_gene69 >= 0.14839518 and DrugB_gene79 >= 0.15699503 and DrugB_gene80 >= 1.6454642 and DrugB_gene111 < -0.5709518 and DrugB_gene179 >= 1.7683507 and DrugB_gene278 >= 0.2145589 and DrugB_gene299 >= 0.90462816 and DrugB_gene410 >= -0.10797712 and DrugB_gene419 < -0.8517945 and DrugB_gene440 < -0.04549302 and then value = 0.20148155480000002,None
