,0,1
0,None,None
1,None,None
2,if DrugA_gene777 < -0.18267047 and DrugA_gene914 >= 0.3746584 and DrugB_gene20 >= -0.34880203 and DrugB_gene23 >= -0.40314382 and DrugB_gene140 >= 0.06877135 and DrugB_gene157 >= -0.42539504 and DrugB_gene194 >= 0.20710078 and DrugB_gene412 < -0.6423272 and DrugB_gene516 >= 0.21425349 and DrugB_gene777 < -0.16238686 and DrugB_gene914 >= 0.8919368 and then value = 9.566573600000002,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,None,None
9,None,None
10,if DrugA_gene20 < -0.78203773 and DrugA_gene23 >= 1.1132454 and DrugA_gene140 >= 4.3810024 and DrugA_gene194 < -0.548965 and DrugA_gene290 < -0.27417895 and DrugA_gene412 >= 2.8458047 and DrugA_gene516 < -2.255875 and DrugA_gene777 >= 3.4826624 and DrugB_gene20 < -2.244802 and DrugB_gene23 < 0.2380502 and DrugB_gene194 >= 0.20710078 and DrugB_gene290 >= 0.73104507 and DrugB_gene412 < -0.65498894 and DrugB_gene516 >= 2.1973438 and DrugB_gene777 >= 3.4826624 and DrugB_gene914 < -0.26739174 and then value = 11.540864316,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene20 < 0.32128656 and DrugA_gene290 < -0.27417895 and DrugA_gene412 < -1.4329627 and DrugB_gene20 >= -0.14769432 and DrugB_gene23 < -0.092857584 and DrugB_gene140 >= 2.8121367 and DrugB_gene157 < -0.38206792 and DrugB_gene412 < 0.7278291 and DrugB_gene516 >= 0.7278961 and DrugB_gene553 < 1.2913724 and DrugB_gene777 >= 3.0925007 and then value = 26.853628310999994,None
15,if DrugA_gene20 >= 1.0186081 and DrugA_gene140 >= 0.6547511 and DrugA_gene194 < 0.23721597 and DrugA_gene412 < 0.19840208 and DrugA_gene553 >= 0.1948444 and DrugA_gene777 < 0.24034989 and DrugA_gene914 >= 0.37592822 and DrugB_gene20 < -1.2574946 and DrugB_gene23 >= -0.09188716 and DrugB_gene140 < -0.16542733 and DrugB_gene194 < -0.41363364 and DrugB_gene290 < -0.49845666 and DrugB_gene412 < 0.19330594 and DrugB_gene516 >= 0.65619904 and DrugB_gene777 >= -0.18871619 and DrugB_gene914 >= 0.69027305 and then value = 25.657936749999998,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
24,if DrugA_gene20 < -1.2084612 and DrugA_gene140 < -0.43102 and DrugA_gene290 < -0.27417895 and DrugA_gene412 < 0.19840208 and DrugA_gene516 < 0.68702996 and DrugA_gene553 < -1.2857416 and DrugA_gene777 < 0.24034989 and DrugA_gene914 >= 1.3981221 and DrugB_gene23 >= 1.8769445 and DrugB_gene140 < -0.36783916 and DrugB_gene194 >= -1.9192798 and DrugB_gene516 >= 0.7278961 and DrugB_gene914 >= -0.69290024 and then value = 3.8001714109999996,None
