,0,1
0,None,None
1,None,None
2,if DrugA_gene20 < -2.244802 and DrugA_gene23 < 0.39454442 and DrugA_gene59 < 0.1963203 and DrugA_gene86 < -0.6174762 and DrugA_gene91 < -0.20867218 and DrugA_gene130 >= 0.04796193 and DrugA_gene209 < 0.2948439 and DrugA_gene226 >= 0.30350453 and DrugA_gene287 >= -0.011874016 and DrugA_gene358 < -0.3143985 and DrugA_gene373 < 0.11934604 and DrugA_gene412 < -0.51082367 and DrugA_gene427 >= 0.29708284 and DrugA_gene446 >= 0.23405515 and DrugA_gene486 < -0.44886965 and DrugA_gene503 < -0.32930192 and DrugA_gene516 < -1.296881 and DrugA_gene522 >= 0.30899185 and DrugA_gene533 < 0.15128085 and DrugA_gene619 < 0.20168075 and DrugA_gene635 < 0.12980428 and DrugA_gene745 >= 0.4402848 and DrugA_gene757 < 0.041837133 and DrugA_gene801 < 0.22869466 and DrugA_gene828 >= -0.20035079 and DrugA_gene841 < 0.17229721 and DrugA_gene862 >= -0.045777418 and DrugA_gene879 >= 0.22710253 and DrugA_gene937 < -1.0988579 and DrugB_gene18 >= -0.20823057 and DrugB_gene19 < -0.042576097 and DrugB_gene42 < -0.115819305 and DrugB_gene63 < -0.26766133 and DrugB_gene209 < -3.3064456 and DrugB_gene223 >= -0.07913019 and DrugB_gene231 >= 0.49246594 and DrugB_gene234 >= 1.0344918 and DrugB_gene270 < -0.29262823 and DrugB_gene273 >= 0.22965667 and DrugB_gene287 < -1.0953697 and DrugB_gene373 >= -0.12857246 and DrugB_gene400 >= 0.89796233 and DrugB_gene429 >= 1.2735424 and DrugB_gene484 >= 0.13315669 and DrugB_gene485 >= 0.368725 and DrugB_gene486 < -0.05248329 and DrugB_gene516 >= 1.998311 and DrugB_gene567 < -0.33960384 and DrugB_gene757 >= 0.46434885 and DrugB_gene763 >= 0.36651656 and DrugB_gene771 >= 0.07274221 and DrugB_gene809 >= -0.29639125 and DrugB_gene813 < 0.0014090326 and DrugB_gene828 < -5.652931 and DrugB_gene853 >= 0.33574072 and DrugB_gene862 < -0.196925 and DrugB_gene900 >= -0.074083194 and DrugB_gene914 >= 0.34899622 and DrugB_gene939 >= 0.22939017 and GO:0006357 >= 166.82909 and GO:0045893 < 1.5861198 and GO:0051090 < 1.7184833 and compress_node_level_boost_feature_0 < -40.939404 and then value = 8.6558221222,None
3,None,None
4,if DrugA_gene226 >= 0.13204777 and DrugA_gene516 < 0.018900784 and DrugB_gene211 >= 0.0022571147 and DrugB_gene322 < -2.7744627 and DrugB_gene523 < -0.01283817 and DrugB_gene768 >= 1.007267 and DrugB_gene900 < -0.074083194 and GO:0006357 < -18.229887 and compress_node_level_boost_feature_0 >= 20.670826 and then value = 0.203590873,None
5,None,None
6,None,None
7,None,None
8,None,None
9,None,None
