,0,1
0,None,None
1,None,None
2,if DrugA_gene11 >= 1.8565055 and DrugA_gene23 < 0.48911184 and DrugA_gene93 >= -0.4204446 and DrugA_gene129 < -1.2082059 and DrugA_gene137 < -0.3318957 and DrugA_gene151 < -0.058103383 and DrugA_gene213 < 0.2166329 and DrugA_gene266 >= -0.075022906 and DrugA_gene309 < -0.24249738 and DrugA_gene315 < 0.060435526 and DrugA_gene412 < 0.33689153 and DrugA_gene510 < 0.04014186 and DrugA_gene695 >= 0.388306 and DrugA_gene707 < 0.15058494 and DrugA_gene724 >= 0.21791765 and DrugA_gene764 < 0.33489063 and DrugA_gene836 < 0.06883834 and DrugB_gene11 < 0.07714875 and DrugB_gene23 >= -0.46230102 and DrugB_gene93 >= 0.77176476 and DrugB_gene129 >= 0.3418976 and DrugB_gene137 >= 0.2764898 and DrugB_gene213 >= 0.57780623 and DrugB_gene266 >= 1.4100181 and DrugB_gene315 >= 1.1005058 and DrugB_gene331 >= 2.6473434 and DrugB_gene371 < -0.7685621 and DrugB_gene412 < -0.5559353 and DrugB_gene414 < -0.25873798 and DrugB_gene490 >= 0.380825 and DrugB_gene588 >= 0.89868605 and DrugB_gene665 >= 0.03151136 and DrugB_gene695 >= 0.5506941 and DrugB_gene707 < -0.0804091 and DrugB_gene724 >= 0.74330246 and DrugB_gene764 < -0.22880709 and DrugB_gene836 >= 0.7235055 and DrugB_gene871 >= 0.2598623 and GO:0008361 >= 123.96965 and compress_node_level_boost_feature_0 >= 9.228796 and then value = 8.078035402,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < 0.39358065 and DrugA_gene93 >= -0.30917197 and DrugA_gene129 < -0.17704044 and DrugA_gene151 >= 0.42021018 and DrugA_gene266 >= -0.02071086 and DrugA_gene309 >= 0.17195773 and DrugA_gene315 < -0.18768689 and DrugA_gene414 < 0.14706483 and DrugA_gene695 >= 0.2777874 and DrugA_gene724 >= -0.12921292 and DrugB_gene11 >= 0.4401706 and DrugB_gene76 < -0.0042724553 and DrugB_gene129 < -0.52252173 and DrugB_gene213 < -0.10712403 and DrugB_gene266 >= 0.3378849 and DrugB_gene315 >= -0.8302392 and DrugB_gene331 < 0.27953458 and DrugB_gene412 < 0.83790326 and DrugB_gene414 < -0.56391174 and DrugB_gene636 < -0.0039983345 and DrugB_gene665 < -1.0366822 and DrugB_gene724 >= 0.84740007 and DrugB_gene764 < 0.75595725 and DrugB_gene836 < -0.06420338 and DrugB_gene871 < 0.2844986 and GO:0008361 >= 123.96965 and GO:0030833 < 5.257993 and compress_node_level_boost_feature_0 >= 87.507645 and compress_LAYER_level_boost_feature_0 >= 123.45377 and then value = 3.5994051308364,None
9,None,None
