,0,1
0,None,None
1,None,None
2,if DrugA_gene75 < -0.8835354 and DrugA_gene240 >= -0.20253907 and DrugA_gene299 >= 1.0444264 and DrugA_gene319 < -0.05902964 and DrugA_gene320 >= 0.53661656 and DrugA_gene376 >= 0.26930353 and DrugA_gene382 < -0.3585593 and DrugA_gene383 < -0.36457348 and DrugA_gene545 >= -0.050568655 and DrugB_gene75 >= -0.8853099 and DrugB_gene299 >= 0.90462816 and DrugB_gene320 < 0.504249 and DrugB_gene382 < -0.2514177 and DrugB_gene383 < -0.8126194 and DrugB_gene545 < -0.6590521 and DrugB_gene702 >= 0.4241844 and DrugB_gene896 >= -0.3445211 and then value = 11.052825719000001,None
3,None,None
4,if DrugA_gene75 >= 0.0887244 and DrugA_gene375 < -0.11164193 and DrugA_gene376 >= 0.33948833 and DrugA_gene384 >= 0.14531255 and DrugB_gene240 < -0.03526659 and DrugB_gene384 < -0.0874096 and DrugB_gene702 < 0.21329632 and DrugB_gene896 >= 2.2449455 and then value = 0.82329311,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene299 < -1.5629816 and DrugA_gene319 < -0.042081997 and DrugA_gene375 >= 0.6920366 and DrugA_gene376 >= 0.11620318 and DrugA_gene382 < -0.3585593 and DrugA_gene545 >= -0.050568655 and DrugA_gene912 >= 5.145077e-05 and DrugB_gene75 >= -0.41116142 and DrugB_gene299 >= 0.85728025 and DrugB_gene319 >= 0.99054277 and DrugB_gene382 < -0.2514177 and DrugB_gene545 < -0.76726377 and DrugB_gene896 < -0.42983782 and DrugB_gene912 < -2.3627162 and then value = 8.992096183000001,None
9,None,None
10,if DrugA_gene75 >= 0.49026534 and DrugA_gene299 >= 1.107122 and DrugA_gene375 < -0.6478502 and DrugA_gene376 >= 0.24721764 and DrugA_gene384 < -2.362344 and DrugA_gene896 < -0.7778902 and DrugB_gene240 < 0.22490804 and DrugB_gene319 >= -0.04471918 and DrugB_gene320 < -1.4926633 and DrugB_gene375 >= 0.2926831 and DrugB_gene384 < -0.07763094 and DrugB_gene545 < -0.34898773 and DrugB_gene844 < 0.007228408 and then value = 19.432980135999998,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene75 >= 0.5097556 and DrugA_gene299 >= 1.107122 and DrugA_gene319 >= 0.29467797 and DrugA_gene320 >= 0.40021122 and DrugA_gene375 < -1.8126125 and DrugA_gene382 < -0.42391983 and DrugA_gene384 >= 0.79934466 and DrugA_gene545 < -0.14450896 and DrugA_gene844 < 0.23379058 and DrugA_gene896 < -0.45685 and DrugA_gene912 >= -0.037071116 and DrugB_gene240 >= 0.16011396 and DrugB_gene299 < 1.4367034 and DrugB_gene375 >= -0.22694059 and DrugB_gene382 < 0.12323122 and DrugB_gene383 < -0.79541457 and DrugB_gene384 >= -0.028460175 and DrugB_gene702 >= 0.4241844 and DrugB_gene912 < -2.3627162 and then value = 33.61622548196999,None
