,0,1
0,None,None
1,None,None
2,if DrugA_gene23 < -0.18411362 and DrugA_gene167 >= -0.046994388 and DrugA_gene515 < -0.3860973 and DrugA_gene763 < -0.14188556 and DrugB_gene54 >= 0.11531571 and DrugB_gene222 >= -0.3102544 and DrugB_gene392 < 0.035763443 and DrugB_gene447 >= 0.56061906 and DrugB_gene448 >= 0.005654686 and DrugB_gene563 >= 0.0030992462 and DrugB_gene619 >= 0.45091993 and DrugB_gene948 >= -0.11916643 and then value = 11.65463188,None
3,None,None
4,if DrugA_gene23 < 0.44184995 and DrugA_gene222 >= 0.40983284 and DrugA_gene515 < -1.3702857 and DrugA_gene619 >= 1.2167759 and DrugA_gene790 < -0.735025 and DrugB_gene162 < -0.8946192 and DrugB_gene201 >= 0.39009184 and DrugB_gene447 >= 1.0165575 and DrugB_gene515 >= 0.6701062 and DrugB_gene670 >= 0.36621958 and DrugB_gene844 < -0.10455701 and then value = 0.39973392900000004,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene54 < -0.25106722 and DrugA_gene65 >= 0.36018488 and DrugA_gene162 < -0.9432994 and DrugA_gene201 >= 0.09396882 and DrugA_gene670 < -0.19682598 and DrugA_gene950 >= 2.2600079 and DrugB_gene2 >= 1.9112384 and DrugB_gene65 >= -0.5063697 and DrugB_gene201 < -0.46818903 and DrugB_gene222 >= -0.19055632 and DrugB_gene393 >= 0.055262692 and DrugB_gene448 < -0.54023755 and DrugB_gene563 >= -0.20535657 and DrugB_gene619 < -0.013433159 and DrugB_gene763 < 0.31511107 and DrugB_gene948 >= 0.24086396 and then value = 8.587093938399999,None
9,None,None
10,if DrugA_gene2 < -0.34746763 and DrugA_gene18 >= -0.22165182 and DrugA_gene65 < -0.65208983 and DrugA_gene162 >= 0.063900344 and DrugA_gene222 >= -0.19055632 and DrugA_gene392 < -0.10699351 and DrugA_gene393 >= 0.57929814 and DrugA_gene447 < -1.4646735 and DrugA_gene448 >= 3.8188062 and DrugA_gene763 < 0.4623107 and DrugA_gene950 >= 2.2600079 and DrugB_gene2 >= 0.6316878 and DrugB_gene18 < -0.089259185 and DrugB_gene201 < 0.31729603 and DrugB_gene392 < -0.20116517 and DrugB_gene447 < -0.35260326 and DrugB_gene515 < -0.2112788 and DrugB_gene844 >= 0.21942186 and DrugB_gene950 >= 1.351985 and then value = 19.560200713,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene23 < -0.18411362 and DrugA_gene167 < -1.0261438 and DrugA_gene222 >= 0.65610284 and DrugA_gene393 < 0.03979606 and DrugA_gene563 < -0.075047225 and DrugA_gene950 >= 2.2600079 and DrugB_gene2 >= 0.6316878 and DrugB_gene54 < 0.27260944 and DrugB_gene222 >= -0.19055632 and DrugB_gene392 < -0.16384852 and DrugB_gene447 >= 0.56061906 and DrugB_gene563 >= -0.14146337 and DrugB_gene670 >= -1.3061655 and DrugB_gene818 >= -0.49499762 and DrugB_gene950 < 0.6668372 and then value = 23.74746298,None
