,0,1
0,None,None
1,None,None
2,if DrugA_gene77 < -1.2021241 and DrugA_gene93 < -0.802949 and DrugA_gene146 >= 0.92477 and DrugA_gene151 < -0.7651694 and DrugA_gene158 < -0.035443403 and DrugA_gene168 < 0.3073141 and DrugA_gene207 < -4.392579 and DrugA_gene215 < -0.00031946448 and DrugA_gene251 >= 0.6805123 and DrugA_gene262 >= 1.8798575 and DrugA_gene333 < -0.8381706 and DrugA_gene372 >= -0.12899823 and DrugA_gene416 >= 0.0013079861 and DrugA_gene417 < -0.27175438 and DrugA_gene418 < -0.20674135 and DrugA_gene435 < -0.10076984 and DrugA_gene447 < -3.1566272 and DrugA_gene620 < 0.22003508 and DrugA_gene850 >= 0.38044327 and DrugA_gene851 < 0.19105776 and DrugB_gene77 >= 0.24125275 and DrugB_gene93 >= 0.5615673 and DrugB_gene151 >= 1.1697996 and DrugB_gene158 >= 2.0948582 and DrugB_gene168 >= 0.12208958 and DrugB_gene207 < -6.3051567 and DrugB_gene215 >= -0.26318794 and DrugB_gene231 < -0.28997406 and DrugB_gene244 < -0.8495825 and DrugB_gene251 >= 4.7296247 and DrugB_gene262 < 0.10379042 and DrugB_gene272 >= 1.9323502 and DrugB_gene278 >= 0.8804849 and DrugB_gene333 >= 1.3356929 and DrugB_gene372 < -1.059565 and DrugB_gene417 >= 0.22303236 and DrugB_gene418 >= 0.40869087 and DrugB_gene435 >= 0.086573735 and DrugB_gene447 < -0.5329253 and DrugB_gene467 >= 3.3816679 and DrugB_gene620 < -0.19496755 and DrugB_gene633 >= 0.43961757 and DrugB_gene851 >= 2.3568282 and DrugB_gene932 < -0.036349483 and GO:0045639 < 2.633827 and GO:0002761 < 10.748416 and GO:0045638 < -3.8594797 and GO:0045646 < 4.7137284 and then value = 4.588166393699999,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene93 >= -0.19634975 and DrugA_gene151 < -0.0595237 and DrugA_gene158 >= 0.531595 and DrugA_gene215 < -0.31571257 and DrugA_gene278 < -0.1916149 and DrugA_gene333 < -0.27611452 and DrugA_gene620 < -1.1066029 and DrugB_gene77 < -1.3661625 and DrugB_gene93 < -0.6692729 and DrugB_gene146 < 1.8718858 and DrugB_gene202 < -0.48381156 and DrugB_gene244 < -0.72585046 and DrugB_gene251 >= 4.597556 and DrugB_gene278 >= -0.36936116 and DrugB_gene447 >= 3.5175605 and DrugB_gene467 < 0.3188914 and DrugB_gene851 >= 2.3568282 and GO:0002761 >= 106.2656 and then value = 5.829581285030001,None
9,None,None
