,0,1
0,None,None
1,None,None
2,if DrugA_gene245 >= 0.29414642 and DrugA_gene442 < -0.30801868 and DrugA_gene780 < -0.59686124 and DrugA_gene900 >= -0.09664799 and DrugB_gene207 < -0.83378476 and DrugB_gene245 < -0.24646226 and DrugB_gene310 < -0.19011512 and DrugB_gene340 >= 0.5261682 and DrugB_gene441 >= 0.14101164 and DrugB_gene451 < -0.3139189 and DrugB_gene771 < -0.9149289 and DrugB_gene900 >= 0.076769635 and then value = 2.0886034561,None
3,None,None
4,if DrugA_gene207 >= 0.1620803 and DrugA_gene310 >= 0.5290142 and DrugA_gene340 < -0.39869446 and DrugB_gene207 >= 2.758675 and DrugB_gene245 >= -0.18604678 and DrugB_gene310 < -0.30083457 and DrugB_gene340 >= 3.352131 and DrugB_gene441 < -0.14675857 and DrugB_gene442 < -0.5082815 and DrugB_gene451 < -0.12432478 and DrugB_gene900 >= 0.686574 and then value = 1.1425974635,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene207 >= 0.50937444 and DrugA_gene310 < -0.44508827 and DrugA_gene441 < 0.42620414 and DrugA_gene451 >= 2.2723322 and DrugA_gene900 >= 0.24889821 and DrugA_gene952 >= 2.9788036 and DrugB_gene207 >= 2.758675 and DrugB_gene245 >= 0.09224832 and DrugB_gene340 >= 3.352131 and DrugB_gene442 >= 2.844105 and DrugB_gene625 < 0.6739242 and DrugB_gene771 < -0.08332853 and DrugB_gene780 < -0.59686124 and DrugB_gene900 < -0.03754752 and DrugB_gene952 < 0.12557325 and then value = 8.44277566666,None
9,None,None
10,if DrugA_gene207 >= 0.8460326 and DrugA_gene245 < -0.57236725 and DrugA_gene310 < -0.22251661 and DrugA_gene441 >= 0.7071462 and DrugA_gene442 >= 2.3069143 and DrugA_gene625 < -0.105191365 and DrugA_gene771 < -0.099001855 and DrugA_gene780 < -0.24133629 and DrugA_gene952 < -0.02536985 and DrugB_gene340 >= 0.49927384 and DrugB_gene451 < -0.40929276 and then value = 14.999673172,None
11,None,None
12,None,None
13,if DrugA_gene207 >= 0.8460326 and DrugA_gene310 < -1.8184901 and DrugA_gene340 >= 3.352131 and DrugA_gene442 >= 2.3069143 and DrugA_gene451 >= 0.2761587 and DrugA_gene625 >= 0.015085644 and DrugB_gene207 >= 1.4451649 and DrugB_gene245 >= -0.1906305 and DrugB_gene340 < 0.49927384 and DrugB_gene442 < 0.6771519 and DrugB_gene451 < 1.3204967 and DrugB_gene780 < -3.567689 and then value = 4.742611532,None
14,if DrugA_gene310 >= 0.5290142 and DrugA_gene340 < -0.000102517195 and DrugA_gene441 >= 0.70133996 and DrugA_gene442 < -1.6319807 and DrugA_gene451 >= -0.5348743 and DrugA_gene771 < 0.045367617 and DrugA_gene780 < -0.59686124 and DrugA_gene900 >= -0.09664799 and DrugB_gene207 >= 0.35393032 and DrugB_gene245 >= -0.17363049 and DrugB_gene310 < -0.19011512 and DrugB_gene340 >= 3.352131 and DrugB_gene441 < 0.65935206 and DrugB_gene442 >= -0.5391038 and DrugB_gene451 < -0.3139189 and DrugB_gene625 >= -0.08504085 and DrugB_gene900 < 0.076769635 and then value = 17.8715172845,None
