,0,1
0,None,None
1,None,None
2,if DrugA_gene56 >= 0.49653986 and DrugA_gene130 >= -0.3399476 and DrugA_gene144 < -0.111546144 and DrugA_gene351 >= -0.10812383 and DrugA_gene354 < -0.805525 and DrugA_gene490 >= -0.004047554 and DrugA_gene555 >= 2.2492359 and DrugA_gene597 < 0.10892419 and DrugA_gene924 >= 0.48060662 and DrugB_gene21 < -1.1917365 and DrugB_gene56 >= 0.44618535 and DrugB_gene130 < -0.2078496 and DrugB_gene354 >= -0.3618424 and DrugB_gene400 >= 0.3048767 and DrugB_gene415 < -0.7193383 and DrugB_gene490 >= 0.0045681144 and DrugB_gene555 >= 0.04423818 and DrugB_gene597 >= -0.51987857 and DrugB_gene886 >= 0.8456435 and DrugB_gene900 >= 1.3707905 and DrugB_gene924 >= 0.5157403 and then value = 6.650163465,None
3,None,None
4,if DrugA_gene354 < -0.36823848 and DrugA_gene490 >= 0.22494319 and DrugA_gene924 < 0.10638669 and DrugB_gene56 >= 0.48946354 and DrugB_gene130 >= 0.4409643 and DrugB_gene162 < -0.3020141 and DrugB_gene354 < -1.6162288 and DrugB_gene400 < -0.23897856 and compress_LAYER_level_boost_feature_0 >= 116.886116 and then value = 0.073301159265,None
5,None,None
6,None,None
7,if DrugA_gene56 >= 0.61279356 and DrugA_gene144 < -0.4038297 and DrugA_gene351 < -1.2087355 and DrugA_gene354 < -1.6162288 and DrugA_gene490 >= 0.22494319 and DrugA_gene924 < 0.10638669 and DrugB_gene21 < 0.14414552 and DrugB_gene56 >= 0.48946354 and DrugB_gene400 < -0.23897856 and DrugB_gene597 >= -0.2646789 and DrugB_gene900 < 0.15136017 and compress_LAYER_level_boost_feature_0 < -35.96602 and then value = 0.434653516135,None
8,if DrugA_gene21 < -0.1936246 and DrugA_gene144 < -0.111546144 and DrugA_gene162 >= -0.49754673 and DrugA_gene354 >= 0.37723872 and DrugA_gene400 < -0.71507347 and DrugA_gene490 >= 1.2255917 and DrugA_gene555 >= 0.09700915 and DrugA_gene886 >= 0.2646269 and DrugA_gene900 >= 0.55506325 and DrugB_gene56 >= 0.7670002 and DrugB_gene130 < 0.23232162 and DrugB_gene144 >= -0.60995585 and DrugB_gene162 < -0.77299535 and DrugB_gene400 < 0.8960061 and DrugB_gene490 >= 0.0045681144 and DrugB_gene555 < -2.273325 and DrugB_gene886 < -0.58399737 and DrugB_gene900 < 0.080102086 and then value = 3.5481246652,None
9,None,None
