,0,1
0,None,None
1,None,None
2,if DrugA_gene94 >= 0.004331977 and DrugA_gene106 < -0.018345248 and DrugA_gene167 >= -0.12414259 and DrugA_gene209 < 0.29872024 and DrugA_gene211 >= -0.82446486 and DrugA_gene231 < -0.5650313 and DrugA_gene266 >= -0.2718162 and DrugA_gene404 < 0.34105 and DrugA_gene479 >= 0.34631753 and DrugA_gene543 >= 1.953648 and DrugA_gene629 >= 0.17204535 and DrugA_gene654 < -2.9281132 and DrugB_gene20 >= 0.03665074 and DrugB_gene30 >= 0.30858076 and DrugB_gene94 >= 0.976498 and DrugB_gene106 < -0.24310727 and DrugB_gene167 >= 0.9649404 and DrugB_gene209 >= 0.4874446 and DrugB_gene211 < 0.494875 and DrugB_gene219 < -0.004543593 and DrugB_gene231 < -0.5650313 and DrugB_gene404 < 0.2371212 and DrugB_gene479 < -1.0758176 and DrugB_gene543 >= 0.31447434 and DrugB_gene629 >= 1.5596198 and DrugB_gene654 < -0.094915666 and DrugB_gene727 >= 0.23067501 and GO:0051707 < -1.8078861 and GO:0044403 < -24.77995 and GO:0051817 < -1.404191 and compress_node_level_boost_feature_0 >= 36.860256 and then value = 3.8284022909999997,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene30 < -0.82862556 and DrugA_gene94 < -1.4319832 and DrugA_gene211 >= 0.022444937 and DrugA_gene266 < -1.2416049 and DrugA_gene479 < -4.452323 and DrugA_gene629 < -0.96338093 and DrugB_gene30 < 2.0679734 and DrugB_gene94 < -1.4423802 and DrugB_gene219 < -0.65519 and DrugB_gene231 < -1.21154 and DrugB_gene404 >= 1.9276979 and DrugB_gene479 < -1.1582035 and DrugB_gene543 < -0.008634255 and GO:0051707 < -4.437898 and GO:0044403 < -38.161266 and GO:0051817 < 1.1857991 and compress_node_level_boost_feature_0 >= 205.10623 and compress_LAYER_level_boost_feature_0 < 3.562521 and then value = 3.218661445,None
9,None,None
10,if DrugA_gene209 < 0.2948439 and DrugA_gene211 >= 0.35890192 and DrugA_gene219 < -0.6831974 and DrugA_gene266 >= 0.68653905 and DrugA_gene404 < 0.30150253 and DrugA_gene671 < 0.9704044 and DrugB_gene20 < -0.59012175 and DrugB_gene30 < 0.31627107 and DrugB_gene94 >= 0.67762446 and DrugB_gene167 >= -0.018830251 and DrugB_gene211 >= 0.649482 and DrugB_gene219 < -1.40295 and DrugB_gene266 >= 0.37247938 and DrugB_gene479 >= -0.16944635 and GO:0051707 < -47.895935 and GO:0044403 >= 9.017269 and GO:0051817 >= 39.856003 and compress_node_level_boost_feature_0 >= 7.971116 and compress_LAYER_level_boost_feature_1 < 9.666382 and then value = 14.57089416,None
11,None,None
12,None,None
13,None,None
