,0,1
0,None,None
1,None,None
2,if DrugA_gene5 < -2.1106935 and DrugA_gene42 < -2.9423034 and DrugA_gene129 < -0.8198786 and DrugA_gene187 < -0.5095519 and DrugA_gene916 >= -0.2398428 and DrugB_gene57 >= -0.16357133 and DrugB_gene187 >= -0.53367543 and DrugB_gene254 < -2.9713817 and DrugB_gene465 >= 0.8687097 and DrugB_gene834 < 0.047694325 and DrugB_gene916 < 0.033276558 and then value = 10.868799112,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene5 >= 0.3966177 and DrugA_gene57 < -0.6913753 and DrugA_gene311 >= 0.70135665 and DrugA_gene465 < -0.81225526 and DrugA_gene878 >= 1.7387363 and DrugA_gene916 < -0.31707165 and DrugB_gene42 < 0.09220267 and DrugB_gene187 >= -0.53367543 and DrugB_gene254 >= -1.3294218 and DrugB_gene311 >= -0.15559784 and DrugB_gene349 >= 3.3326085 and DrugB_gene834 < 0.19578344 and DrugB_gene837 < -0.61213046 and DrugB_gene878 >= 1.8556676 and then value = 6.863318823999999,None
8,if DrugA_gene187 >= 0.25891772 and DrugA_gene311 >= 0.69842803 and DrugB_gene42 < 0.09220267 and DrugB_gene187 >= -0.53367543 and DrugB_gene254 >= -0.56092775 and DrugB_gene834 < 0.19578344 and DrugB_gene837 < -0.61213046 and DrugB_gene878 < -1.459875 and then value = 6.727289716,None
9,None,None
10,if DrugA_gene5 < 0.1984017 and DrugA_gene187 >= 0.3079099 and DrugA_gene254 < -0.07805437 and DrugA_gene311 >= -0.065219715 and DrugA_gene349 >= 1.1141343 and DrugA_gene834 < -0.68680125 and DrugA_gene878 < -0.43234766 and DrugB_gene57 >= -0.16357133 and DrugB_gene187 >= -1.5010142 and DrugB_gene311 >= 0.64839023 and DrugB_gene349 >= 0.6414237 and DrugB_gene834 < 0.16848053 and DrugB_gene837 >= -0.016481845 and then value = 26.957713438000003,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene5 >= 0.7399749 and DrugA_gene42 >= -0.028821304 and DrugA_gene129 < -0.79205287 and DrugA_gene254 < 0.14521205 and DrugA_gene349 >= 0.71105766 and DrugA_gene834 >= 0.010065174 and DrugB_gene5 < 0.7399749 and DrugB_gene57 >= -0.6913753 and DrugB_gene129 >= -1.1049231 and DrugB_gene187 >= -0.50189954 and DrugB_gene349 < 0.6305028 and DrugB_gene465 < 0.19902039 and DrugB_gene837 >= 0.3589901 and then value = 29.9211918647,None
15,if DrugA_gene5 >= 1.1428324 and DrugA_gene42 >= -0.078633666 and DrugA_gene57 >= 0.33733305 and DrugA_gene465 >= 1.6861637 and DrugA_gene834 >= 0.29695326 and DrugB_gene5 < 0.39420873 and DrugB_gene57 < -0.29451555 and DrugB_gene129 >= -0.09724569 and DrugB_gene187 < -2.8080974 and DrugB_gene465 >= 0.272756 and DrugB_gene916 < 0.39626777 and then value = 17.913410702,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
