,0,1
0,None,None
1,None,None
2,if DrugA_gene94 < -0.60728467 and DrugA_gene95 < 0.31559497 and DrugA_gene140 < -1.3082504 and DrugA_gene154 >= -0.05611239 and DrugA_gene168 < 0.31068432 and DrugA_gene172 < -0.64878666 and DrugA_gene204 < -1.2217317 and DrugA_gene710 >= 1.0576241 and DrugA_gene777 < -0.17021656 and DrugA_gene891 < -0.44262904 and DrugB_gene94 >= 1.0295829 and DrugB_gene95 < -2.073475 and DrugB_gene140 < -0.44182742 and DrugB_gene154 < -0.003479271 and DrugB_gene172 >= 0.47470436 and DrugB_gene204 < -0.48112857 and DrugB_gene290 < -0.10907705 and DrugB_gene710 < -0.29886416 and DrugB_gene728 >= 0.9437567 and DrugB_gene777 >= 0.6561143 and DrugB_gene923 >= 0.96661973 and then value = 5.912627337,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene140 < -1.6799777 and DrugA_gene168 < -0.39970696 and DrugA_gene891 < 0.35257813 and DrugB_gene95 < -0.019726818 and DrugB_gene154 < -0.8277931 and DrugB_gene891 < -0.3453833 and then value = 1.2260328035,None
9,None,None
10,if DrugA_gene95 < -0.037447367 and DrugA_gene140 < -1.2807902 and DrugA_gene154 >= 0.04839944 and DrugA_gene168 < 0.14389092 and DrugA_gene172 >= 2.8689141 and DrugA_gene710 >= 0.49647844 and DrugA_gene728 < 0.06378979 and DrugA_gene777 < 0.37730423 and DrugA_gene891 < 0.3491485 and DrugA_gene923 >= 0.07437494 and DrugB_gene95 < 0.21882483 and DrugB_gene140 < -0.26084682 and DrugB_gene154 >= 0.2286876 and DrugB_gene204 < -0.31846225 and DrugB_gene290 < -0.10907705 and DrugB_gene710 < -0.6917404 and DrugB_gene777 < -0.33111605 and DrugB_gene891 < -0.016777376 and DrugB_gene923 >= 0.96661973 and then value = 9.817372765000002,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene94 >= -0.098784134 and DrugA_gene95 < -1.1986067 and DrugA_gene140 < 0.4458806 and DrugA_gene154 >= 0.80814576 and DrugA_gene168 < 0.06256354 and DrugA_gene172 < 0.001629066 and DrugA_gene204 >= 0.54404545 and DrugA_gene290 < 0.12612765 and DrugA_gene710 < -0.68880403 and DrugA_gene728 >= 0.4769948 and DrugA_gene923 < 0.05702623 and DrugB_gene94 >= 1.218075 and DrugB_gene95 < 0.2992 and DrugB_gene168 >= -0.09175576 and DrugB_gene710 < -2.0384238 and DrugB_gene728 < 0.67885584 and DrugB_gene777 < -0.39820433 and DrugB_gene891 >= 0.5233352 and DrugB_gene923 < -0.92220664 and then value = 11.85741926,None
15,if DrugA_gene94 < -1.5353367 and DrugA_gene95 < -1.1986067 and DrugA_gene154 >= 0.14146164 and DrugA_gene168 >= 4.701125 and DrugA_gene710 < -1.713466 and DrugB_gene94 < -0.15191583 and DrugB_gene95 < -0.48316002 and DrugB_gene140 < -0.48578775 and DrugB_gene154 >= -0.40872598 and DrugB_gene728 >= 0.5686002 and DrugB_gene777 < -0.47490966 and then value = 13.3380524,None
16,None,None
17,None,None
