,0,1
0,None,None
1,None,None
2,if DrugA_gene100 >= 2.0565538 and DrugA_gene200 >= 2.6310363 and DrugA_gene521 >= -0.36205098 and DrugA_gene558 < -0.5213095 and DrugA_gene594 >= 0.005459508 and DrugA_gene928 < -1.3974011 and DrugB_gene100 < -0.25419575 and DrugB_gene311 < -0.13014121 and DrugB_gene316 < 0.010936139 and DrugB_gene323 >= 2.5815563 and DrugB_gene521 >= 1.1432271 and DrugB_gene558 >= 1.2873845 and DrugB_gene594 >= 2.1605623 and DrugB_gene889 >= 0.06132129 and DrugB_gene903 >= 0.26190072 and then value = 4.198206710999999,None
3,None,None
4,if DrugA_gene100 < 0.20817499 and DrugA_gene200 >= 2.6310363 and DrugA_gene311 >= -0.16384408 and DrugA_gene316 < -1.0130339 and DrugA_gene521 >= -0.3337239 and DrugA_gene889 >= 2.5995016 and DrugA_gene928 < -0.57830256 and DrugB_gene100 >= 1.9810977 and DrugB_gene200 < -0.3536302 and DrugB_gene558 < -2.3546493 and DrugB_gene594 >= 2.527751 and DrugB_gene903 < -0.46098217 and DrugB_gene928 < -0.53892803 and GO:0046474 >= 176.97333 and then value = 2.069125818,None
5,None,None
6,None,None
7,if DrugA_gene100 >= 2.0642982 and DrugA_gene200 < -0.31944922 and DrugA_gene311 < -2.6151419 and DrugA_gene316 >= 0.24417546 and DrugA_gene889 < -0.6144613 and DrugB_gene100 >= 1.9351702 and DrugB_gene311 >= -0.51791364 and DrugB_gene521 >= 1.5887654 and GO:0046474 >= 183.00764 and then value = 1.0625162253,None
8,if DrugA_gene100 >= 2.0642982 and DrugA_gene200 >= 0.012510842 and DrugA_gene311 >= 0.28162536 and DrugA_gene323 >= 0.32559088 and DrugA_gene594 >= -0.26384404 and DrugA_gene889 < -0.41455936 and DrugA_gene928 < 0.036987476 and DrugB_gene100 < 0.67734134 and DrugB_gene200 >= 1.2597684 and DrugB_gene311 >= -0.1546185 and DrugB_gene316 >= 0.6129673 and DrugB_gene323 < -0.3211117 and DrugB_gene903 < -0.4473893 and GO:0046474 >= 183.00764 and then value = 1.5872685103,None
9,None,None
10,if DrugA_gene100 >= 1.9142774 and DrugA_gene200 >= 2.6310363 and DrugA_gene316 < 0.054306325 and DrugA_gene521 >= 0.38454902 and DrugA_gene558 >= 0.121702716 and DrugA_gene594 >= 0.8286561 and DrugA_gene889 >= 0.0921014 and DrugA_gene928 < -0.66818804 and DrugB_gene100 < -0.087101385 and DrugB_gene200 < -0.30139473 and DrugB_gene311 < 0.039681252 and DrugB_gene323 >= 2.5815563 and DrugB_gene521 >= 1.1432271 and DrugB_gene558 >= 1.1779251 and DrugB_gene594 >= 2.1605623 and then value = 5.503924102400001,None
11,None,None
12,None,None
13,None,None
