,0,1
0,None,None
1,None,None
2,if DrugA_gene61 >= 0.75161785 and DrugA_gene76 >= 1.38375 and DrugA_gene177 < -0.8320998 and DrugA_gene183 < 0.1967531 and DrugA_gene223 < -0.009751574 and DrugA_gene266 < -0.44487834 and DrugA_gene293 >= 1.1243653 and DrugA_gene333 < 0.22167133 and DrugA_gene351 >= 0.5132166 and DrugA_gene489 < -0.2452684 and DrugB_gene61 < -0.07627237 and DrugB_gene76 >= 0.15499473 and DrugB_gene177 >= 2.839303 and DrugB_gene182 >= -0.04433852 and DrugB_gene183 >= 0.7058126 and DrugB_gene266 >= 1.2101688 and DrugB_gene293 < 0.15543446 and DrugB_gene331 >= 1.7665868 and DrugB_gene333 < 0.18856424 and DrugB_gene351 < -0.105318785 and DrugB_gene415 >= 2.213268 and DrugB_gene489 >= 3.4451923 and then value = 4.036744862000001,None
3,None,None
4,if DrugA_gene183 < -0.02088714 and DrugA_gene293 < -0.19650672 and DrugB_gene177 < -0.6247003 and DrugB_gene182 < -0.5099007 and DrugB_gene333 < 0.1773233 and DrugB_gene489 >= 0.41468328 and compress_LAYER_level_boost_feature_0 >= 166.13771 and then value = 0.777871952,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene61 < -0.57156336 and DrugA_gene76 >= -0.6018244 and DrugA_gene177 >= -0.08091286 and DrugA_gene182 >= 1.2923665 and DrugA_gene183 < 0.042973284 and DrugA_gene223 < -0.09195311 and DrugA_gene266 < -0.80033696 and DrugA_gene333 >= 0.6301506 and DrugA_gene415 < 0.79482615 and DrugA_gene489 >= 0.6385996 and DrugB_gene76 < -2.1549983 and DrugB_gene177 >= -0.3758458 and DrugB_gene182 >= 0.7562932 and DrugB_gene223 < 1.753916 and DrugB_gene266 >= 0.5087522 and DrugB_gene331 < -0.39205176 and DrugB_gene415 < 0.114265904 and compress_LAYER_level_boost_feature_1 < 2.1247993 and then value = 5.636439988,None
9,None,None
10,if DrugA_gene61 < -0.27372175 and DrugA_gene76 >= 0.03907407 and DrugA_gene177 >= -0.08091286 and DrugA_gene182 >= 0.21611056 and DrugA_gene183 < -0.51870084 and DrugA_gene223 < -0.3596031 and DrugA_gene266 < -0.80033696 and DrugA_gene293 < -0.1932948 and DrugA_gene331 >= 0.27953458 and DrugA_gene333 < -0.34226757 and DrugA_gene415 < -0.68769443 and DrugA_gene489 < 0.45439997 and DrugB_gene61 >= -0.19257762 and DrugB_gene76 < -2.1549983 and DrugB_gene177 >= 0.51010716 and DrugB_gene183 >= 1.7643063 and DrugB_gene223 >= 1.753916 and DrugB_gene266 >= -0.2329672 and DrugB_gene293 < -0.6682831 and DrugB_gene333 >= 1.0711591 and DrugB_gene415 < 0.114265904 and DrugB_gene489 < 0.39344746 and then value = 7.0513711455,None
11,None,None
12,None,None
13,None,None
