,0,1
0,None,None
1,None,None
2,if DrugA_gene27 < -0.29102993 and DrugA_gene47 >= 0.5124352 and DrugA_gene208 < -0.009644446 and DrugA_gene317 >= 3.2833195 and DrugA_gene357 >= 0.23945108 and DrugA_gene387 < 0.3136692 and DrugA_gene407 >= 0.34516793 and DrugA_gene421 < -0.2337695 and DrugA_gene571 < -0.15813011 and DrugA_gene587 < 0.54115045 and DrugA_gene788 >= 0.006975144 and DrugA_gene804 < -0.09449166 and DrugB_gene21 >= 0.9913202 and DrugB_gene35 >= -0.48703545 and DrugB_gene208 < -1.8252735 and DrugB_gene288 >= -0.30600208 and DrugB_gene357 < -0.25866187 and DrugB_gene387 < -1.0116783 and DrugB_gene388 >= 0.0033076657 and DrugB_gene571 >= 0.17622593 and DrugB_gene686 >= 0.372713 and DrugB_gene754 >= 1.5509517 and DrugB_gene755 < 0.24929766 and DrugB_gene788 < 0.0831188 and DrugB_gene817 >= -0.4364078 and DrugB_gene942 < -0.29549152 and GO:0051205 < 12.369162 and GO:0006612 < 7.2893324 and then value = 8.18087586,None
3,None,None
4,if DrugA_gene27 >= 2.7134197 and DrugA_gene30 >= 0.26354942 and DrugA_gene317 < -0.7648666 and DrugA_gene357 < -3.3111248 and DrugA_gene421 < 0.20257246 and DrugA_gene714 < -1.4669459 and DrugA_gene754 < -3.8477912 and DrugA_gene755 < -2.766 and DrugA_gene804 < 0.36612028 and DrugA_gene817 >= 0.3974905 and DrugA_gene906 >= -0.9141432 and DrugB_gene21 < 0.16673937 and DrugB_gene31 >= -0.23115668 and DrugB_gene131 < -0.6097406 and DrugB_gene201 < -0.25985408 and DrugB_gene407 >= 4.334649 and DrugB_gene587 < -0.16919252 and DrugB_gene686 < -0.22262931 and DrugB_gene714 >= 0.85249054 and DrugB_gene788 < -4.8449273 and DrugB_gene942 < -0.10927553 and GO:0051205 >= 23.289352 and then value = 1.6951749277000001,None
5,None,None
6,None,None
7,if DrugA_gene21 >= 0.99781394 and DrugA_gene27 >= 0.12280491 and DrugA_gene281 < 0.38811812 and DrugA_gene357 >= 0.16755143 and DrugA_gene788 < -0.27417582 and DrugA_gene798 >= -0.17940089 and DrugA_gene906 >= -0.06062793 and DrugB_gene30 < 0.3075453 and DrugB_gene31 >= -0.6507218 and DrugB_gene47 >= 1.1332268 and DrugB_gene131 >= 0.083636284 and DrugB_gene317 >= 2.3010602 and DrugB_gene387 >= 0.8162873 and DrugB_gene788 < -7.2972984 and DrugB_gene942 >= 0.5408926 and then value = 1.3087336312,None
8,if DrugA_gene21 < -0.003666704 and DrugA_gene30 < -0.7966996 and DrugA_gene31 < -0.60294145 and DrugA_gene131 < -0.29929405 and DrugA_gene317 >= 3.2833195 and DrugA_gene357 >= 0.5047254 and DrugA_gene387 < 0.23532024 and DrugA_gene407 < -0.27007592 and DrugA_gene571 >= 1.3354435 and DrugA_gene587 >= 0.6978301 and DrugA_gene686 >= 0.63941026 and DrugA_gene754 < -0.022363968 and DrugA_gene755 >= 0.3165965 and DrugA_gene788 >= 0.006975144 and DrugA_gene798 >= -0.19534439 and DrugA_gene804 < -0.4146769 and DrugA_gene908 >= 0.62442994 and DrugA_gene942 < -0.48105612 and DrugB_gene21 < 0.20485981 and DrugB_gene31 < -0.023065343 and DrugB_gene35 >= -0.9987954 and DrugB_gene208 < 0.3646168 and DrugB_gene288 < -2.3173938 and DrugB_gene317 >= -0.6870187 and DrugB_gene387 < -1.0116783 and DrugB_gene407 < -0.35513434 and DrugB_gene464 < 1.6512413 and DrugB_gene755 < -0.014274776 and DrugB_gene798 < -0.15310296 and DrugB_gene804 < 0.45847285 and DrugB_gene908 < -0.45051932 and GO:0051205 >= 42.80552 and GO:0006612 < -16.971703 and then value = 7.630902664700001,None
9,None,None
