,0,1
0,None,None
1,None,None
2,if DrugA_gene11 >= 0.8798334 and DrugA_gene20 < -1.9096909 and DrugA_gene39 < 0.60645264 and DrugA_gene133 >= 0.4448948 and DrugA_gene206 >= 1.8435597 and DrugA_gene209 < -0.11223381 and DrugA_gene222 >= -0.029989358 and DrugA_gene237 >= 0.03690657 and DrugA_gene346 < -0.27124414 and DrugA_gene370 >= 0.3672971 and DrugA_gene414 < -0.088525005 and DrugA_gene415 < 0.15245359 and DrugA_gene423 < 0.13374957 and DrugA_gene445 < 0.021487784 and DrugA_gene451 >= 0.13702005 and DrugA_gene505 < 0.590299 and DrugA_gene526 < -0.1647628 and DrugA_gene540 >= 2.5348444 and DrugA_gene562 < -0.12903489 and DrugA_gene603 < -2.029551 and DrugA_gene607 < 0.11426335 and DrugA_gene639 >= 0.14883856 and DrugA_gene695 < -0.3037876 and DrugA_gene707 < -0.2455563 and DrugA_gene741 < -0.306709 and DrugA_gene780 < -0.18991975 and DrugA_gene798 < -0.57167256 and DrugA_gene799 >= 0.7318271 and DrugA_gene800 < -0.21118665 and DrugA_gene806 >= 4.73345 and DrugA_gene809 < 0.1177918 and DrugA_gene877 >= -0.119621225 and DrugB_gene11 < -0.03686861 and DrugB_gene38 >= 1.0111238 and DrugB_gene73 >= 2.2771301 and DrugB_gene86 >= 0.42003056 and DrugB_gene118 < -0.48099488 and DrugB_gene139 >= 0.35939002 and DrugB_gene162 >= -0.3662784 and DrugB_gene209 >= 0.2368541 and DrugB_gene222 >= -0.2760436 and DrugB_gene223 >= -0.079199106 and DrugB_gene243 < 0.14757316 and DrugB_gene268 < -0.37021774 and DrugB_gene279 < -1.6408423 and DrugB_gene309 >= -0.008935679 and DrugB_gene331 < -0.4512816 and DrugB_gene346 < -0.85713005 and DrugB_gene408 >= 0.62855506 and DrugB_gene414 >= 0.030403174 and DrugB_gene423 < -0.5963854 and DrugB_gene438 >= -0.19661959 and DrugB_gene451 >= 0.32879943 and DrugB_gene460 < -0.4085881 and DrugB_gene505 < -0.2911445 and DrugB_gene515 >= 0.36057276 and DrugB_gene526 >= 0.20097528 and DrugB_gene540 >= -0.19282508 and DrugB_gene562 < -1.3098902 and DrugB_gene595 < -4.671404 and DrugB_gene600 >= -0.15121967 and DrugB_gene607 < -2.0050936 and DrugB_gene639 >= 0.07847673 and DrugB_gene695 >= -0.30734277 and DrugB_gene741 >= 0.26271313 and DrugB_gene800 < -0.43895292 and DrugB_gene809 < -1.1289698 and DrugB_gene836 < -0.063902244 and DrugB_gene859 >= 0.66355646 and DrugB_gene871 >= 2.1697922 and DrugB_gene886 >= 0.81427306 and GO:0031345 >= 184.32758 and GO:0031333 < 7.1388626 and compress_node_level_boost_feature_0 < 0.6194092 and then value = 9.283669171999998,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene799 >= 0.7318271 and DrugB_gene86 < 0.42003056 and compress_node_level_boost_feature_0 < -14.873936 and then value = 2.11144064,None
9,None,None
