,0,1
0,None,None
1,None,None
2,if DrugA_gene38 < -0.4572031 and DrugA_gene368 < -0.31853777 and DrugA_gene437 < -0.8425786 and DrugA_gene443 < -0.8977629 and DrugA_gene895 >= 1.4239421 and DrugA_gene950 >= 2.3546786 and DrugB_gene20 >= -0.25578243 and DrugB_gene38 >= -0.8294297 and DrugB_gene216 < -0.10559276 and DrugB_gene310 < -0.051610168 and DrugB_gene443 < -0.56384706 and DrugB_gene895 >= 1.7814 and then value = 7.808697025,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene2 < -0.7256046 and DrugA_gene38 < -0.40341026 and DrugA_gene216 < 0.092819095 and DrugA_gene368 < -0.38546175 and DrugA_gene443 >= 5.5577836 and DrugA_gene895 >= 0.54387623 and DrugB_gene21 < -1.0919045 and DrugB_gene286 >= 2.0262816 and DrugB_gene443 < -0.56384706 and then value = 0.3486953006,None
8,if DrugA_gene21 < -0.04138615 and DrugA_gene38 >= 0.59101546 and DrugA_gene310 < -0.7874145 and DrugA_gene377 >= 0.5946938 and DrugA_gene443 < -0.11302309 and DrugA_gene771 < -0.15038413 and DrugA_gene950 >= 2.3546786 and DrugB_gene20 >= 0.06867234 and DrugB_gene38 >= -0.8294297 and DrugB_gene216 < -0.10559276 and DrugB_gene310 < -0.019756295 and DrugB_gene443 < 0.064804964 and DrugB_gene771 < 0.698063 and DrugB_gene895 >= 1.5223687 and then value = 7.9816272658,None
9,None,None
10,if DrugA_gene2 < 0.42414653 and DrugA_gene20 < 0.35580105 and DrugA_gene21 >= 0.16235302 and DrugA_gene216 >= 1.0897348 and DrugA_gene310 < -0.19157341 and DrugA_gene368 < -0.3561057 and DrugA_gene377 >= 0.39291412 and DrugA_gene443 >= 0.70680004 and DrugA_gene771 < -0.4541772 and DrugA_gene895 >= 1.5223687 and DrugA_gene950 >= 2.3546786 and DrugB_gene2 >= 0.006354208 and DrugB_gene20 >= -0.14244427 and DrugB_gene38 < -0.4654753 and DrugB_gene286 < -0.13663748 and DrugB_gene368 >= 0.5227167 and DrugB_gene377 >= 0.53807276 and DrugB_gene437 >= 0.38135758 and DrugB_gene895 < 0.4203771 and then value = 24.075280441599997,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene2 < 0.08882471 and DrugA_gene20 < -0.09730874 and DrugA_gene286 >= -0.13362291 and DrugA_gene368 < -0.32800108 and DrugA_gene895 >= 0.54387623 and DrugA_gene950 >= 1.086343 and DrugB_gene20 >= -0.5188769 and DrugB_gene286 >= 2.0262816 and DrugB_gene368 < -0.9192486 and DrugB_gene377 >= -0.29489446 and DrugB_gene437 < 0.38135758 and DrugB_gene895 >= 1.1133156 and DrugB_gene950 >= 2.0920568 and then value = 16.868760777600002,None
