,0,1
0,None,None
1,None,None
2,if DrugA_gene6 < 0.038318288 and DrugA_gene11 < 0.44885784 and DrugA_gene100 < -0.16678047 and DrugA_gene119 >= 0.5354891 and DrugA_gene419 < 0.06305274 and DrugA_gene522 >= 0.30046177 and DrugA_gene559 >= -0.18922515 and DrugA_gene835 >= 0.6241813 and DrugA_gene891 < 0.35477337 and DrugB_gene33 >= -0.009203346 and DrugB_gene100 < -0.95081335 and DrugB_gene116 < -0.6251204 and DrugB_gene151 >= 0.6410003 and DrugB_gene373 >= 0.09495886 and DrugB_gene415 >= -0.5659597 and DrugB_gene438 >= 0.19123283 and DrugB_gene786 >= 0.11874825 and GO:0007281 >= 56.259144 and GO:0007283 < 4.301638 and then value = 7.653015954700001,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene572 >= -0.3048988 and DrugA_gene763 < 0.04155597 and DrugA_gene947 >= 2.8202338 and DrugB_gene95 < -0.061981495 and DrugB_gene291 < 0.19441912 and DrugB_gene731 >= 0.31134132 and GO:0007281 >= 44.301254 and GO:0007292 >= 10.899191 and GO:0007283 >= 6.4904156 and then value = 0.509767996,None
8,if DrugA_gene11 >= 1.3704774 and DrugA_gene33 < -1.5313969 and DrugA_gene95 < 0.18811515 and DrugA_gene478 < -0.30883682 and DrugA_gene503 < -0.24651821 and DrugA_gene536 >= 1.0506504 and DrugA_gene572 >= -0.015102085 and DrugA_gene659 >= 2.013965 and DrugB_gene31 >= 1.320994 and DrugB_gene33 >= 0.37800735 and DrugB_gene100 >= 2.0642982 and DrugB_gene330 >= 0.27815711 and DrugB_gene478 < -0.8058904 and DrugB_gene638 >= 0.10768468 and GO:0007281 >= 38.227394 and GO:0007283 < -2.6561947 and then value = 3.201671139,None
9,None,None
