,0,1
0,None,None
1,None,None
2,if DrugA_gene52 < -0.4356206 and DrugA_gene110 >= 1.0999688 and DrugA_gene114 >= 0.7937147 and DrugA_gene364 < -0.35687616 and DrugA_gene375 < -0.46488297 and DrugA_gene376 < -0.28587767 and DrugA_gene382 >= 1.0507749 and DrugA_gene383 < -1.5540514 and DrugA_gene593 >= -0.68659365 and DrugA_gene612 < -0.43931127 and DrugA_gene644 < -0.26582453 and DrugA_gene661 < -0.19323453 and DrugA_gene671 < 0.9892975 and DrugA_gene704 < -0.14443603 and DrugA_gene848 < -1.9717898 and DrugA_gene896 >= 1.1367261 and DrugA_gene902 >= 0.10383392 and DrugA_gene933 < 0.61407065 and DrugB_gene8 >= -0.18485129 and DrugB_gene52 < -0.23484032 and DrugB_gene114 >= 1.1583464 and DrugB_gene299 >= 0.24503696 and DrugB_gene316 < 0.26418102 and DrugB_gene321 < -0.14709386 and DrugB_gene375 >= -0.018832382 and DrugB_gene376 >= 0.47811565 and DrugB_gene383 < 0.24016564 and DrugB_gene644 >= 0.45397115 and DrugB_gene661 < -0.48183817 and DrugB_gene671 >= 0.39887702 and DrugB_gene704 < 0.548121 and DrugB_gene737 < -0.040302616 and DrugB_gene902 >= 0.77972466 and DrugB_gene933 >= -0.15041113 and then value = 6.04282414,None
3,None,None
4,if DrugA_gene114 >= 0.119553745 and DrugA_gene299 >= 1.4367034 and DrugA_gene364 < -0.38530934 and DrugA_gene382 >= 0.3589213 and DrugA_gene593 >= -0.68659365 and DrugA_gene902 >= 0.07678599 and DrugB_gene8 >= 1.5448015 and DrugB_gene321 >= -0.14709386 and DrugB_gene644 >= -0.056643978 and DrugB_gene671 >= 0.3399647 and DrugB_gene704 < -0.07173961 and DrugB_gene737 < -0.040302616 and DrugB_gene848 < -3.089375 and then value = 0.9594643350000001,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene8 < 0.28225 and DrugA_gene52 < 0.22826274 and DrugA_gene115 >= 0.20612735 and DrugA_gene382 < -0.25860304 and DrugA_gene384 >= 1.3751514 and DrugA_gene704 < -0.24489266 and DrugA_gene737 >= 0.35945106 and DrugA_gene848 >= 0.47631553 and DrugA_gene933 < 0.5295373 and DrugB_gene52 >= -0.21488616 and DrugB_gene114 >= -0.06616907 and DrugB_gene299 >= 0.57188606 and DrugB_gene376 >= 0.13756281 and DrugB_gene578 >= -0.1787809 and DrugB_gene671 >= 0.38316736 and DrugB_gene704 < 1.4135829 and DrugB_gene896 < -0.7551774 and DrugB_gene933 >= -0.1717481 and compress_LAYER_level_boost_feature_0 >= 133.05269 and then value = 4.4216044704,None
9,None,None
