,0,1
0,None,None
1,None,None
2,if DrugA_gene65 >= 0.50749016 and DrugA_gene204 < -1.2227341 and DrugA_gene251 >= 0.87540126 and DrugA_gene354 >= 1.4174387 and DrugA_gene670 >= 0.37266782 and DrugB_gene2 >= 3.849934 and DrugB_gene31 >= 0.21040611 and DrugB_gene211 < 0.22410792 and DrugB_gene251 >= 0.87540126 and DrugB_gene331 < -2.2999053 and DrugB_gene342 >= 0.6989547 and DrugB_gene447 < -0.99863344 and DrugB_gene451 >= 0.1443181 and DrugB_gene670 < -0.4507211 and then value = 13.3973961285,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene2 < -0.346183 and DrugA_gene31 >= 0.6052321 and DrugA_gene33 < -0.15184051 and DrugA_gene204 < -1.9518713 and DrugA_gene211 >= 0.80631024 and DrugA_gene251 < -0.054560885 and DrugA_gene331 >= 0.30792975 and DrugB_gene61 < -1.9862055 and DrugB_gene331 < 0.61705077 and DrugB_gene342 >= 0.29148233 and DrugB_gene447 >= 3.2767932 and then value = 1.0970765301,None
8,if DrugA_gene33 < -0.57780254 and DrugA_gene211 >= 0.80631024 and DrugA_gene251 < 0.26282293 and DrugA_gene342 >= 0.78028464 and DrugA_gene388 >= 0.6786934 and DrugA_gene451 >= -0.0850607 and DrugB_gene33 >= -1.6093936 and DrugB_gene61 < 0.28244388 and DrugB_gene65 >= 0.26908392 and DrugB_gene204 >= 0.64454126 and DrugB_gene251 >= 0.80960464 and DrugB_gene342 >= 0.29148233 and DrugB_gene354 < 0.24803281 and DrugB_gene447 >= 3.2767932 and then value = 8.9152699641,None
9,None,None
10,if DrugA_gene33 < -1.710144 and DrugA_gene162 >= 0.23196921 and DrugB_gene2 < -0.26240644 and DrugB_gene65 >= 0.7385484 and DrugB_gene211 >= 0.21236958 and DrugB_gene251 >= 0.87540126 and DrugB_gene331 < -0.20889953 and DrugB_gene354 >= 1.406328 and DrugB_gene451 < 0.5425496 and DrugB_gene670 < -0.44931537 and then value = 15.493175119999998,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene33 < -1.4455918 and DrugA_gene65 < -1.5079019 and DrugA_gene162 >= -0.28750068 and DrugA_gene204 < -1.9518713 and DrugA_gene211 >= 0.80631024 and DrugA_gene251 < -0.080527805 and DrugA_gene331 < 0.073942095 and DrugA_gene354 >= 1.4174387 and DrugA_gene388 >= 0.5648216 and DrugB_gene2 >= 3.849934 and DrugB_gene31 >= -0.6507218 and DrugB_gene33 >= -0.9641686 and DrugB_gene61 >= -0.62383187 and DrugB_gene65 >= -0.33954173 and DrugB_gene211 >= 0.21236958 and DrugB_gene251 >= -0.8732233 and DrugB_gene331 < 0.3799904 and DrugB_gene342 >= 0.6989547 and DrugB_gene354 >= 1.406328 and DrugB_gene447 >= 3.2767932 and DrugB_gene451 < -0.31682804 and then value = 25.456408236,None
