,0,1
0,None,None
1,None,None
2,if DrugA_gene293 < -1.2456851 and DrugA_gene408 < -1.9682817 and DrugA_gene516 < -0.8750845 and DrugB_gene2 < -0.019673545 and DrugB_gene80 < -0.70464253 and DrugB_gene157 >= 0.00043597355 and DrugB_gene207 < 0.47052324 and DrugB_gene237 >= 1.3537099 and DrugB_gene516 >= 0.2548982 and DrugB_gene899 >= 1.2668958 and DrugB_gene939 >= 2.3843045 and then value = 10.015502766,None
3,None,None
4,if DrugA_gene2 < -0.5883454 and DrugA_gene80 >= -0.70464253 and DrugA_gene157 < -0.17523035 and DrugA_gene207 < -2.7977695 and DrugA_gene237 >= 0.3369539 and DrugA_gene293 >= 0.16705999 and DrugA_gene741 >= -0.025072489 and DrugA_gene939 < -0.8462851 and DrugB_gene2 >= 0.3608677 and DrugB_gene80 >= 1.6454642 and DrugB_gene293 < -0.41412932 and DrugB_gene408 < -0.26481533 and DrugB_gene516 < -0.2191328 and then value = 3.4510786999999996,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene237 >= 0.5107397 and DrugA_gene741 >= 0.26778895 and DrugA_gene939 < -0.43832022 and DrugB_gene207 >= 1.9440882 and DrugB_gene408 >= -0.23317789 and DrugB_gene516 >= -0.6266619 and DrugB_gene939 >= 2.9488297 and then value = 8.5481905,None
9,if DrugB_gene2 >= 3.849934 and DrugB_gene899 >= 0.050374158 and DrugB_gene939 >= 0.40483248 and then value = 0.15204245,None
10,if DrugA_gene2 < -0.34589005 and DrugA_gene80 >= 2.9122362 and DrugA_gene157 < -0.1613706 and DrugA_gene207 >= 0.080035985 and DrugA_gene237 < -0.07109793 and DrugA_gene293 >= 0.99671555 and DrugA_gene408 >= 0.12380473 and DrugA_gene516 >= 2.2050023 and DrugA_gene741 >= 0.5788673 and DrugA_gene899 >= 0.6297083 and DrugA_gene939 < 0.030700319 and DrugB_gene2 >= 3.849934 and DrugB_gene157 >= 0.23040223 and DrugB_gene207 < -3.2114263 and DrugB_gene293 < -0.06521098 and DrugB_gene408 < -0.26481533 and DrugB_gene741 >= 0.4655546 and DrugB_gene939 < -0.4264209 and then value = 26.460214750000002,None
11,None,None
12,None,None
13,if DrugA_gene80 >= 0.91021043 and DrugA_gene157 >= 1.643808 and DrugA_gene207 >= 0.09521027 and DrugA_gene293 < -0.5612666 and DrugA_gene408 < -0.05366999 and DrugA_gene741 >= 0.39180353 and DrugA_gene899 < -0.18730359 and DrugA_gene939 >= 2.9488297 and DrugB_gene80 >= 0.85709375 and DrugB_gene207 >= 0.080035985 and DrugB_gene293 >= -0.06276035 and DrugB_gene408 < -0.22844025 and DrugB_gene899 >= -0.5165073 and DrugB_gene939 >= -0.0048995866 and then value = 2.7777957097,None
