,0,1
0,None,None
1,None,None
2,if DrugA_gene104 < -0.29578015 and DrugA_gene216 < 0.15248598 and DrugA_gene317 >= 0.7636018 and DrugA_gene339 < -0.6552414 and DrugA_gene461 >= -0.42055964 and DrugA_gene465 >= 0.1953452 and DrugA_gene473 < 0.07288456 and DrugA_gene519 < -2.3405743 and DrugA_gene545 < -0.7739707 and DrugA_gene569 >= 2.007375 and DrugA_gene581 < 0.473638 and DrugA_gene658 >= 0.41568807 and DrugA_gene668 >= 0.8365445 and DrugA_gene670 >= 0.85954154 and DrugA_gene723 >= 0.9755333 and DrugA_gene745 >= 0.3730613 and DrugA_gene769 >= 1.59565 and DrugA_gene778 >= 1.245594 and DrugA_gene825 < -0.4555068 and DrugA_gene930 < 0.44330513 and DrugA_gene943 < -0.11529773 and DrugB_gene104 >= 0.66320693 and DrugB_gene216 >= 6.716612 and DrugB_gene278 >= 0.42068422 and DrugB_gene317 < 0.06661293 and DrugB_gene339 >= 4.557491 and DrugB_gene461 >= 0.5958027 and DrugB_gene465 >= 0.9665271 and DrugB_gene473 >= 1.212175 and DrugB_gene519 < -0.17702302 and DrugB_gene569 >= 0.41575956 and DrugB_gene600 >= 1.2502695 and DrugB_gene658 < 0.2816484 and DrugB_gene670 < -0.45687878 and DrugB_gene723 >= 0.1340042 and DrugB_gene745 >= 0.46231455 and DrugB_gene769 < -0.6697178 and DrugB_gene825 < 0.14628321 and DrugB_gene930 >= 0.17856726 and DrugB_gene943 >= 0.2526245 and GO:0006511 < 2.1897168 and then value = 5.615352896000001,None
3,None,None
4,if DrugA_gene216 >= 1.2684901 and DrugA_gene339 >= 0.5535152 and DrugA_gene465 < -0.06225718 and DrugA_gene569 >= 2.007375 and DrugA_gene600 < -0.108912095 and DrugA_gene778 < -0.06603204 and DrugA_gene825 < -0.014689999 and DrugB_gene104 < -1.2974595 and DrugB_gene216 >= 0.24204764 and DrugB_gene465 >= 0.048545025 and DrugB_gene581 < 0.5378815 and DrugB_gene668 < -1.9269581 and DrugB_gene670 < -0.71731687 and GO:0006511 >= 40.61711 and compress_LAYER_level_boost_feature_0 >= 184.241 and then value = 0.9530271284,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene104 < -0.19144246 and DrugA_gene339 < 0.08779253 and DrugA_gene465 < -0.22307166 and DrugA_gene473 < 0.0075090965 and DrugA_gene519 >= -0.24158448 and DrugA_gene569 < 0.16814423 and DrugB_gene278 < -2.8600912 and DrugB_gene317 >= -0.76026905 and DrugB_gene473 < -0.2234134 and DrugB_gene943 < 0.028570397 and GO:0006511 < -40.774574 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 3.1195262280000002,None
9,None,None
