,0,1
0,None,None
1,None,None
2,if DrugA_gene43 < -0.6698854 and DrugA_gene140 < 0.19756538 and DrugA_gene169 < -0.29865175 and DrugA_gene196 < 0.14188515 and DrugA_gene198 >= -0.40086126 and DrugA_gene211 >= -0.43149626 and DrugA_gene223 < -0.1143413 and DrugA_gene234 < 0.16980094 and DrugA_gene354 < -0.090087056 and DrugA_gene363 < -0.4140098 and DrugA_gene418 < -0.042019807 and DrugA_gene423 < 0.23290041 and DrugA_gene424 >= 1.085049 and DrugA_gene427 < -0.18464352 and DrugA_gene670 >= 0.4991537 and DrugB_gene43 < 0.07888818 and DrugB_gene65 < -1.750077 and DrugB_gene196 >= 0.048351467 and DrugB_gene198 >= -0.2928393 and DrugB_gene234 < 0.4117505 and DrugB_gene354 >= -0.13653944 and DrugB_gene363 >= -0.015501452 and DrugB_gene422 >= 1.5500276 and DrugB_gene423 < -0.49852088 and DrugB_gene424 >= 1.0667083 and DrugB_gene427 < -0.538275 and DrugB_gene452 < -0.15410373 and DrugB_gene465 < 0.06414406 and DrugB_gene670 < -0.4507211 and GO:0002702 >= 69.49083 and then value = 5.534557004999999,None
3,None,None
4,if DrugA_gene244 < -0.20652518 and DrugA_gene363 >= 0.06804595 and DrugA_gene422 < 0.12324172 and DrugA_gene423 >= 0.71277153 and DrugA_gene427 >= 0.100726105 and DrugB_gene140 >= -0.117557466 and DrugB_gene198 < -4.453924 and DrugB_gene234 >= 0.04287345 and DrugB_gene354 < -0.048049994 and DrugB_gene423 >= 0.01603873 and DrugB_gene950 < -0.6075 and GO:0002702 >= 29.145224 and compress_LAYER_level_boost_feature_0 >= 127.51769 and then value = 0.9869670389999999,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene43 < 0.3387382 and DrugA_gene65 < -0.06965773 and DrugA_gene169 >= 2.2416954 and DrugA_gene196 < -1.0654012 and DrugA_gene198 < -0.91089016 and DrugA_gene201 < -1.5845503 and DrugA_gene234 < 0.39065963 and DrugA_gene244 >= 0.27364725 and DrugA_gene354 < -0.80042505 and DrugA_gene422 < -1.1244097 and DrugA_gene423 < -0.88731915 and DrugA_gene424 < 0.12821104 and DrugA_gene427 >= -0.031971548 and DrugA_gene447 < -0.5692105 and DrugA_gene950 < -1.2722048 and DrugB_gene43 < -1.2213967 and DrugB_gene198 >= -2.08103 and DrugB_gene201 < -0.09373954 and DrugB_gene244 >= -0.08583622 and DrugB_gene418 >= -0.7068553 and DrugB_gene423 >= 0.80496466 and DrugB_gene447 < 0.6340805 and DrugB_gene950 >= 2.2600079 and then value = 3.125903688,None
9,None,None
