,0,1
0,None,None
1,None,None
2,if DrugA_gene20 >= 0.52302 and DrugA_gene21 < 0.050389215 and DrugA_gene65 >= 0.6248164 and DrugA_gene195 >= -0.14628667 and DrugA_gene245 >= 0.799233 and DrugA_gene282 < 0.29173166 and DrugA_gene463 >= -0.47443342 and DrugA_gene606 >= 0.40731326 and DrugA_gene790 < -1.9040973 and DrugA_gene846 >= 0.6551871 and DrugB_gene20 >= -0.3060825 and DrugB_gene21 < -0.04138615 and DrugB_gene33 < -1.0193098 and DrugB_gene105 < 0.099043146 and DrugB_gene245 >= 0.21804604 and DrugB_gene282 >= 1.9509591 and DrugB_gene463 < -0.09169069 and DrugB_gene790 < -0.24900016 and then value = 5.02517581,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene543 >= 0.83537185 and then value = 0.7226058,None
9,None,None
10,if DrugA_gene20 >= 0.52302 and DrugA_gene21 < 0.07413152 and DrugA_gene27 < -1.3621249 and DrugA_gene65 < -0.4993155 and DrugA_gene105 < 0.6714418 and DrugA_gene195 >= -0.14628667 and DrugA_gene201 >= 3.28961 and DrugA_gene245 >= 0.799233 and DrugA_gene282 < 0.29173166 and DrugA_gene402 >= 0.96503234 and DrugA_gene463 >= -0.042963967 and DrugA_gene543 < -0.60949194 and DrugA_gene573 >= -0.7406813 and DrugA_gene606 >= 0.40731326 and DrugA_gene790 < -0.049146842 and DrugA_gene846 < -0.4359123 and DrugA_gene904 >= -0.13797106 and DrugB_gene20 < -0.9522188 and DrugB_gene21 < 0.00701703 and DrugB_gene27 < -0.14246917 and DrugB_gene33 < -1.0193098 and DrugB_gene39 < 0.2951869 and DrugB_gene105 < 0.21473593 and DrugB_gene195 >= 0.56738544 and DrugB_gene201 < 0.084427044 and DrugB_gene245 >= 0.5035894 and DrugB_gene262 >= 0.826064 and DrugB_gene282 >= 2.9614842 and DrugB_gene402 < -0.5555525 and DrugB_gene463 < -0.09169069 and DrugB_gene543 >= 0.30429706 and DrugB_gene573 < -2.8378713 and DrugB_gene606 < -0.7723743 and DrugB_gene790 < -0.24900016 and DrugB_gene846 < -0.41818064 and DrugB_gene904 < -0.7755779 and then value = 14.880014125000002,None
11,None,None
12,None,None
13,if DrugA_gene20 < -1.9205618 and DrugA_gene573 >= -0.34807825 and DrugB_gene105 < -0.7860751 and DrugB_gene606 >= 0.48915222 and DrugB_gene904 >= -0.28302056 and then value = 0.54781614,None
