,0,1
0,None,None
1,None,None
2,if DrugA_gene31 < -0.6367626 and DrugA_gene32 < -0.7406441 and DrugA_gene107 >= 0.14036846 and DrugA_gene209 < 0.15278213 and DrugA_gene211 >= 1.5331447 and DrugA_gene269 < -0.44351542 and DrugA_gene396 < 0.24190168 and DrugA_gene573 >= -0.28514335 and DrugA_gene625 < -0.14548695 and DrugA_gene719 < -0.709957 and DrugB_gene31 < -2.6664948 and DrugB_gene32 >= 0.31784287 and DrugB_gene107 < -0.78428805 and DrugB_gene207 < -0.5997498 and DrugB_gene209 < -1.4108672 and DrugB_gene211 < 0.671057 and DrugB_gene396 >= 0.6896302 and DrugB_gene506 < 0.21052338 and DrugB_gene625 < -0.59927887 and DrugB_gene719 < 0.13295382 and DrugB_gene807 >= 1.1115477 and GO:0030968 < -1.7366292 and then value = 4.9034993160299996,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,None,None
9,None,None
10,if DrugA_gene31 >= 1.354145 and DrugA_gene32 >= 0.77249926 and DrugA_gene207 >= 0.21654248 and DrugA_gene209 < 0.0939292 and DrugA_gene211 < -1.6100248 and DrugA_gene269 >= 0.7657945 and DrugA_gene396 < 0.5674949 and DrugA_gene506 < -0.2583458 and DrugA_gene560 < -2.900613 and DrugA_gene573 >= 0.67667675 and DrugA_gene625 < -0.31212974 and DrugA_gene719 >= 1.8404019 and DrugA_gene807 < -0.50352585 and DrugB_gene31 < -0.61194134 and DrugB_gene32 >= 0.22785863 and DrugB_gene207 < -0.9307432 and DrugB_gene209 < -0.39379328 and DrugB_gene211 >= -0.09732881 and DrugB_gene269 < -0.17032433 and DrugB_gene396 >= 1.5115213 and DrugB_gene506 >= 0.2826043 and DrugB_gene573 >= -0.5075566 and DrugB_gene625 < -0.59927887 and DrugB_gene807 < 0.1848854 and GO:0030968 >= 40.99257 and then value = 8.54011752,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene31 < -1.9380094 and DrugA_gene107 >= 0.20370194 and DrugA_gene207 >= -0.9720204 and DrugA_gene209 < 0.15278213 and DrugA_gene211 < -0.9515485 and DrugA_gene269 < -0.11223498 and DrugA_gene396 < 0.45826894 and DrugA_gene560 >= 0.9668586 and DrugA_gene573 >= 0.50728965 and DrugA_gene625 >= 0.3509223 and DrugA_gene719 < -0.3327 and DrugA_gene807 < -0.50352585 and DrugB_gene31 < -1.0195907 and DrugB_gene32 >= 0.81177944 and DrugB_gene107 < -0.78428805 and DrugB_gene207 >= -5.1148767 and DrugB_gene209 >= 0.9103943 and DrugB_gene211 >= -0.0050559724 and DrugB_gene269 < -1.1708732 and DrugB_gene396 >= 1.095625 and DrugB_gene506 >= 0.21052338 and DrugB_gene560 >= 1.202035 and DrugB_gene573 < -3.170981 and DrugB_gene625 >= -0.08614297 and DrugB_gene719 >= -0.31327793 and GO:0030968 < 4.301423 and then value = 21.274080255229993,None
