,0,1
0,None,None
1,None,None
2,if DrugA_gene211 >= 0.20503916 and DrugA_gene587 < 0.1030687 and DrugA_gene615 >= 1.865075 and DrugA_gene774 < 0.1719699 and DrugA_gene792 < -0.2904306 and DrugA_gene799 >= 0.3238508 and DrugA_gene834 < -0.17906377 and DrugA_gene904 >= 0.49953243 and DrugB_gene15 < -0.045735702 and DrugB_gene211 < 0.671057 and DrugB_gene587 >= 0.26822487 and DrugB_gene615 >= 2.436325 and DrugB_gene623 >= 0.40095425 and DrugB_gene774 >= -0.6251477 and DrugB_gene792 >= 1.605504 and DrugB_gene799 < 0.13761947 and DrugB_gene834 < -1.1471968 and DrugB_gene904 < -0.059659902 and then value = 4.709962224000001,None
3,None,None
4,if DrugA_gene15 < -0.05339995 and DrugA_gene587 < -0.13694915 and DrugA_gene615 < 0.0016347308 and DrugA_gene904 < -0.78253216 and DrugB_gene211 < -4.0904865 and DrugB_gene587 < -0.41910177 and DrugB_gene615 >= 0.49793896 and DrugB_gene774 >= -0.081928 and DrugB_gene792 >= 0.9479523 and DrugB_gene904 >= 0.32093546 and compress_LAYER_level_boost_feature_0 >= 8.002176 and then value = 1.8571411222999998,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene15 < -0.0009675721 and DrugA_gene615 < 0.06255648 and DrugA_gene774 < 0.1719699 and DrugA_gene792 < -2.842205 and DrugA_gene799 >= -0.076973364 and DrugA_gene834 < -0.17906377 and DrugA_gene904 >= 0.49746937 and DrugB_gene15 < -1.614604 and DrugB_gene211 >= 0.4785842 and DrugB_gene587 < -3.2348444 and DrugB_gene615 >= 1.322525 and DrugB_gene623 >= 0.76792467 and DrugB_gene774 >= -0.6251477 and DrugB_gene834 < -0.21273434 and DrugB_gene904 >= 1.0350225 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 4.17390229,None
9,None,None
10,if DrugA_gene15 < -0.4914813 and DrugA_gene211 >= 1.5654697 and DrugA_gene587 < 0.51548636 and DrugA_gene774 < -0.46205527 and DrugA_gene792 >= 1.586947 and DrugA_gene799 >= -0.259699 and DrugA_gene904 >= 0.49953243 and DrugB_gene15 < -0.7452829 and DrugB_gene211 >= 1.403319 and DrugB_gene615 >= 2.436325 and DrugB_gene623 >= 0.824321 and DrugB_gene774 < 0.32724112 and DrugB_gene792 >= 1.605504 and DrugB_gene799 < -0.35950202 and DrugB_gene834 >= 1.5588942 and then value = 7.451611981000001,None
11,None,None
12,None,None
13,if DrugA_gene15 < 0.0014209406 and DrugA_gene615 < 0.05694906 and DrugB_gene623 >= -0.5727345 and DrugB_gene799 < -0.22760546 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 0.436557463,None
