,0,1
0,None,None
1,None,None
2,if DrugA_gene88 >= 0.78058577 and DrugA_gene209 < 0.2948439 and DrugA_gene248 >= 1.2112608 and DrugA_gene278 >= 0.1386407 and DrugA_gene401 < -0.04343629 and DrugA_gene546 < -0.11619678 and DrugA_gene613 < -0.4556836 and DrugA_gene671 < -0.18281198 and DrugA_gene696 >= 1.7788349 and DrugA_gene848 >= 0.10884768 and DrugA_gene850 < -0.6824857 and DrugB_gene207 < 0.16549772 and DrugB_gene278 < -0.16926757 and DrugB_gene287 >= -0.22051427 and DrugB_gene401 >= 0.07598394 and DrugB_gene467 < 0.38699716 and DrugB_gene563 >= -0.17276646 and DrugB_gene613 >= 0.31911168 and DrugB_gene635 >= -0.579301 and DrugB_gene696 >= 0.13838398 and DrugB_gene801 < -0.50415504 and GO:0051253 < -38.69248 and GO:0051254 >= 203.29054 and GO:1903311 >= 5.1312003 and GO:0006355 < -1.7685666 and compress_node_level_boost_feature_0 < -46.540886 and compress_LAYER_level_boost_feature_1 < 5.0356665 and then value = 4.7122243632,None
3,None,None
4,if DrugA_gene17 >= 2.1072493 and DrugA_gene287 < -0.27276045 and DrugA_gene671 < -0.044737503 and DrugA_gene674 >= 0.856696 and DrugA_gene765 >= 1.4771955 and DrugA_gene848 < -3.0451937 and DrugB_gene207 < -4.392579 and DrugB_gene278 >= 0.053258393 and DrugB_gene287 < -2.054381 and DrugB_gene371 < 0.06504481 and DrugB_gene522 < -1.156309 and DrugB_gene613 < -1.1110566 and DrugB_gene885 < -0.2957024 and GO:0051253 >= 26.852001 and compress_LAYER_level_boost_feature_0 >= 32.199524 and compress_LAYER_level_boost_feature_1 >= 69.51845 and then value = 0.34174826122,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene613 < -0.4708084 and DrugA_gene635 < 0.07961276 and DrugA_gene765 >= 0.3861091 and DrugA_gene856 < -0.39455637 and DrugB_gene322 >= -2.4290485 and DrugB_gene467 < 0.31189933 and DrugB_gene522 >= 0.3755558 and DrugB_gene856 >= -0.23719494 and GO:0051253 < -4.784858 and GO:0051254 < -11.006183 and GO:1903311 >= 86.80092 and GO:0006355 < -1.8875029 and compress_node_level_boost_feature_0 < 0.2689455 and compress_LAYER_level_boost_feature_1 >= 88.70351 and then value = 2.6466141224,None
9,None,None
