,0,1
0,None,None
1,None,None
2,if DrugA_gene30 < -0.4830966 and DrugA_gene31 < -1.8532989 and DrugA_gene35 < -0.15162137 and DrugA_gene179 < 0.42343417 and DrugA_gene231 >= 0.33779085 and DrugA_gene317 >= 3.2833195 and DrugA_gene451 >= 0.48007578 and DrugA_gene607 < -4.1432724 and DrugB_gene31 < -0.28183454 and DrugB_gene33 >= -0.09406627 and DrugB_gene35 >= -0.20912054 and DrugB_gene231 >= 0.25743026 and DrugB_gene317 < 0.046699516 and DrugB_gene451 >= 0.39265496 and DrugB_gene817 >= 0.17146733 and then value = 15.22587482,None
3,None,None
4,if DrugA_gene30 >= 0.78947747 and DrugA_gene31 >= 0.17037666 and DrugA_gene35 >= 0.6757445 and DrugA_gene179 >= 3.7769773 and DrugA_gene231 >= 0.33779085 and DrugA_gene607 < -4.1432724 and DrugA_gene817 >= 1.5951469 and DrugB_gene31 >= 1.0110471 and DrugB_gene35 >= 0.19588295 and DrugB_gene231 >= 0.21634188 and DrugB_gene451 >= 0.85734355 and DrugB_gene817 >= 0.65121204 and then value = 1.5598803650000002,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene30 >= -0.14507079 and DrugA_gene31 < -2.2333214 and DrugA_gene35 >= 0.5499827 and DrugA_gene179 < -0.24558894 and DrugA_gene231 >= 0.017219663 and DrugA_gene607 < -0.424901 and DrugA_gene817 >= -0.021713622 and DrugB_gene30 < 2.0679734 and DrugB_gene35 >= -0.9929799 and DrugB_gene231 < -1.1604645 and DrugB_gene451 >= 0.48007578 and DrugB_gene607 >= -0.11932528 and DrugB_gene817 < -1.1643474 and then value = 6.71749107539,None
9,if DrugA_gene31 < -2.2333214 and DrugA_gene179 < -0.24558894 and DrugA_gene317 < -1.4295161 and DrugA_gene451 >= 0.15149793 and DrugB_gene30 < -0.5395801 and DrugB_gene31 >= 0.056856487 and DrugB_gene33 < -1.4594967 and DrugB_gene35 < -0.49392122 and DrugB_gene179 < -0.570138 and DrugB_gene451 >= 0.48007578 and DrugB_gene817 < 0.056214433 and then value = 5.39185438309,None
10,if DrugA_gene30 >= 0.28330344 and DrugA_gene35 >= 0.6757445 and DrugA_gene179 < -0.18116874 and DrugA_gene231 >= 0.45786202 and DrugB_gene30 < 0.25994807 and DrugB_gene31 >= 0.36409813 and DrugB_gene33 >= -0.08463106 and DrugB_gene35 >= 0.06219325 and DrugB_gene231 < -0.3279329 and DrugB_gene451 < 0.5694102 and DrugB_gene817 < -0.05430825 and then value = 31.321313437,None
11,None,None
12,None,None
13,if DrugA_gene35 < -0.15776011 and DrugA_gene607 < -4.1432724 and DrugA_gene817 >= 0.2738309 and DrugB_gene35 >= 0.5163517 and DrugB_gene231 < 1.840177 and DrugB_gene317 < -0.66713333 and DrugB_gene451 < -0.11711387 and DrugB_gene607 >= 0.29739946 and DrugB_gene817 < -0.92009526 and then value = 2.592609739,None
