,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < 0.21809056 and DrugA_gene27 >= 0.5756546 and DrugA_gene47 < -0.5813981 and DrugA_gene121 < -0.11606744 and DrugA_gene129 < -0.7168128 and DrugA_gene131 >= 1.5040791 and DrugA_gene164 < -1.4230807 and DrugA_gene187 < -0.52275896 and DrugA_gene213 < 0.48311147 and DrugA_gene232 < -1.2016984 and DrugA_gene431 < 0.41512698 and DrugA_gene432 >= 1.2803322 and DrugA_gene455 >= 1.4723756 and DrugB_gene11 < -0.27077532 and DrugB_gene23 >= 0.11514976 and DrugB_gene27 >= 2.7134197 and DrugB_gene47 >= 0.12592849 and DrugB_gene121 < -3.2710826 and DrugB_gene129 < -0.12903012 and DrugB_gene131 >= 0.38304633 and DrugB_gene213 >= 4.587306 and DrugB_gene330 >= 0.015716637 and DrugB_gene349 < -0.31853414 and DrugB_gene431 >= 1.5798625 and DrugB_gene432 < 0.6772562 and DrugB_gene455 < -0.20527372 and GO:0008016 >= 64.19548 and compress_LAYER_level_boost_feature_0 < 8.233612 and then value = 6.26249405952,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < 0.1363177 and DrugA_gene27 >= 0.5062294 and DrugA_gene47 < 0.29354307 and DrugA_gene121 >= 0.5190555 and DrugA_gene129 >= 0.26217562 and DrugA_gene330 >= 0.44408286 and DrugA_gene455 < -0.3931272 and DrugB_gene23 < 0.6491421 and DrugB_gene27 >= 2.7134197 and DrugB_gene47 < -0.44214988 and DrugB_gene121 >= 0.23362589 and DrugB_gene131 >= 1.3769941 and DrugB_gene187 < -2.261716 and DrugB_gene213 < -0.6464 and DrugB_gene349 >= -0.3169683 and GO:0008016 >= 93.294754 and then value = 3.39258051632,None
9,if DrugA_gene23 < 0.40592918 and DrugB_gene23 < -0.014887334 and DrugB_gene27 < -0.49097955 and DrugB_gene330 >= 0.277483 and DrugB_gene349 >= 1.299135 and DrugB_gene431 < -1.1207805 and DrugB_gene432 < -0.41602695 and GO:0008016 < -19.306093 and compress_LAYER_level_boost_feature_0 < -57.051857 and then value = 0.1638301176,None
