,0,1
0,None,None
1,None,None
2,if DrugA_gene59 < -0.043175425 and DrugA_gene69 >= 0.8660075 and DrugA_gene76 >= 0.118750475 and DrugA_gene100 < -0.8516067 and DrugA_gene131 >= 1.2785676 and DrugA_gene149 < 0.3202453 and DrugA_gene160 >= 0.8427172 and DrugA_gene201 < -0.53016883 and DrugA_gene219 >= 0.5032864 and DrugA_gene279 >= 1.3058444 and DrugA_gene419 < -0.1385294 and DrugA_gene442 < -0.13484108 and DrugB_gene32 >= 0.04247728 and DrugB_gene59 >= -0.099765286 and DrugB_gene76 >= 0.8800926 and DrugB_gene79 >= 7.4799747 and DrugB_gene100 >= 0.5415429 and DrugB_gene131 >= 1.1875697 and DrugB_gene149 >= 0.77293366 and DrugB_gene219 >= 0.64678794 and DrugB_gene279 >= 0.5617021 and DrugB_gene299 < -0.53251225 and DrugB_gene419 < -0.21947323 and DrugB_gene442 >= 0.10324144 and then value = 4.855691858999999,None
3,None,None
4,if DrugA_gene32 >= 0.9253024 and DrugA_gene59 < 0.3243637 and DrugA_gene100 < -0.20667186 and DrugA_gene131 < -0.5451397 and DrugA_gene149 < -0.21165438 and DrugA_gene160 < 0.10303902 and DrugA_gene279 >= 1.7125971 and DrugA_gene419 >= 0.27923548 and DrugB_gene69 < -0.16908385 and DrugB_gene76 < -0.020160377 and DrugB_gene79 >= -1.1094939 and DrugB_gene131 >= 0.19001572 and DrugB_gene149 < -0.77426857 and DrugB_gene201 < -0.7016971 and DrugB_gene219 < -1.23155 and DrugB_gene279 >= -0.84733045 and DrugB_gene299 >= 2.5601768 and compress_LAYER_level_boost_feature_0 >= 80.84777 and then value = 1.18449237259,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene32 < -0.5575515 and DrugA_gene59 < 0.3243637 and DrugA_gene69 >= 0.19820087 and DrugA_gene76 >= 0.60967916 and DrugA_gene79 >= -0.104282185 and DrugA_gene149 < -0.35027772 and DrugA_gene160 < 0.10303902 and DrugA_gene201 < -1.0194722 and DrugA_gene279 >= 1.7125971 and DrugA_gene299 >= 1.107122 and DrugA_gene419 >= 0.5121969 and DrugB_gene59 < -3.1884027 and DrugB_gene76 < 0.09576318 and DrugB_gene79 >= -1.1094939 and DrugB_gene149 < -0.77426857 and DrugB_gene160 < -0.09387813 and DrugB_gene419 >= -0.83435094 and then value = 3.663772273,None
9,None,None
