,0,1
0,None,None
1,None,None
2,if DrugA_gene73 >= 1.6655228 and DrugA_gene133 < -0.43562484 and DrugA_gene237 < -0.5599549 and DrugA_gene331 >= 0.6484394 and DrugA_gene408 < -0.37901098 and DrugA_gene414 < 0.34722233 and DrugA_gene415 < -0.17157447 and DrugA_gene799 >= 0.1314885 and DrugB_gene73 < -2.504825 and DrugB_gene157 < -2.1003096 and DrugB_gene331 < 0.46211934 and DrugB_gene414 < -0.29691476 and DrugB_gene415 >= -0.3731432 and DrugB_gene595 < 0.007923298 and DrugB_gene707 >= 0.9801603 and DrugB_gene799 < -1.0975676 and then value = 17.4944248305,None
3,None,None
4,if DrugA_gene600 >= 0.3829007 and DrugB_gene73 < 0.6813268 and DrugB_gene133 >= 0.6432229 and DrugB_gene331 >= 0.28725192 and DrugB_gene408 < 0.014341116 and DrugB_gene414 >= 0.5964118 and DrugB_gene423 >= 0.45374745 and DrugB_gene707 >= -0.07332108 and then value = 1.39125837,None
5,None,None
6,None,None
7,if DrugA_gene73 >= -0.44238293 and DrugA_gene600 < -2.646676 and DrugA_gene799 < -1.0070381 and DrugB_gene18 >= 0.10586019 and DrugB_gene73 < -2.5465083 and DrugB_gene157 >= 0.50433695 and DrugB_gene331 < -2.2999053 and DrugB_gene408 < -2.0804536 and DrugB_gene414 < 0.18357569 and DrugB_gene423 >= 0.535782 and DrugB_gene595 < -1.0997357 and DrugB_gene600 < -0.03147734 and then value = 2.9634769017999996,None
8,None,None
9,None,None
10,if DrugA_gene73 >= 1.6655228 and DrugA_gene237 < -0.5599549 and DrugA_gene414 < -0.22019148 and DrugA_gene707 < -0.12821454 and DrugA_gene799 < -1.0070381 and DrugB_gene73 < 0.44857764 and DrugB_gene331 < 0.6486336 and DrugB_gene408 < -2.0804536 and DrugB_gene414 < -0.29691476 and DrugB_gene415 >= 0.9465164 and DrugB_gene423 < 0.535782 and DrugB_gene799 >= 0.10723439 and then value = 27.323455485999997,None
11,None,None
12,None,None
13,if DrugA_gene133 >= -0.029852606 and DrugA_gene595 >= 1.4925027 and DrugB_gene415 >= 0.96446556 and DrugB_gene799 < -0.08490345 and then value = 0.04188124,None
14,if DrugA_gene18 >= 1.8041184 and DrugA_gene157 >= 0.5242536 and DrugA_gene237 >= 0.53203815 and DrugA_gene414 < 0.3299444 and DrugB_gene73 < -2.5465083 and DrugB_gene133 < -1.5980656 and DrugB_gene331 < 0.27953458 and DrugB_gene408 >= 0.15539208 and DrugB_gene415 >= -0.46946782 and DrugB_gene595 >= 0.5044738 and DrugB_gene600 >= -0.021494787 and DrugB_gene707 < -0.01927784 and DrugB_gene799 < -0.068485 and then value = 18.086533693,None
15,if DrugA_gene18 >= 0.6346488 and DrugA_gene237 < -0.22598107 and DrugA_gene415 < -1.8690047 and DrugA_gene595 < -2.512431 and DrugA_gene600 >= 0.44900504 and DrugA_gene799 >= 0.38567227 and DrugB_gene18 >= 0.264601 and DrugB_gene73 < -2.5465083 and DrugB_gene133 < -0.16030423 and DrugB_gene237 < 0.34956086 and DrugB_gene331 < 0.28725192 and then value = 33.30287004,None
16,None,None
17,None,None
